,col0,col1,col2,col3,col4,col5,col6,col7
25,access_ir_property_group_user,ir_property group_user,model_ir_property,,1,0,0,0
26,access_ir_property_group_user_manager,ir_property group_manager,model_ir_property,base.group_partner_manager,1,1,1,0
27,access_ir_rule_group_user,ir_rule group_user,model_ir_rule,,1,0,0,0
28,access_ir_rule_group_erp_manager,ir_rule group_erp_manager,model_ir_rule,group_erp_manager,1,1,1,1
29,access_ir_sequence_group_user,ir_sequence group_user,model_ir_sequence,,1,0,0,0
30,access_ir_sequence_group_system,ir_sequence group_system,model_ir_sequence,group_system,1,1,1,1
31,access_ir_sequence_type_group_user,ir_sequence_type group_user,model_ir_sequence_type,,1,0,0,0
32,access_ir_sequence_type_group_system,ir_sequence_type group_system,model_ir_sequence_type,group_system,1,1,1,1
33,access_ir_translation_all,ir_translation all,model_ir_translation,,1,1,1,1
34,access_ir_translation_group_system,ir_translation group_system,model_ir_translation,group_system,1,1,1,1
35,access_ir_ui_menu_group_user,ir_ui_menu group_user,model_ir_ui_menu,,1,0,0,0
36,access_ir_ui_menu_group_system,ir_ui_menu group_system,model_ir_ui_menu,group_system,1,1,1,1
37,access_ir_ui_view_group_user,ir_ui_view group_user,model_ir_ui_view,,1,0,0,0
38,access_ir_ui_view_group_system,ir_ui_view group_system,model_ir_ui_view,group_system,1,1,1,1
39,access_ir_ui_view_custom_group_user,ir_ui_view_custom_group_user,model_ir_ui_view_custom,,1,1,1,1
40,access_ir_ui_view_sc_group_user,ir_ui_view_sc group_user,model_ir_ui_view_sc,,1,1,1,1
41,access_ir_values_group_all,ir_values group_all,model_ir_values,,1,1,1,1
42,access_res_company_group_erp_manager,res_company group_erp_manager,model_res_company,group_erp_manager,1,1,1,1
43,access_res_company_group_user,res_company group_user,model_res_company,,1,0,0,0
44,access_res_country_group_all,res_country group_user_all,model_res_country,,1,0,0,0
45,access_res_country_state_group_all,res_country_state group_user_all,model_res_country_state,,1,0,0,0
46,access_res_country_group_user,res_country group_user,model_res_country,group_partner_manager,1,1,1,1
47,access_res_country_state_group_user,res_country_state group_user,model_res_country_state,group_partner_manager,1,1,1,1
48,access_res_currency_group_all,res_currency group_all,model_res_currency,,1,0,0,0
49,access_res_currency_rate_group_all,res_currency_rate group_all,model_res_currency_rate,,1,0,0,0
50,access_res_currency_rate_type_group_all,res_currency_rate_type group_all,model_res_currency_rate_type,,1,0,0,0
51,access_res_currency_group_system,res_currency group_system,model_res_currency,group_system,1,1,1,1
52,access_res_currency_rate_group_system,res_currency_rate group_system,model_res_currency_rate,group_system,1,1,1,1
53,access_res_groups_group_erp_manager,res_groups group_erp_manager,model_res_groups,group_erp_manager,1,1,1,1
54,access_res_groups_group_user,res_groups group_user,model_res_groups,,1,0,0,0
55,access_res_lang_group_all,res_lang group_all,model_res_lang,,1,0,0,0
56,access_res_lang_group_user,res_lang group_user,model_res_lang,group_system,1,1,1,1
57,access_res_partner_group_partner_manager,res_partner group_partner_manager,model_res_partner,group_partner_manager,1,1,1,1
58,access_res_partner_group_user,res_partner group_user,model_res_partner,group_user,1,0,0,0
59,access_res_partner_bank_group_user,res_partner_bank group_user,model_res_partner_bank,group_user,1,0,0,0
60,access_res_partner_bank_group_partner_manager,res_partner_bank group_partner_manager,model_res_partner_bank,group_partner_manager,1,1,1,1
61,access_res_partner_bank_type_group_partner_manager,res_partner_bank_type group_partner_manager,model_res_partner_bank_type,group_partner_manager,1,1,1,1
62,access_res_partner_bank_type_group_user,res_partner_bank_type group_user,model_res_partner_bank_type,,1,0,0,0
63,access_res_partner_bank_type_field_group_partner_manager,res_partner_bank_type_field group_partner_manager,model_res_partner_bank_type_field,group_partner_manager,1,1,1,1
64,access_res_partner_bank_type_field_group_user,res_partner_bank_type_field group_user,model_res_partner_bank_type_field,,1,0,0,0
65,access_res_partner_category_group_user,res_partner_category group_user,model_res_partner_category,group_user,1,0,0,0
66,access_res_partner_category_group_partner_manager,res_partner_category group_partner_manager,model_res_partner_category,group_partner_manager,1,1,1,1
67,access_res_partner_title_group_user,res_partner_title group_user,model_res_partner_title,group_partner_manager,1,1,1,1
68,access_res_partner_title_group_partner_manager,res_partner_title group_partner_manager,model_res_partner_title,,1,0,0,0
69,access_res_request_group_user,res_request group_user,model_res_request,base.group_user,1,1,1,1
70,access_res_request_history_group_user,res_request_history group_user,model_res_request_history,base.group_user,1,1,1,1
71,access_res_request_group_user_all,res_request group_user all,model_res_request,,1,0,0,0
72,access_res_request_history_group_user_all,res_request_history group_user all,model_res_request_history,,1,0,0,0
73,access_res_request_link_group_system,res_request_link group_system,model_res_request_link,group_system,1,1,1,1
74,access_res_request_link_group_user,res_request_link group_user,model_res_request_link,,1,0,0,0
75,access_res_users_all,res_users all,model_res_users,,1,0,0,0
76,access_res_users_group_erp_manager,res_users group_erp_manager,model_res_users,group_erp_manager,1,1,1,1
77,access_ir_actions_all,ir_actions_all,model_ir_actions_actions,,1,0,0,0
78,access_ir_actions_group_system,ir_actions_group_system,model_ir_actions_actions,group_system,1,1,1,1
79,access_ir_actions_act_window_all,ir_actions_act_window_all,model_ir_actions_act_window,,1,0,0,0
80,access_ir_actions_act_window_system,ir_actions_act_window_system,model_ir_actions_act_window,group_system,1,1,1,1
81,access_ir_actions_act_window_close_all,ir_actions_act_window_close_all,model_ir_actions_act_window_close,,1,0,0,0
82,access_ir_actions_act_window_close_group_system,ir_actions_act_window_close_group_system,model_ir_actions_act_window_close,group_system,1,1,1,1
83,access_ir_actions_report_xml_all,ir_actions_report_xml,model_ir_actions_report_xml,,1,0,0,0
84,access_ir_actions_report_xml_group_system,ir_actions_report_xml_group_system,model_ir_actions_report_xml,group_system,1,1,1,1
85,access_ir_actions_wizard_all,ir_actions_wizard,model_ir_actions_wizard,,1,0,0,0
86,access_ir_actions_wizard_group_system,ir_actions_wizard_group_system,model_ir_actions_wizard,group_system,1,1,1,1
87,access_ir_actions_todo_group_system,ir_actions_todo group system,model_ir_actions_todo,group_system,1,1,1,1
88,access_workflow_all,workflow_all,model_workflow,,1,0,0,0
89,access_workflow_group_system,workflow_group_system,model_workflow,group_system,1,1,1,1
90,access_workflow_activity_all,workflow_activity_all,model_workflow_activity,,1,0,0,0
91,access_workflow_activity_group_system,workflow_activity_group_system,model_workflow_activity,group_system,1,1,1,1
92,access_workflow_instance_all,workflow_instance_all,model_workflow_instance,,1,0,0,0
93,access_workflow_transition_all,workflow_transition_all,model_workflow_transition,,1,0,0,0
94,access_workflow_transition_group_system,workflow_transition_group_system,model_workflow_transition,group_system,1,1,1,1
95,access_workflow_triggers_all,workflow_triggers_all,model_workflow_triggers,,1,0,0,0
96,access_workflow_triggers_group_system,workflow_triggers_group_system,model_workflow_triggers,group_system,1,1,1,1
97,access_workflow_workitem_all,workflow_workitem_all,model_workflow_workitem,,1,1,1,1
98,access_ir_actions_act_window_view_all,ir_actions_act_window_view_all,model_ir_actions_act_window_view,,1,0,0,0
99,access_ir_actions_act_window_view_group_system,ir_actions_act_window_view_group_system,model_ir_actions_act_window_view,group_system,1,1,1,1
100,access_ir_actions_act_url_all,ir_actions_act_url_all,model_ir_actions_act_url,,1,0,0,0
101,access_ir_actions_act_url_group_system,ir_actions_act_url_group_system,model_ir_actions_act_url,group_system,1,1,1,1
102,access_ir_server_object_lines_all,ir_server_object_lines_all,model_ir_server_object_lines,,1,0,0,0
103,access_ir_server_object_lines_group_system,ir_server_object_lines_group_system,model_ir_server_object_lines,group_system,1,1,1,1
104,access_ir_actions_server_all,ir_actions_server_all,model_ir_actions_server,,1,0,0,0
105,access_ir_actions_server_group_system,ir_actions_server_group_system,model_ir_actions_server,group_system,1,1,1,1
106,access_res_bank_group_system,res_bank_group_system,model_res_bank,group_system,1,1,1,1
107,access_res_bank_group_partner_manager,res_bank_group_partner_manager,model_res_bank,group_partner_manager,1,1,1,1
108,access_res_bank_user,res_bank user,model_res_bank,group_user,1,0,0,0
109,access_multi_company_default user,multi_company_default all,model_multi_company_default,,1,0,0,0
110,access_multi_company_default manager,multi_company_default Manager,model_multi_company_default,group_erp_manager,1,1,1,1
111,access_ir_filter all,ir_filters all,model_ir_filters,,1,0,0,0
112,access_ir_filter employee,ir_filters employee,model_ir_filters,group_user,1,1,1,1
113,access_ir_filters,ir_filters_all,model_ir_filters,,1,1,1,1
114,access_ir_config_parameter,ir_config_parameter,model_ir_config_parameter,,1,0,0,0
115,access_ir_mail_server_all,ir_mail_server,model_ir_mail_server,,1,0,0,0
116,access_ir_actions_client,ir_actions_client all,model_ir_actions_client,,1,0,0,0
117,access_ir_needaction_mixin,ir_needaction_mixin,model_ir_needaction_mixin,,1,1,1,1
