,col0,col1,col2
10,11,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:22 - ReplaceConstant - 1 -> 0
11,12,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - InsertUnaryOp Negation of len
12,13,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceConstant - 1 -> 0
13,14,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceConstant - 1 -> -1
14,15,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceConstant - 1 -> 2
15,16,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceArithmeticOperator - -> +
16,17,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceArithmeticOperator - -> %
17,18,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceArithmeticOperator - -> *
18,19,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:26 - ReplaceArithmeticOperator - -> /
19,20,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:28 - InsertUnaryOp Negation of index
20,21,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:29 - InsertUnaryOp Negation of index
21,22,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:29 - ReplaceConstant - 1 -> 0
22,23,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:30 - ReplaceConstant - length -> 
23,24,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:30 - InsertUnaryOp Negation of index
24,25,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:30 - ReplaceConstant - 1 -> 0
25,26,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.setFileName()V:36 - ReplaceConstant - org/dynjs/runtime/builtins/types/array/prototype/Pop.java -> 
26,27,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Pop.setupDebugContext()V:41 - ReplaceConstant - <native function: pop> -> 
