,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
16,LinqToExcel.Query,ExcelQueryExecutor,3,23,0,0,3,428,79,0,0,0.0,17,1,LinqToExcel.Cell' LinqToExcel.IAllowFieldTypeConversionExceptions' LinqToExcel.IContainsUnmappedCells' LinqToExcel.Row' LinqToExcel.RowNoHeader' LinqToExcel.Domain.StrictMappingException' LinqToExcel.Exceptions.ExcelException' LinqToExcel.Logging.ILogManagerFactory' LinqToExcel.Logging.ILogProvider' LinqToExcel.Query.ExcelQueryArgs' LinqToExcel.Query.ExcelUtilities' LinqToExcel.Query.ProjectorBuildingExpressionTreeVisitor' LinqToExcel.Query.ResultObjectMapping' LinqToExcel.Query.SqlGeneratorQueryModelVisitor' LinqToExcel.Query.SqlParts' LinqToExcel.Query.StrictMappingType' LinqToExcel.Query.TrimSpacesType,LinqToExcel.Query.ExcelQueryable<T>
17,LinqToExcel.Query,ExcelUtilities,0,21,0,0,1,230,35,0,0,-1.0,1,3,LinqToExcel.Query.ExcelQueryArgs,LinqToExcel.ExcelQueryFactory' LinqToExcel.Exceptions.ExcelException' LinqToExcel.Query.ExcelQueryExecutor
18,LinqToExcel.Query,OleDbServices,0,0,0,0,0,29,0,0,0,-1.0,0,3,,LinqToExcel.Query.ExcelQueryConstructorArgs' LinqToExcel.ExcelQueryFactory' LinqToExcel.Query.ExcelQueryArgs
19,LinqToExcel.Query,ProjectorBuildingExpressionTreeVisitor,2,4,0,0,1,33,4,0,0,0.75,1,1,LinqToExcel.Query.ResultObjectMapping,LinqToExcel.Query.ExcelQueryExecutor
20,LinqToExcel.Query,ResultObjectMapping,1,4,0,0,4,20,4,0,0,0.0,0,2,,LinqToExcel.Query.ProjectorBuildingExpressionTreeVisitor' LinqToExcel.Query.ExcelQueryExecutor
21,LinqToExcel.Query,SqlGeneratorQueryModelVisitor,1,10,1,0,5,145,34,0,0,0.4,3,1,LinqToExcel.Query.ExcelQueryArgs' LinqToExcel.Query.SqlParts' LinqToExcel.Query.WhereClauseExpressionTreeVisitor,LinqToExcel.Query.ExcelQueryExecutor
22,LinqToExcel.Query,SqlParts,0,2,7,0,2,38,4,0,0,-1.0,0,2,,LinqToExcel.Query.SqlGeneratorQueryModelVisitor' LinqToExcel.Query.ExcelQueryExecutor
23,LinqToExcel.Query,StrictMappingType,0,0,0,0,0,19,0,0,0,-1.0,0,5,,LinqToExcel.Query.ExcelQueryArgs' LinqToExcel.IExcelQueryFactory' LinqToExcel.Query.ExcelQueryConstructorArgs' LinqToExcel.ExcelQueryFactory' LinqToExcel.Query.ExcelQueryExecutor
24,LinqToExcel.Query,TrimSpacesType,0,0,0,0,0,22,0,0,0,-1.0,0,5,,LinqToExcel.Query.ExcelQueryConstructorArgs' LinqToExcel.IExcelQueryFactory' LinqToExcel.Query.ExcelQueryArgs' LinqToExcel.ExcelQueryFactory' LinqToExcel.Query.ExcelQueryExecutor
25,LinqToExcel.Query,WhereClauseExpressionTreeVisitor,6,16,3,0,1,250,46,0,0,0.19,1,1,LinqToExcel.RowNoHeader,LinqToExcel.Query.SqlGeneratorQueryModelVisitor
