,col0,col1,col2
302,13,15,700
303,13,16,600
304,13,17,500
305,13,18,100
306,13,19,300
307,13,20,600
308,13,21,600
309,13,22,1300
310,13,23,800
311,13,24,800
312,14,1,300
313,14,2,100
314,14,3,100
315,14,4,500
316,14,5,100
317,14,6,100
318,14,7,200
319,14,8,400
320,14,9,600
321,14,10,2100
322,14,11,1600
323,14,12,700
324,14,13,600
325,14,14,0
326,14,15,1300
327,14,16,700
328,14,17,700
329,14,18,100
330,14,19,300
331,14,20,500
332,14,21,400
333,14,22,1200
334,14,23,1100
335,14,24,400
336,15,1,500
337,15,2,100
338,15,3,100
339,15,4,500
340,15,5,200
341,15,6,200
342,15,7,500
343,15,8,600
344,15,9,1000
345,15,10,4000
346,15,11,1400
347,15,12,700
348,15,13,700
349,15,14,1300
350,15,15,0
351,15,16,1200
352,15,17,1500
353,15,18,200
354,15,19,800
355,15,20,1100
356,15,21,800
357,15,22,2600
358,15,23,1000
359,15,24,400
360,16,1,500
361,16,2,400
362,16,3,200
363,16,4,800
364,16,5,500
365,16,6,900
366,16,7,1400
367,16,8,2200
368,16,9,1400
369,16,10,4400
370,16,11,1400
371,16,12,700
372,16,13,600
373,16,14,700
374,16,15,1200
375,16,16,0
376,16,17,2800
377,16,18,500
378,16,19,1300
379,16,20,1600
380,16,21,600
381,16,22,1200
382,16,23,500
383,16,24,300
384,17,1,400
385,17,2,200
386,17,3,100
387,17,4,500
388,17,5,200
389,17,6,500
390,17,7,1000
391,17,8,1400
392,17,9,900
393,17,10,3900
394,17,11,1000
395,17,12,600
396,17,13,500
397,17,14,700
398,17,15,1500
399,17,16,2800
400,17,17,0
401,17,18,600
402,17,19,1700
403,17,20,1700
404,17,21,600
405,17,22,1700
406,17,23,600
407,17,24,300
408,18,1,100
409,18,2,0
410,18,3,0
411,18,4,100
412,18,5,0
413,18,6,100
414,18,7,200
415,18,8,300
416,18,9,200
417,18,10,700
418,18,11,200
419,18,12,200
420,18,13,100
421,18,14,100
422,18,15,200
423,18,16,500
424,18,17,600
425,18,18,0
426,18,19,300
427,18,20,400
428,18,21,100
429,18,22,300
430,18,23,100
431,18,24,0
432,19,1,300
433,19,2,100
434,19,3,0
435,19,4,200
436,19,5,100
437,19,6,200
438,19,7,400
439,19,8,700
440,19,9,400
441,19,10,1800
442,19,11,400
443,19,12,300
444,19,13,300
445,19,14,300
446,19,15,800
447,19,16,1300
448,19,17,1700
449,19,18,300
450,19,19,0
451,19,20,1200
452,19,21,400
453,19,22,1200
454,19,23,300
455,19,24,100
456,20,1,300
457,20,2,100
458,20,3,0
459,20,4,300
460,20,5,100
461,20,6,300
462,20,7,500
463,20,8,900
464,20,9,600
465,20,10,2500
466,20,11,600
467,20,12,500
468,20,13,600
469,20,14,500
470,20,15,1100
471,20,16,1600
472,20,17,1700
473,20,18,400
474,20,19,1200
475,20,20,0
476,20,21,1200
477,20,22,2400
478,20,23,700
479,20,24,400
480,21,1,100
481,21,2,0
482,21,3,0
483,21,4,200
484,21,5,100
485,21,6,100
486,21,7,200
487,21,8,400
488,21,9,300
489,21,10,1200
490,21,11,400
491,21,12,300
492,21,13,600
493,21,14,400
494,21,15,800
495,21,16,600
496,21,17,600
497,21,18,100
498,21,19,400
499,21,20,1200
500,21,21,0
501,21,22,1800
502,21,23,700
503,21,24,500
504,22,1,400
505,22,2,100
506,22,3,100
507,22,4,400
508,22,5,200
509,22,6,200
510,22,7,500
511,22,8,500
512,22,9,700
513,22,10,2600
514,22,11,1100
515,22,12,700
516,22,13,1300
517,22,14,1200
518,22,15,2600
519,22,16,1200
520,22,17,1700
521,22,18,300
522,22,19,1200
523,22,20,2400
524,22,21,1800
525,22,22,0
526,22,23,2100
527,22,24,1100
528,23,1,300
529,23,2,0
530,23,3,100
531,23,4,500
532,23,5,100
533,23,6,100
534,23,7,200
535,23,8,300
536,23,9,500
537,23,10,1800
538,23,11,1300
539,23,12,700
540,23,13,800
541,23,14,1100
542,23,15,1000
543,23,16,500
544,23,17,600
545,23,18,100
546,23,19,300
547,23,20,700
548,23,21,700
549,23,22,2100
550,23,23,0
551,23,24,700
552,24,1,100
553,24,2,0
554,24,3,0
555,24,4,200
556,24,5,0
557,24,6,100
558,24,7,100
559,24,8,200
560,24,9,200
561,24,10,800
562,24,11,600
563,24,12,500
564,24,13,700
565,24,14,400
566,24,15,400
567,24,16,300
568,24,17,300
569,24,18,0
570,24,19,100
571,24,20,400
572,24,21,500
573,24,22,1100
574,24,23,700
575,24,24,0
