,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
10,10,21600899,1610612749,MIL,Milwaukee,203503,Tony Snell,F,,8:19,83.9,88.2,101.4,105.9,-17.5,-17.6,0.2,0.0,33.3,0.0,0.0,0.0,0.0,0.5,0.5,0.105,0.106,102.79,98.06,81.71,17,0.08
11,11,21600899,1610612749,MIL,Milwaukee,203507,Giannis Antetokounmpo,F,,6:38,100.8,107.1,94.9,100.0,6.0,7.1,0.25,1.0,14.3,0.16699999999999998,0.14300000000000002,0.154,14.3,0.5,0.615,0.375,0.37799999999999995,107.16,101.23,84.36,14,0.217
12,12,21600899,1610612749,MIL,Milwaukee,1627748,Thon Maker,C,,2:12,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.27,87.27,72.73,4,0.0
13,13,21600899,1610612749,MIL,Milwaukee,1627763,Malcolm Brogdon,G,,8:19,83.9,88.2,101.4,105.9,-17.5,-17.6,0.25,1.0,16.7,0.0,0.1,0.053,16.7,0.625,0.625,0.263,0.265,102.79,98.06,81.71,17,0.24
14,14,21600899,1610612749,MIL,Milwaukee,203521,Matthew Dellavedova,,,3:40,94.1,100.0,148.4,162.5,-54.3,-62.5,0.667,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.04,98.18,81.82,7,0.0
15,15,21600899,1610612749,MIL,Milwaukee,202328,Greg Monroe,,,3:40,94.1,100.0,148.4,162.5,-54.3,-62.5,0.5,0.0,20.0,0.2,0.33299999999999996,0.25,0.0,0.25,0.33799999999999997,0.5,0.474,106.04,98.18,81.82,7,0.128
16,16,21600899,1610612749,MIL,Milwaukee,203114,Khris Middleton,,,7:29,91.2,93.8,113.4,117.6,-22.1,-23.9,0.2,0.0,20.0,0.0,0.14300000000000002,0.067,0.0,0.5,0.5,0.222,0.217,109.23,105.76,88.14,16,0.091
17,17,21600899,1610612749,MIL,Milwaukee,1891,Jason Terry,,,3:40,94.1,100.0,148.4,162.5,-54.3,-62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.04,98.18,81.82,7,0.0
18,18,21600899,1610612749,MIL,Milwaukee,203141,Mirza Teletovic,,,5:21,67.0,63.6,144.6,154.5,-77.5,-90.9,0.0,0.0,0.0,0.0,0.16699999999999998,0.071,0.0,0.0,0.0,0.16699999999999998,0.175,99.59,98.69,82.24,11,-0.047
19,19,21600899,1610612749,MIL,Milwaukee,1626253,Axel Toupane,,,4:30,78.8,87.5,123.9,137.5,-45.0,-50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.111,0.113,94.72,85.33,71.11,8,-0.174
20,20,21600899,1610612749,MIL,Milwaukee,203089,John Henson,,,6:07,108.1,115.4,101.7,100.0,6.3,15.4,0.2,0.0,33.3,0.0,0.16699999999999998,0.091,0.0,0.5,0.5,0.133,0.134,108.36,105.85,88.21,13,0.18
