,col0,col1,col2
347,,,
348,,,
349,,,
350,,,
351,,,
352,,,
353,,,
354,,,
355,,,
356,,,
357,,,
358,,,
359,,76936,
360,,,
361,,,
362,,,
363,,,
364,,,
365,,,
366,,38291,
367,,77271,Federal Poverty Level
368,,50206,
369,,50226,
370,,50241,
371,,,
372,,,
373,,,
374,,,
375,,50281,
376,,,
377,,,
378,,34951,
379,,,
380,,,
381,,,
382,,36006,
383,,36096,
384,,36186,
385,,111176,
386,,,
387,,,
388,,68426,
389,,,
390,,,
391,,,
392,,36421,
393,,36711,
394,,,
395,,,
396,,,
397,,36731,
398,,,
399,,36341,
400,,,
401,,,
402,,"32201,32191,32186",Federal Poverty Level
403,,,
404,,37261,
405,,,
406,,"37651,37636",Federal Poverty Level
407,,68101,
408,,,
409,,37291,
410,,37316,
411,,,
412,,37321,
413,,,
414,,,
415,,"101806,53301,53296",
416,,86981,
417,,"49961,49956,49951,49946",
418,,,
419,,,
420,,,
421,,37331,
422,,,
423,,93946,
424,,37336,
425,,,
426,,,
427,,,
428,,,
429,,,
430,,29416,
431,,34901,Federal Poverty Level
432,,,
433,,29421,
434,,,
435,,,
436,,,
437,,,
438,,,
439,,,
440,,,
441,,,
442,,34916,
443,,35071,
444,,35081,
445,,,
446,,,
447,,"51911,36001",Federal Poverty Level
448,,,
449,,36326,
450,,29201,Federal Poverty Level
451,,36331,
452,,,
453,,"84361,84321",Federal Poverty Level
454,,,
455,,37111,
456,,,Federal Poverty Level
457,,,
458,,,
459,,,
460,,36336,
461,,,
462,,,
463,,,
464,,"35076,35066,29436",Federal Poverty Level
465,,,
466,,"91161,37436",
467,,"38491,33851",
468,,,
469,,"49316,49311,49306,28706",Federal Poverty Level
470,,,
471,,,
472,,,
473,,"30101,29631,29551,29546",Federal Poverty Level
474,,"30146,30141,30136",Federal Poverty Level
475,,"30211,30186,29601",Federal Poverty Level
476,,"30226,29611",Federal Poverty Level
477,,"30181,30176,29596,29591",Federal Poverty Level
478,,"30156,30151,29581",Federal Poverty Level
479,,"30131,30126,30121",Federal Poverty Level
480,,"30171,30166,29586",Federal Poverty Level
481,,"30256,30251,29556,29396",Federal Poverty Level
482,,"30236,30231,28806",Federal Poverty Level
483,,"51276,51261,51256,30096,30091,29541,29531",Federal Poverty Level
484,,29111,Federal Poverty Level
485,,77276,
486,,50351,
487,,,
488,,,
489,,,
490,,29196,Federal Poverty Level
491,,,
492,,29191,Federal Poverty Level
493,,,Federal Poverty Level
494,,68751,
495,,"38481,33956,33896",
496,,33926,
497,,"38496,38476,38471,38466,38461,33961",
498,,"38486,33941",
499,,33916,
500,,,
501,,49341,Federal Poverty Level
502,,29206,Federal Poverty Level
503,,29211,Federal Poverty Level
504,,28751,
505,,28711,Federal Poverty Level
506,,,
507,,29881,
508,,29836,
509,,29811,
510,,29846,
511,,"107741,29231",Federal Poverty Level
512,,"107746,29236",Federal Poverty Level
513,,"29471,29226",Federal Poverty Level
514,,107751,Federal Poverty Level
515,,"107756,29246",Federal Poverty Level
516,,107761,Federal Poverty Level
517,,50306,
518,,29096,Federal Poverty Level
519,,28876,Federal Poverty Level
