,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
10,10,21700075,1610612764,WAS,Washington,203467,Carrick Felix,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,11,21700075,1610612764,WAS,Washington,1626191,Chris McCullough,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21700075,1610612764,WAS,Washington,201160,Jason Smith,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21700075,1610612744,GSW,Golden State,201142,Kevin Durant,F,,38:45,9.0,20.0,0.45,4.0,9.0,0.444,9.0,9.0,1.0,3.0,8.0,11.0,6.0,1.0,2.0,4.0,2.0,31.0,4.0
14,14,21700075,1610612744,GSW,Golden State,203110,Draymond Green,F,,16:36,1.0,2.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,6.0,0.0,3.0,4.0,1.0,3.0,-14.0
15,15,21700075,1610612744,GSW,Golden State,2585,Zaza Pachulia,C,,13:07,2.0,7.0,0.28600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,9.0,1.0,0.0,0.0,1.0,3.0,4.0,-9.0
16,16,21700075,1610612744,GSW,Golden State,202691,Klay Thompson,G,,31:11,8.0,19.0,0.42100000000000004,2.0,8.0,0.25,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,2.0,1.0,4.0,18.0,-4.0
17,17,21700075,1610612744,GSW,Golden State,201939,Stephen Curry,G,,36:12,7.0,19.0,0.368,3.0,13.0,0.231,3.0,3.0,1.0,0.0,5.0,5.0,8.0,2.0,0.0,2.0,2.0,20.0,-8.0
18,18,21700075,1610612744,GSW,Golden State,2738,Andre Iguodala,,,31:05,3.0,5.0,0.6,0.0,2.0,0.0,1.0,2.0,0.5,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,7.0,9.0
19,19,21700075,1610612744,GSW,Golden State,201580,JaVale McGee,,,9:16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,5.0
20,20,21700075,1610612744,GSW,Golden State,1627775,Patrick McCaw,,,15:50,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,5.0
21,21,21700075,1610612744,GSW,Golden State,2561,David West,,,15:27,8.0,9.0,0.889,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,16.0,7.0
22,22,21700075,1610612744,GSW,Golden State,201156,Nick Young,,,7:47,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,-1.0
23,23,21700075,1610612744,GSW,Golden State,1626172,Kevon Looney,,,11:35,4.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,3.0,9.0,4.0
24,24,21700075,1610612744,GSW,Golden State,201956,Omri Casspi,,,13:09,2.0,3.0,0.667,1.0,1.0,1.0,3.0,4.0,0.75,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,8.0,17.0
25,25,21700075,1610612744,GSW,Golden State,1626188,Quinn Cook,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
