,col0,col1,col2,col3,col4,col5,col6,col7
41,448340,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Eclipse gets stuck while creating diagram representation.,2014-10-24 04:30:12
42,448744,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Editing labels on bi-directional references fails,2014-11-03 05:28:00
43,451053,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,"Frequent internal error ""Loading models""",2016-05-17 13:58:02
44,452262,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Viewpoints selection wizard representation,2014-11-19 09:35:48
45,454132,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,EEnumLiteral Editing Assistance,2015-03-27 06:35:37
46,455646,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Ecore tools can create unserializable diagrams,2015-03-23 12:25:49
47,456187,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Name of a new EReference should be initialized from the target EClass,2015-03-23 06:52:19
48,456188,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,EReferences listed within the EClass,2016-05-04 08:12:42
49,456772,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Remaining validation tooltip error after correction of a missing EType,2015-03-23 09:14:44
50,456774,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Missing error validation tooltip on incorrect EClass name,2015-03-23 09:15:00
51,458621,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,References to Ecore are not resolved correctly when generating ecore from xcore,2015-03-23 09:18:43
52,459472,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Replace usage of MTL by AQL,2015-03-23 08:24:13
53,459806,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Make o.e.emf.ecoretools.design independant of any UI,2015-03-23 06:41:37
54,462144,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Spelling Mistake,2015-03-23 09:19:14
55,462465,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Automatic selection of EcoreTools viewpoints deselect other viewpoints,2015-03-23 09:19:43
56,462490,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Having a error markers free ecore.odesign,2015-05-07 12:06:43
57,463167,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Make it easier to initialize a class diagram content,2015-05-04 11:50:57
58,463264,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,"Hitting ""suppr"" on the ""empty diagram"" notice will delete the EPackage",2015-04-10 05:15:18
59,463422,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Redefinition of Sirius property categories change the order of tabs in Properties view,2015-10-09 07:53:52
60,464268,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Ecore Tools design bundle has dependencies to the user interface,2015-04-10 05:38:14
61,467823,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,NPE in Properties View,2015-05-25 14:40:15
62,468585,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Ecore Modeling Project wizard and final perspective,2016-05-17 09:36:27
63,470969,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Missing content in the documentation,2015-08-18 08:59:24
64,477432,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Reconnecting EReference's does nothing,2015-09-15 08:41:30
65,478528,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Default value literal displayed when not assigned,2015-10-09 07:52:20
66,479393,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,Exception when trying to create an EPackage,2015-10-09 09:41:44
67,485017,Ecoretools,General,ecore-inbox,RESOLVED,FIXED,ArrayStoreException on inheritance reconnect,2016-05-17 08:50:54
68,448394,Ecoretools,General,sirius.core-inbox,RESOLVED,FIXED,Impossible to install Sirius 2.0 in luna modeling tools,2014-11-03 05:03:35
69,470959,Ecoretools,General,ecore-inbox,VERIFIED,FIXED,Attribute with an EEnum as type cannot be displayed,2015-09-10 07:45:24
70,471538,Ecoretools,General,ecore-inbox,VERIFIED,FIXED,Attribute with an EDataType from another ecore file as type cannot be displayed,2015-09-07 05:21:41
71,427970,Ecoretools,General,ecore-inbox,CLOSED,FIXED,Add support for EMF Constraints,2014-03-12 13:01:42
72,429111,Ecoretools,General,ecore-inbox,CLOSED,FIXED,Replace spaces with CamelCase convention when editing a name,2014-03-12 13:02:06
73,433394,Ecoretools,General,ecore-inbox,CLOSED,FIXED,Switched Connection Labels,2014-04-25 06:21:10
74,433756,Ecoretools,General,ecore-inbox,CLOSED,FIXED,EcoreToolsDesignPlugin compilation problem with Juno3 and EMF 2.8,2014-05-06 11:16:30
75,434471,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,NPE in ObjectPluginAction.setActivePart,2014-05-10 09:35:05
76,440478,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,Eclipse Luna release of Ecore Tools 2 first run Throws NPE,2014-09-12 09:28:04
77,441043,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,Selecting an element from the outline causes an IllegalArgumentException,2014-08-06 11:30:51
78,445224,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,Relation composition in ecore diagram,2014-11-03 08:15:25
79,464453,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,IllegalArgumentException: Can only deactivate the active transaction,2016-05-17 06:58:42
80,470157,Ecoretools,General,ecore-inbox,CLOSED,DUPLICATE,"""Invalid Feature as Name"" is displayed for an EAttribute having an EEnum as eType",2015-06-25 05:10:54
