,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
11,11,21800155,1610612752,NYK,New York,203504,Trey Burke,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21800155,1610612752,NYK,New York,202498,Lance Thomas,,DNP - Injury/Illness                    ,,,,,,,,,,,,,,,,,,,,
13,13,21800155,1610612737,ATL,Atlanta,1627761,DeAndre' Bembry,F,,32:51,3.0,6.0,0.5,1.0,2.0,0.5,0.0,0.0,0.0,1.0,4.0,5.0,2.0,1.0,3.0,1.0,5.0,7.0,8.0
14,14,21800155,1610612737,ATL,Atlanta,1629016,Omari Spellman,F,,28:27,6.0,11.0,0.545,3.0,5.0,0.6,3.0,3.0,1.0,4.0,6.0,10.0,4.0,1.0,3.0,0.0,1.0,18.0,2.0
15,15,21800155,1610612737,ATL,Atlanta,203458,Alex Len,C,,16:03,3.0,8.0,0.375,1.0,2.0,0.5,2.0,4.0,0.5,2.0,3.0,5.0,0.0,0.0,1.0,2.0,5.0,9.0,-6.0
16,16,21800155,1610612737,ATL,Atlanta,203145,Kent Bazemore,G,,31:19,4.0,16.0,0.25,1.0,7.0,0.14300000000000002,7.0,9.0,0.778,2.0,5.0,7.0,3.0,1.0,0.0,2.0,2.0,16.0,-17.0
17,17,21800155,1610612737,ATL,Atlanta,1629027,Trae Young,G,,30:38,6.0,19.0,0.316,1.0,7.0,0.14300000000000002,2.0,2.0,1.0,1.0,4.0,5.0,8.0,0.0,0.0,2.0,2.0,15.0,3.0
18,18,21800155,1610612737,ATL,Atlanta,1627752,Taurean Prince,,,31:10,6.0,15.0,0.4,2.0,10.0,0.2,2.0,4.0,0.5,0.0,2.0,2.0,3.0,0.0,1.0,2.0,2.0,16.0,-3.0
19,19,21800155,1610612737,ATL,Atlanta,203473,Dewayne Dedmon,,,17:08,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,4.0,2.0,-12.0
20,20,21800155,1610612737,ATL,Atlanta,202391,Jeremy Lin,,,21:55,1.0,3.0,0.33299999999999996,1.0,1.0,1.0,6.0,7.0,0.857,0.0,1.0,1.0,5.0,1.0,0.0,4.0,2.0,9.0,-3.0
21,21,21800155,1610612737,ATL,Atlanta,1713,Vince Carter,,,10:31,1.0,3.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,-2.0
22,22,21800155,1610612737,ATL,Atlanta,1627816,Alex Poythress,,,8:49,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,4.0,-5.0
23,23,21800155,1610612737,ATL,Atlanta,203101,Miles Plumlee,,,11:08,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,2.0,8.0,10.0
24,24,21800155,1610612737,ATL,Atlanta,1628416,Tyler Dorsey,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
25,25,21800155,1610612737,ATL,Atlanta,1627772,Daniel Hamilton,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
