,col0,col1,col2,col3
71,WEAP,Reservoir,Node,ObjectInstances
72,WEAP,Reservoir,Node,Precipitation
73,WEAP,Reservoir,Node,Capital Costs
74,WEAP,Reservoir,Node,Variable Operating Costs
75,WEAP,Reservoir,Node,Fixed Operating Costs
76,WEAP,Reservoir,Node,Variable Benefits
77,WEAP,Reservoir,Node,Fixed Benefits
78,WEAP,Reservoir,Node,BOD Concentration
79,WEAP,Reservoir,Node,DO Concentration
80,WEAP,Reservoir,Node,Initial Storage
81,WEAP,Reservoir,Node,Maximum Hydraulic Outflow
82,WEAP,Reservoir,Node,Net Evaporation
83,WEAP,Reservoir,Node,Volume Elevation Curve
84,WEAP,Reservoir,Node,Observed Volume
85,WEAP,Reservoir,Node,Top of Conservation
86,WEAP,Reservoir,Node,Top of Buffer
87,WEAP,Reservoir,Node,Top of Inactive
88,WEAP,Reservoir,Node,Max. Turbine Flow
89,WEAP,Reservoir,Node,Tailwater Elevation
90,WEAP,Reservoir,Node,Plant Factor
91,WEAP,Reservoir,Node,Hydropower Priority
92,WEAP,Reservoir,Node,Energy Demand
93,WEAP,Reservoir,Node,Electricity Revenue
94,WEAP,Reservoir,Node,Generating Efficiency
95,WEAP,Reservoir,Node,Storage Capacity
96,WEAP,Reservoir,Node,Buffer Coefficient
97,WEAP,Reservoir,Node,Loss to Groundwater
98,WEAP,Reservoir,Node,Volume
99,WEAP,Reservoir,Node,Elevation
100,WEAP,Reservoir,Node,Area
101,WEAP,Return Flow,Link,ObjectInstances
102,WEAP,Return Flow,Link,Capital Costs
103,WEAP,Return Flow,Link,Variable Operating Costs
104,WEAP,Return Flow,Link,Fixed Operating Costs
105,WEAP,Return Flow,Link,Variable Benefits
106,WEAP,Return Flow,Link,Fixed Benefits
107,WEAP,Return Flow,Link,Loss from System
108,WEAP,Return Flow,Link,Return Flow Routing
109,WEAP,Return Flow,Link,Loss to Groundwater
110,WEAP,Return Flow,Link,Gain from Groundwater
111,WEAP,Return Flow,Node,ObjectInstances
112,WEAP,River,Link,ObjectInstances
113,WEAP,River,Link,Capital Costs
114,WEAP,River,Link,Variable Operating Costs
115,WEAP,River,Link,Fixed Operating Costs
116,WEAP,River,Link,Variable Benefits
117,WEAP,River,Link,Fixed Benefits
118,WEAP,River,Link,Headflow
119,WEAP,River,Link,Maximum Diversion
120,WEAP,River,Link,BOD Concentration
121,WEAP,River,Link,DO Concentration
122,WEAP,River Reach,Link,ObjectInstances
123,WEAP,River Reach,Link,Capital Costs
124,WEAP,River Reach,Link,Variable Operating Costs
125,WEAP,River Reach,Link,Fixed Operating Costs
126,WEAP,River Reach,Link,Variable Benefits
127,WEAP,River Reach,Link,Fixed Benefits
128,WEAP,River Reach,Link,BOD Concentration
129,WEAP,River Reach,Link,DO Concentration
130,WEAP,River Reach,Link,Surface Water Inflow
131,WEAP,River Reach,Link,Groundwater Inflow
132,WEAP,River Reach,Link,Groundwater Outflow
133,WEAP,River Reach,Link,Evaporation
134,WEAP,River Reach,Link,Reach Length
135,WEAP,River Reach,Link,Distance Marker
136,WEAP,River Reach,Link,Flow Stage Width
137,WEAP,River Reach,Link,Water Temperature
138,WEAP,River Withdrawal,Node,ObjectInstances
139,WEAP,Runoff/Infiltration,Link,
140,WEAP,Streamflow gauge,Node,ObjectInstances
141,WEAP,Streamflow gauge,Node,Streamflow Data
142,WEAP,Streamflow gauge,Node,DO Concentration Data
143,WEAP,Streamflow gauge,Node,BOD Concentration Data
144,WEAP,Transmission Link,Link,ObjectInstances
145,WEAP,Transmission Link,Link,Capital Costs
146,WEAP,Transmission Link,Link,Variable Operating Costs
147,WEAP,Transmission Link,Link,Fixed Operating Costs
148,WEAP,Transmission Link,Link,Variable Benefits
149,WEAP,Transmission Link,Link,Fixed Benefits
150,WEAP,Transmission Link,Link,Maximum Flow   Volume
151,WEAP,Transmission Link,Link,Maximum Flow   Percent of Demand
152,WEAP,Transmission Link,Link,Supply Preference
153,WEAP,Transmission Link,Link,Loss from System
154,WEAP,Transmission Link,Link,Loss to Groundwater
155,WEAP,Tributary Inflow,Node,ObjectInstances
156,WEAP,Wastewater Treatment Plant,Node,ObjectInstances
157,WEAP,Wastewater Treatment Plant,Node,Capital Costs
158,WEAP,Wastewater Treatment Plant,Node,Variable Operating Costs
159,WEAP,Wastewater Treatment Plant,Node,Fixed Operating Costs
160,WEAP,Wastewater Treatment Plant,Node,Variable Benefits
161,WEAP,Wastewater Treatment Plant,Node,Fixed Benefits
162,WEAP,Wastewater Treatment Plant,Node,Daily Capacity
163,WEAP,Wastewater Treatment Plant,Node,Consumption
164,WEAP,Wastewater Treatment Plant,Node,BOD Removal
165,WEAP,Wastewater Treatment Plant,Node,DO Removal
166,WEAP,Wastewater Treatment Plant,Node,BOD Concentration
167,WEAP,Wastewater Treatment Plant,Node,DO Concentration
168,WEAP,flow requirement,Node,ObjectInstances
169,WEAP,flow requirement,Node,Precipitation
170,WEAP,flow requirement,Node,Capital Costs
171,WEAP,flow requirement,Node,Variable Operating Costs
172,WEAP,flow requirement,Node,Fixed Operating Costs
173,WEAP,flow requirement,Node,Variable Benefits
174,WEAP,flow requirement,Node,Fixed Benefits
175,WEAP,flow requirement,Node,Minimum Flow Requirement
176,WEAP,local reservoir,Node,ObjectInstances
177,WEAP,local reservoir,Node,Precipitation
178,WEAP,local reservoir,Node,Capital Costs
179,WEAP,local reservoir,Node,Variable Operating Costs
180,WEAP,local reservoir,Node,Fixed Operating Costs
181,WEAP,local reservoir,Node,Variable Benefits
182,WEAP,local reservoir,Node,Fixed Benefits
183,WEAP,local reservoir,Node,BOD Concentration
184,WEAP,local reservoir,Node,DO Concentration
185,WEAP,local reservoir,Node,Initial Storage
186,WEAP,local reservoir,Node,Maximum Hydraulic Outflow
187,WEAP,local reservoir,Node,Net Evaporation
188,WEAP,local reservoir,Node,Volume Elevation Curve
189,WEAP,local reservoir,Node,Observed Volume
190,WEAP,local reservoir,Node,Top of Conservation
191,WEAP,local reservoir,Node,Top of Buffer
192,WEAP,local reservoir,Node,Top of Inactive
193,WEAP,local reservoir,Node,Max. Turbine Flow
194,WEAP,local reservoir,Node,Tailwater Elevation
195,WEAP,local reservoir,Node,Plant Factor
196,WEAP,local reservoir,Node,Hydropower Priority
197,WEAP,local reservoir,Node,Energy Demand
198,WEAP,local reservoir,Node,Electricity Revenue
199,WEAP,local reservoir,Node,Generating Efficiency
200,WEAP,local reservoir,Node,Storage Capacity
201,WEAP,local reservoir,Node,Inflow
202,WEAP,local reservoir,Node,Buffer Coefficient
203,WEAP,local reservoir,Node,Loss to Groundwater
204,WEAP,local reservoir,Node,Volume
205,WEAP,local reservoir,Node,Elevation
206,WEAP,local reservoir,Node,Area
