,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
14,Machine.Specifications.Should.Specs,Franc,0,1,0,0,1,7,1,0,1,-1.0,1,3,Machine.Specifications.Should.Specs.Money,Machine.Specifications.Should.Specs.when_comparing_different_classes_with_equals_for_equality' Machine.Specifications.Should.Specs.when_comparing_different_classes_with_should_equal_for_equality' Machine.Specifications.Should.Specs.Money
15,Machine.Specifications.Should.Specs,when_asserting_that_a_value_should_be_close_to_another_value,1,0,0,0,0,166,0,0,0,-1.0,0,0,,
16,Machine.Specifications.Should.Specs,and_values_are_of_type__double__,3,0,0,0,0,38,0,0,0,-1.0,0,0,,
17,Machine.Specifications.Should.Specs,and_default_tolerance_is_used,0,0,0,0,0,43,0,0,0,-1.0,0,0,,
18,Machine.Specifications.Should.Specs,and_actual_is_within_the_tolerance,24,0,0,0,0,41,0,0,0,-1.0,0,0,,
19,Machine.Specifications.Should.Specs,and_actual_is_not_within_the_tolerance,24,0,0,0,0,41,0,0,0,-1.0,0,0,,
20,Machine.Specifications.Should.Specs,and_custom_tolerance_is_used,6,0,0,0,0,49,0,0,0,-1.0,0,0,,
21,Machine.Specifications.Should.Specs,and_values_are_of_type__float__,3,0,0,0,0,38,0,0,0,-1.0,0,0,,
22,Machine.Specifications.Should.Specs,and_values_are_of_type__decimal__,3,0,0,0,0,38,0,0,0,-1.0,0,0,,
23,Machine.Specifications.Should.Specs,and_values_are_of_type__TimeSpan__,4,0,0,0,0,24,0,0,0,-1.0,0,0,,
24,Machine.Specifications.Should.Specs,and_values_are_of_type__DateTime__,4,0,0,0,0,23,0,0,0,-1.0,0,0,,
25,Machine.Specifications.Should.Specs,when_asserting_object_is_like_expected_key_values,3,0,0,0,0,96,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
26,Machine.Specifications.Should.Specs,Dummy,0,0,9,0,0,22,0,0,0,-1.0,1,8,Machine.Specifications.Should.Specs.NestedDummy,Machine.Specifications.Should.Specs.when_asserting_object_is_like_expected_key_values' Machine.Specifications.Should.Specs.when_asserting_object_is_like_expected_array' Machine.Specifications.Should.Specs.when_asserting_object_is_like_expected_nested_object' Machine.Specifications.Should.Specs.when_asserting_that_two_objects_of_the_same_concrete_type_are_like_each_other' Machine.Specifications.Should.Specs.when_asserting_that_two_objects_containing_arrays_as_properties_are_like_each_other' Machine.Specifications.Should.Specs.and_the_objects_are_similar' Machine.Specifications.Should.Specs.and_the_objects_are_different' Machine.Specifications.Should.Specs.and_the_objects_are_different_and_have_null_values
27,Machine.Specifications.Should.Specs,with_correct_key_values,2,0,0,0,0,5,0,0,0,-1.0,0,0,,
28,Machine.Specifications.Should.Specs,with_incorrect_key_value,3,0,0,0,0,11,0,0,0,-1.0,0,0,,
29,Machine.Specifications.Should.Specs,with_missing_key,3,0,0,0,0,9,0,0,0,-1.0,0,0,,
30,Machine.Specifications.Should.Specs,with_multiple_errors,3,0,0,0,0,23,0,0,0,-1.0,0,0,,
31,Machine.Specifications.Should.Specs,with_using_object_multiple_times_in_expected_object_graph,6,0,0,0,0,23,0,0,0,-1.0,0,0,,
32,Machine.Specifications.Should.Specs,with_different_types,0,0,0,0,0,13,0,0,0,-1.0,0,0,,
33,Machine.Specifications.Should.Specs,and_object_should_equal_integer,2,0,0,0,0,5,0,0,0,-1.0,0,0,,
34,Machine.Specifications.Should.Specs,and_integer_should_equal_object,2,0,0,0,0,5,0,0,0,-1.0,0,0,,
35,Machine.Specifications.Should.Specs,when_asserting_object_is_like_expected_array,2,0,0,0,0,64,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
36,Machine.Specifications.Should.Specs,with_correct_values,5,0,0,0,0,23,0,0,0,-1.0,0,0,,
37,Machine.Specifications.Should.Specs,with_no_values,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
38,Machine.Specifications.Should.Specs,with_incorrect_values,7,0,0,0,0,33,0,0,0,-1.0,0,0,,
39,Machine.Specifications.Should.Specs,with_incorrect_length,4,0,0,0,0,10,0,0,0,-1.0,0,0,,
40,Machine.Specifications.Should.Specs,with_using_object_multiple_times_in_expected_array,6,0,0,0,0,24,0,0,0,-1.0,0,0,,
41,Machine.Specifications.Should.Specs,when_asserting_object_is_like_expected_nested_object,2,0,0,0,0,85,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Dummy' Machine.Specifications.Should.Specs.NestedDummy,
42,Machine.Specifications.Should.Specs,NestedDummy,0,0,2,0,0,5,0,0,0,-1.0,0,2,,Machine.Specifications.Should.Specs.when_asserting_object_is_like_expected_nested_object' Machine.Specifications.Should.Specs.Dummy
43,Machine.Specifications.Should.Specs,with_missing_value,3,0,0,0,0,23,0,0,0,-1.0,0,0,,
44,Machine.Specifications.Should.Specs,when_asserting_that_two_objects_of_the_same_concrete_type_are_like_each_other,4,0,0,0,0,40,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
45,Machine.Specifications.Should.Specs,and_the_objects_are_similar,12,0,0,0,0,31,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Dummy' Machine.Specifications.Should.Specs.ListDummy,
46,Machine.Specifications.Should.Specs,and_the_objects_are_different,8,0,0,0,0,29,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
47,Machine.Specifications.Should.Specs,and_the_objects_are_different_and_have_null_values,8,0,0,0,0,27,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
48,Machine.Specifications.Should.Specs,when_asserting_that_two_objects_containing_arrays_as_properties_are_like_each_other,4,0,0,0,0,73,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Dummy,
49,Machine.Specifications.Should.Specs,and_the_objects_are_different_and_the_actual_object_has_a_null_value,4,0,0,0,0,19,0,0,0,-1.0,0,0,,
50,Machine.Specifications.Should.Specs,when_asserting_that_two_objects_containing_collections_as_properties_are_like_each_other,4,0,0,0,0,76,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.ListDummy,
51,Machine.Specifications.Should.Specs,ListDummy,0,0,3,0,0,6,0,0,0,-1.0,0,2,,Machine.Specifications.Should.Specs.when_asserting_that_two_objects_containing_collections_as_properties_are_like_each_other' Machine.Specifications.Should.Specs.and_the_objects_are_similar
52,Machine.Specifications.Should.Specs,and_the_objects_differ,4,0,0,0,0,20,0,0,0,-1.0,0,0,,
53,Machine.Specifications.Should.Specs,and_the_objects_differ_and_have_null_values,4,0,0,0,0,24,0,0,0,-1.0,0,0,,
54,Machine.Specifications.Should.Specs,when_node_with_circular_references,4,0,0,0,0,117,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Node,
55,Machine.Specifications.Should.Specs,Node,6,0,0,6,0,13,0,0,0,-1.0,0,3,,Machine.Specifications.Should.Specs.when_node_with_circular_references' Machine.Specifications.Should.Specs.when_node_with_inner_static_node' Machine.Specifications.Should.Specs.when_complex_type_with_circular_references_are_in_collection
56,Machine.Specifications.Should.Specs,and_the_objects_are_equal,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
57,Machine.Specifications.Should.Specs,and_the_objects_differ_by_string_field,4,0,0,0,0,17,0,0,0,-1.0,0,0,,
58,Machine.Specifications.Should.Specs,and_expected_has_circular_reference,4,0,0,0,0,14,0,0,0,-1.0,0,0,,
59,Machine.Specifications.Should.Specs,and_actual_has_circular_reference,4,0,0,0,0,14,0,0,0,-1.0,0,0,,
60,Machine.Specifications.Should.Specs,and_the_object_graph_is_similar,3,0,0,0,0,11,0,0,0,-1.0,0,0,,
61,Machine.Specifications.Should.Specs,and_the_objects_differ_by_referencing_node,4,0,0,0,0,17,0,0,0,-1.0,0,0,,
62,Machine.Specifications.Should.Specs,and_the_node_has_indirect_circular_reference,3,0,0,0,0,11,0,0,0,-1.0,0,0,,
63,Machine.Specifications.Should.Specs,when_node_with_inner_static_node,6,0,0,0,0,19,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Node,
64,Machine.Specifications.Should.Specs,when_complex_type_with_circular_references_are_in_collection,6,0,0,0,0,61,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Node,
65,Machine.Specifications.Should.Specs,and_the_elements_are_similar,3,0,0,0,0,10,0,0,0,-1.0,0,0,,
66,Machine.Specifications.Should.Specs,and_the_elements_differ,4,0,0,0,0,18,0,0,0,-1.0,0,0,,
67,Machine.Specifications.Should.Specs,and_the_elements_reference_each_other,3,0,0,0,0,12,0,0,0,-1.0,0,0,,
68,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_long_unequal_strings_with_difference_in_the_middle,7,0,0,0,0,18,0,0,0,-1.0,0,0,,
69,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_strings_with_different_length,6,0,0,0,0,14,0,0,0,-1.0,0,0,,
70,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_uneqal_strings_with_same_length,6,0,0,0,0,14,0,0,0,-1.0,0,0,,
71,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_uneqal_strings_with_difference_on_start,6,0,0,0,0,14,0,0,0,-1.0,0,0,,
72,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_a_string_and_null,5,0,0,0,0,9,0,0,0,-1.0,0,0,,
73,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_unequal_numbers,8,0,0,0,0,27,0,0,0,-1.0,0,0,,
74,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_unequal_strings_with_difference_in_the_end,6,0,0,0,0,16,0,0,0,-1.0,0,0,,
75,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_unequal_strings_with_difference_at_the_start,6,0,0,0,0,16,0,0,0,-1.0,0,0,,
76,Machine.Specifications.Should.Specs.Utility.Internal,when_comparing_two_strings_with_different_lengths,4,0,0,0,0,12,0,0,0,-1.0,0,0,,
77,Machine.Specifications.Should.Specs.Utility,when_getting_an_object_graph,2,0,0,0,0,61,0,0,0,-1.0,3,0,Machine.Specifications.Should.Specs.Utility.ObjectWithField' Machine.Specifications.Should.Specs.Utility.ObjectWithReadOnlyField' Machine.Specifications.Should.Specs.Utility.ObjectWithPropertyAndField,
78,Machine.Specifications.Should.Specs.Utility,with_property,5,0,0,0,0,10,0,0,0,-1.0,0,0,,
79,Machine.Specifications.Should.Specs.Utility,with_field,5,0,0,0,0,15,0,0,0,-1.0,0,0,,
80,Machine.Specifications.Should.Specs.Utility,with_readonly_field,5,0,0,0,0,10,0,0,0,-1.0,0,0,,
81,Machine.Specifications.Should.Specs.Utility,with_property_and_field,7,0,0,0,0,20,0,0,0,-1.0,0,0,,
82,Machine.Specifications.Should.Specs.Utility,when_getting_a_sequence_graph_with_an_array,3,0,0,0,0,20,0,0,0,-1.0,0,0,,
83,Machine.Specifications.Should.Specs.Utility,with_no_values,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
84,Machine.Specifications.Should.Specs.Utility,with_values,4,0,0,0,0,7,0,0,0,-1.0,0,0,,
85,Machine.Specifications.Should.Specs.Utility,when_getting_a_sequence_graph_with_an_IEnumerable,3,0,0,0,0,20,0,0,0,-1.0,0,0,,
86,Machine.Specifications.Should.Specs.Utility,when_no_values,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
87,Machine.Specifications.Should.Specs.Utility,when_values,4,0,0,0,0,7,0,0,0,-1.0,0,0,,
88,Machine.Specifications.Should.Specs.Utility,when_getting_a_literal_graph,3,0,0,0,0,19,0,0,0,-1.0,0,0,,
89,Machine.Specifications.Should.Specs.Utility,with_a_string,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
90,Machine.Specifications.Should.Specs.Utility,with_an_int,3,0,0,0,0,6,0,0,0,-1.0,0,0,,
91,Machine.Specifications.Should.Specs.Utility,when_expected_Inner_value_is_null,5,0,0,0,0,9,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Utility.Model' Machine.Specifications.Should.Specs.Utility.InnerModel,
92,Machine.Specifications.Should.Specs.Utility,when_actual_Inner_value_is_null,5,0,0,0,0,9,0,0,0,-1.0,2,0,Machine.Specifications.Should.Specs.Utility.Model' Machine.Specifications.Should.Specs.Utility.InnerModel,
93,Machine.Specifications.Should.Specs.Utility,when_actual_and_expected_value_are_null,5,0,0,0,0,9,0,0,0,-1.0,1,0,Machine.Specifications.Should.Specs.Utility.Model,
94,Machine.Specifications.Should.Specs.Utility,ObjectWithField,1,0,0,1,0,4,0,0,0,-1.0,0,1,,Machine.Specifications.Should.Specs.Utility.when_getting_an_object_graph
95,Machine.Specifications.Should.Specs.Utility,ObjectWithReadOnlyField,1,1,0,1,1,8,1,0,0,0.0,0,1,,Machine.Specifications.Should.Specs.Utility.when_getting_an_object_graph
96,Machine.Specifications.Should.Specs.Utility,ObjectWithPropertyAndField,1,0,1,1,0,5,0,0,0,-1.0,0,1,,Machine.Specifications.Should.Specs.Utility.when_getting_an_object_graph
97,Machine.Specifications.Should.Specs.Utility,Model,0,0,1,0,0,4,0,0,0,-1.0,1,3,Machine.Specifications.Should.Specs.Utility.InnerModel,Machine.Specifications.Should.Specs.Utility.when_expected_Inner_value_is_null' Machine.Specifications.Should.Specs.Utility.when_actual_Inner_value_is_null' Machine.Specifications.Should.Specs.Utility.when_actual_and_expected_value_are_null
98,Machine.Specifications.Should.Specs.Utility,InnerModel,0,0,0,0,0,1,0,0,0,-1.0,0,3,,Machine.Specifications.Should.Specs.Utility.when_expected_Inner_value_is_null' Machine.Specifications.Should.Specs.Utility.when_actual_Inner_value_is_null' Machine.Specifications.Should.Specs.Utility.Model
