,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
58,Dwarrowdelf.Client.UI,MyAreaElementsConverter,0,1,0,0,1,4,1,0,0,-1.0,0,0,,
59,Dwarrowdelf.Client.UI,MainWindowStatusBar,1,4,0,0,2,46,5,0,0,0.5,0,0,,
60,Dwarrowdelf.Client.UI,MainWindowCommandHandler,2,6,0,0,2,40,6,0,0,0.5,5,1,Dwarrowdelf.Client.App' Dwarrowdelf.Client.UI.FocusDebugWindow' Dwarrowdelf.Client.UI.ConsoleDialog' Dwarrowdelf.Client.UI.ClientCommands' Dwarrowdelf.Client.UI.MainWindow,Dwarrowdelf.Client.UI.MainWindow
61,Dwarrowdelf.Client.UI,BuildingInfoControl,1,3,0,0,2,39,4,0,0,0.0,0,0,,
62,Dwarrowdelf.Client.UI,ObjectInfoControl,1,3,0,0,2,39,4,0,0,0.0,0,0,,
63,Dwarrowdelf.Client.UI,GameObjectTemplateSelector,0,1,0,0,1,42,5,0,0,-1.0,0,0,,
64,Dwarrowdelf.Client.UI,ConstructDialog,7,5,1,0,3,203,11,0,0,0.6,2,1,Dwarrowdelf.Client.UI.SelectableMaterialCategory' Dwarrowdelf.Client.UI.SelectableMaterial,Dwarrowdelf.Client.UI.MainWindow
65,Dwarrowdelf.Client.UI,SelectableMaterial,0,1,0,0,1,7,1,0,0,-1.0,0,1,,Dwarrowdelf.Client.UI.ConstructDialog
66,Dwarrowdelf.Client.UI,GCDebugWindow,8,6,0,0,2,107,9,0,0,0.33,0,1,,Dwarrowdelf.Client.UI.MainWindowMenuBar
67,Dwarrowdelf.Client.UI,ItemSelectorDialog,3,5,2,0,2,86,7,0,0,0.4,0,2,,Dwarrowdelf.Client.UI.LivingControlWindow' Dwarrowdelf.Client.CommandPromptHandler
68,Dwarrowdelf.Client.UI,FocusDebugWindow,4,4,1,1,2,73,5,0,0,0.0,0,1,,Dwarrowdelf.Client.UI.MainWindowCommandHandler
69,Dwarrowdelf.Client.UI,InstallItemDialog,5,5,1,0,3,90,8,0,0,0.4,0,1,,Dwarrowdelf.Client.UI.MainWindow
70,Dwarrowdelf.Client.UI,LaborManagerDialog,4,7,0,0,2,136,13,0,0,0.29,2,1,Dwarrowdelf.Client.GameData' Dwarrowdelf.Client.UI.MyCheckBoxDataCell,Dwarrowdelf.Client.UI.MainWindowToolBar
71,Dwarrowdelf.Client.UI,MyCheckBoxDataCell,0,2,0,0,0,18,3,0,0,-1.0,0,1,,Dwarrowdelf.Client.UI.LaborManagerDialog
72,Dwarrowdelf.Client.UI,LivingControlWindow,3,11,0,0,2,226,33,0,0,0.0,1,2,Dwarrowdelf.Client.UI.ItemSelectorDialog,Dwarrowdelf.Client.UI.TreeViewTemplateDictionary' Dwarrowdelf.Client.UI.ListItemInfoTemplateDictionary
73,Dwarrowdelf.Client.UI,NetStatWindow,1,6,1,0,2,65,7,0,0,0.67,1,1,Dwarrowdelf.Client.GameData,Dwarrowdelf.Client.UI.MainWindowMenuBar
74,Dwarrowdelf.Client.UI,NetStatWindowSample,0,1,0,0,1,6,1,0,1,-1.0,0,0,,
75,Dwarrowdelf.Client.UI,ObjectEditDialog,1,4,0,0,2,49,6,0,0,0.5,0,3,,Dwarrowdelf.Client.UI.TreeViewTemplateDictionary' Dwarrowdelf.Client.UI.ListItemInfoTemplateDictionary' Dwarrowdelf.Client.UI.MainWindow
76,Dwarrowdelf.Client.UI,ConsoleDialog,1,5,0,0,1,55,13,0,0,1.0,1,1,Dwarrowdelf.Client.GameData,Dwarrowdelf.Client.UI.MainWindowCommandHandler
77,Dwarrowdelf.Client.UI,ClientCommands,4,1,0,4,0,17,1,0,0,0.0,0,1,,Dwarrowdelf.Client.UI.MainWindowCommandHandler
78,Dwarrowdelf.Client.UI,GameKeyGesture,1,4,0,0,4,32,6,0,0,0.5,0,0,,
79,Dwarrowdelf.Client.UI,CreateLivingDialog,4,6,6,0,3,104,10,0,0,0.33,0,2,,Dwarrowdelf.Client.DebugScriptMessages' Dwarrowdelf.Client.UI.MainWindow
80,Dwarrowdelf.Client.UI,CreateItemDialog,4,6,4,0,3,102,10,0,0,0.5,0,2,,Dwarrowdelf.Client.DebugScriptMessages' Dwarrowdelf.Client.UI.MainWindow
81,Dwarrowdelf.Client.UI,SetTerrainData,0,0,3,0,0,6,0,0,0,-1.0,0,2,,Dwarrowdelf.Client.UI.MainWindow' Dwarrowdelf.Client.UI.SetTerrainDialog
82,Dwarrowdelf.Client.UI,SetTerrainDialog,4,6,1,1,2,120,12,0,0,0.5,1,2,Dwarrowdelf.Client.UI.SetTerrainData,Dwarrowdelf.Client.DebugScriptMessages' Dwarrowdelf.Client.UI.MainWindow
83,Dwarrowdelf.Client.UI,LogOnDialog,2,4,0,0,3,58,5,0,0,0.0,0,1,,Dwarrowdelf.Client.UI.MainWindow
84,Dwarrowdelf.Client.UI,HistoryTextBox,5,5,2,0,2,172,27,0,0,0.0,0,0,,
85,Dwarrowdelf.Client.UI,LivingInfoControl,1,3,0,0,2,39,4,0,0,0.0,0,0,,
86,Dwarrowdelf.Client.UI,MainWindow,7,25,7,0,3,494,84,0,0,0.68,17,3,Dwarrowdelf.Client.ClientSavedConfig' Dwarrowdelf.Client.CommandPromptHandler' Dwarrowdelf.Client.KeyboardHandler' Dwarrowdelf.Client.DebugScriptMessages' Dwarrowdelf.Client.GameData' Dwarrowdelf.Client.UI.ClientToolMode' Dwarrowdelf.Client.UI.BuildingEditControl' Dwarrowdelf.Client.UI.MainWindowCommandHandler' Dwarrowdelf.Client.UI.ConstructDialog' Dwarrowdelf.Client.UI.InstallItemDialog' Dwarrowdelf.Client.UI.ObjectEditDialog' Dwarrowdelf.Client.UI.CreateLivingDialog' Dwarrowdelf.Client.UI.CreateItemDialog' Dwarrowdelf.Client.UI.SetTerrainData' Dwarrowdelf.Client.UI.SetTerrainDialog' Dwarrowdelf.Client.UI.LogOnDialog' Dwarrowdelf.Client.UI.CloseStatus,Dwarrowdelf.Client.UI.MainWindowCommandHandler' Dwarrowdelf.Client.GameData' Dwarrowdelf.Client.App
87,Dwarrowdelf.Client.UI,CloseStatus,0,0,0,0,0,6,0,0,0,-1.0,0,1,,Dwarrowdelf.Client.UI.MainWindow
88,Dwarrowdelf.Client.UI,ItemInfoControl,1,3,0,0,2,39,4,0,0,0.0,0,0,,
89,Dwarrowdelf.Client.Properties,Resources,2,1,2,0,0,41,1,0,0,0.0,0,0,,
90,Dwarrowdelf.Client.Properties,Settings,1,0,1,0,0,12,0,0,0,-1.0,0,0,,
91,XamlGeneratedNamespace,GeneratedInternalTypeHelper,0,5,0,0,0,44,5,0,0,-1.0,0,0,,
