,col0,col1,col2,col3,col4,col5,col6
43,"DNF,0,Scott,Boone,,,,Yellowstone",Valley,,,,,
44,04/16/2005,Road,Race,Men,JR,10-14,
45,"Place,License","#,First,Last,City,State,Time,Team",,,,,
46,"1,198930,Marshall,Opel,Whitefish,MT,,MJCF",,,,,,
47,"2,226208,Jace,Meng,Missoula,MT,,MJCF",,,,,,
48,"3,225407,William,Zellmer,Missoula,MT,,MJCF",,,,,,
49,04/16/2005,Road,Race,Men,MR,40-54,
50,"Place,License","#,First,Last,City,State,Time,Team",,,,,
51,"1,46288,John,Juras,Great","Falls,MT,,Echelon",,,,,
52,"2,0,Mike,Longmire,,,,Northern",Rockies,,,,,
53,"3,145669,David,Nigh,Billings,MT,,Yellowstone",Valley,,,,,
54,"4,0,James,Curran,,,,Yellowstone",Valley,,,,,
55,"5,0,Rich,West,,,,Echelon",,,,,,
56,"6,160216,Jeff,Olson,Laurel,MT,,Yellowstone",Valley,,,,,
57,"7,217535,Charles,Harper,Billings,MT,,Yellowstone",Valley,,,,,
58,"8,12922,William,Gasteyer,Bozeman,MT,,Unattached",,,,,,
59,"9,0,Scott,Smith,,,,Yellowstone",Valley,,,,,
60,"10,198928,John,Weston,Missoula,MT,,Five",Valley,Velo,,,,
61,"11,7926,John,Coulthard,Butte,MT,,Highlands",,,,,,
62,"12,178367,Jeffrey,Agamenoni,Great","Falls,MT,,Echelon",,,,,
63,"13,9048,Byron,Deford,Helena,MT,,Great",Divide,,,,,
64,"14,59294,Blair,Fisher,Missoula,MT,,Unattached",,,,,,
65,"15,0,Jay,Shaver,,,,Flathead",,,,,,
66,"16,219714,Ken,Campbell,Bigfork,MT,,Flathead",,,,,,
67,"17,50233,David,Schoening,Deer","Lodge,MT,,Alan",Factory,Team,,,
68,"18,0,Harold,Dramstad,,,,Unattached",,,,,,
69,"DNF,0,Bill,Schneider,,,,Flathead",,,,,,
70,04/16/2005,Road,Race,Men,MR,55-99,
71,"Place,License","#,First,Last,City,State,Time,Team",,,,,
72,"1,171229,Richard,Allen,Missoula,MT,,Five",Valley,Velo,,,,
73,04/16/2005,Road,Race,Women,Cat,3/4,
74,"Place,License","#,First,Last,City,State,Time,Team",,,,,
75,"1,184532,Anne,Hobbs,Missoula,MT,,Northern",Rockes,,,,,
76,"2,209112,Andrea,Thorpe,Missoula,MT,,Five",Valley,Velo,,,,
77,"3,0,Jane,O'Driscoll,,,,Great",Divide,Cycling,,,,
78,"4,0,Rhonda,Wodnick,,,,Great",Divide,Cycling,,,,
