,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
17,17,22000181,1610612739,CLE,Cleveland,203083,Andre Drummond,C,,39:37,117.3,121.1,107.1,105.3,10.2,15.8,0.136,1.5,9.4,0.175,0.444,0.303,6.3,0.556,0.626,0.315,0.317,92.8,92.1,76.75,76,0.23600000000000002
18,18,22000181,1610612739,CLE,Cleveland,1630171,Isaac Okoro,G,,41:43,108.1,109.6,103.3,101.2,4.8,8.5,0.154,2.0,25.0,0.022000000000000002,0.026000000000000002,0.024,12.5,0.563,0.6659999999999999,0.122,0.125,96.35,96.65,80.54,83,0.096
19,19,22000181,1610612739,CLE,Cleveland,1628422,Damyean Dotson,G,,39:35,101.8,103.9,112.4,107.6,-10.6,-3.7,0.16699999999999998,1.33,17.4,0.0,0.10800000000000001,0.05,13.0,0.3,0.38799999999999996,0.207,0.21,93.47,94.59,78.82,77,0.026000000000000002
20,20,22000181,1610612739,CLE,Cleveland,1630205,Lamar Stevens,,,20:41,107.2,104.5,113.4,112.5,-6.2,-8.0,0.308,0.0,40.0,0.045,0.2,0.11900000000000001,0.0,0.4,0.51,0.122,0.125,105.06,106.74,88.95,44,0.115
21,21,22000181,1610612739,CLE,Cleveland,201580,JaVale McGee,,,12:55,76.5,74.1,131.2,132.1,-54.8,-58.1,0.2,1.0,14.3,0.045,0.0,0.031,14.3,0.0,0.21,0.171,0.187,100.99,102.18,85.15,27,-0.063
22,22,22000181,1610612739,CLE,Cleveland,1629731,Dean Wade,,,1:51,104.2,100.0,277.8,266.7,-173.6,-166.7,0.0,0.0,0.0,0.25,0.0,0.2,0.0,0.0,0.0,0.0,0.0,74.72,77.84,64.86,3,-0.077
23,23,22000181,1610612739,CLE,Cleveland,1629716,Marques Bolden,,DNP - Coach's Decision,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
24,24,22000181,1610612739,CLE,Cleveland,1629636,Darius Garland,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
25,25,22000181,1610612739,CLE,Cleveland,1629012,Collin Sexton,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
26,26,22000181,1610612739,CLE,Cleveland,1629685,Dylan Windler,,DND - Injury/Illness,,,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,,,,0.0,0.0,,,,0,
