,col0,col1,col2
37,38,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:45 - ReplaceConstant - 1 -> 0
38,39,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:45 - ReplaceConstant - 1 -> 0
39,40,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:45 - ReplaceConstant - 1 -> 0
40,41,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:46 - ReplaceConstant - 0 -> 1
41,42,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - InsertUnaryOp Negation of k
42,43,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceConstant - 1 -> 0
43,44,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceConstant - 1 -> -1
44,45,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceConstant - 1 -> 2
45,46,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceArithmeticOperator + -> %
46,47,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceArithmeticOperator + -> -
47,48,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceArithmeticOperator + -> *
48,49,ReplaceArithmeticOperator,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:43 - ReplaceArithmeticOperator + -> /
49,50,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - InsertUnaryOp Negation of n
50,51,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - InsertUnaryOp IINC 1 n
51,52,InsertUnaryOp,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - InsertUnaryOp IINC -1 n
52,53,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - ReplaceConstant - 1 -> 0
53,54,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - ReplaceConstant - 1 -> 0
54,55,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:51 - ReplaceConstant - 1 -> 0
55,56,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.call(Lorg/dynjs/runtime/ExecutionContext;Ljava/lang/Object;[Ljava/lang/Object;)Ljava/lang/Object;:52 - ReplaceConstant - 0 -> 1
56,57,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.setFileName()V:62 - ReplaceConstant - org/dynjs/runtime/builtins/types/array/prototype/Concat.java -> 
57,58,ReplaceConstant,org.dynjs.runtime.builtins.types.array.prototype.Concat.setupDebugContext()V:67 - ReplaceConstant - <native function: concat> -> 
