,col0,col1,col2
103,td-event-names,not-impl,
104,td-event-names_at-type,not-impl,
105,td-event-names_cancellation,not-impl,
106,td-event-names_data,not-impl,
107,td-event-names_description,not-impl,
108,td-event-names_descriptions,not-impl,
109,td-event-names_forms,pass,
110,td-event-names_subscription,not-impl,
111,td-event-names_title,not-impl,
112,td-event-names_titles,not-impl,
113,td-event-names_uriVariables,not-impl,
114,td-event-objects,not-impl,
115,td-event-objects_cancellation,not-impl,
116,td-event-objects_data,not-impl,
117,td-event-objects_subscription,not-impl,
118,td-events,pass,
119,td-events_existence,pass,
120,td-events_uniqueness,pass,
121,td-expectedResponse-contentType,,
122,td-expectedResponse-default-contentType,,
123,td-form-protocolbindings,,
124,td-form-response-object,not-impl,
125,td-format-validation-known-values,not-impl,
126,td-format-validation-other-values,,
127,td-forms,pass,
128,td-forms-response,not-impl,
129,td-integer-type,not-impl,
130,td-json-open,,
131,td-json-open_accept-byte-order,,
132,td-json-open_no-byte-order,,
133,td-json-open_utf-8,pass,
134,td-jsonld-keywords,not-impl,
135,td-jsonld-keywords_at-context,pass,
136,td-jsonld-keywords_at-type,not-impl,
137,td-links,not-impl,
138,td-map-type,pass,
139,td-multi-languages,not-impl,
140,td-multi-languages-consistent,pass,
141,td-multi-languages_descriptions,not-impl,
142,td-multi-languages_titles,not-impl,
143,td-multilanguage-language-tag,pass,
144,td-multilanguage-value,not-impl,
145,td-ns-multilanguage-content-negotiation,,
146,td-ns-multilanguage-content-negotiation-no-multi,,
147,td-ns-multilanguage-content-negotiation-optional,,
148,td-number-type,not-impl,
149,td-objects,not-impl,
150,td-objects_actions,pass,
151,td-objects_events,pass,
152,td-objects_properties,pass,
153,td-objects_securityDefinitions,pass,
154,td-objects_version,not-impl,
155,td-op-for-action,not-impl,
156,td-op-for-event,not-impl,
157,td-op-for-property,not-impl,
158,td-op-for-thing,pass,
159,td-processor,pass,
160,td-processor-serialization,,
161,td-properties,pass,
162,td-properties_existence,pass,
163,td-properties_uniqueness,pass,
164,td-property-arrays,pass,
165,td-property-names,not-impl,
166,td-property-names_at-type,not-impl,
167,td-property-names_const,not-impl,
168,td-property-names_description,not-impl,
169,td-property-names_descriptions,not-impl,
170,td-property-names_enum,not-impl,
171,td-property-names_format,not-impl,
172,td-property-names_forms,pass,
173,td-property-names_items,not-impl,
174,td-property-names_maxItems,not-impl,
175,td-property-names_maximum,not-impl,
176,td-property-names_minItems,not-impl,
177,td-property-names_minimum,not-impl,
178,td-property-names_observable,not-impl,
179,td-property-names_oneOf,not-impl,
180,td-property-names_properties,not-impl,
181,td-property-names_readOnly,pass,
182,td-property-names_required,not-impl,
183,td-property-names_title,not-impl,
184,td-property-names_titles,not-impl,
185,td-property-names_type,not-impl,
186,td-property-names_unit,not-impl,
187,td-property-names_uriVariables,not-impl,
188,td-property-names_writeOnly,not-impl,
189,td-security,pass,
190,td-security-activation,pass,
191,td-security-bearer-format-extensions,not-impl,
192,td-security-bearer-format-extensions_alg,not-impl,
193,td-security-bearer-format-extensions_format,not-impl,
194,td-security-binding,,
195,td-security-mandatory,pass,
196,td-security-no-extras,,
197,td-security-oauth2-code-flow,not-impl,
198,td-security-oauth2-implicit-flow,not-impl,
199,td-security-oauth2-password-client-flow,not-impl,
200,td-security-oauth2-password-client-flow_client,not-impl,
201,td-security-oauth2-password-client-flow_password,not-impl,
202,td-security-overrides,not-impl,
203,td-security-pop-format-extensions,not-impl,
204,td-security-pop-format-extensions_alg,not-impl,
205,td-security-pop-format-extensions_format,not-impl,
206,td-security-scheme-name,pass,
207,td-security-schemes,pass,
208,td-string-type,pass,
209,td-title-description,not-impl,
210,td-title-description_descriptions,not-impl,
211,td-title-description_titles,not-impl,
212,td-titles-descriptions,not-impl,
213,td-uriVariables-dataschema,not-impl,
214,td-uriVariables-names,not-impl,
215,td-version,not-impl,
216,td-vocab-actions--Thing,pass,
217,td-vocab-alg--BearerSecurityScheme,not-impl,
218,td-vocab-alg--PoPSecurityScheme,not-impl,
219,td-vocab-anchor--Link,not-impl,
220,td-vocab-at-context--Thing,pass,
221,td-vocab-at-type--DataSchema,not-impl,
222,td-vocab-at-type--InteractionAffordance,not-impl,
223,td-vocab-at-type--SecurityScheme,not-impl,
224,td-vocab-at-type--Thing,not-impl,
225,td-vocab-authorization--BearerSecurityScheme,not-impl,
226,td-vocab-authorization--OAuth2SecurityScheme,not-impl,
227,td-vocab-authorization--PoPSecurityScheme,not-impl,
228,td-vocab-base--Thing,pass,
229,td-vocab-cancellation--EventAffordance,not-impl,
230,td-vocab-const--DataSchema,not-impl,
231,td-vocab-contentCoding--Form,not-impl,
232,td-vocab-contentType--ExpectedResponse,not-impl,
233,td-vocab-contentType--Form,pass,
234,td-vocab-created--Thing,not-impl,
235,td-vocab-data--EventAffordance,not-impl,
236,td-vocab-description--DataSchema,not-impl,
237,td-vocab-description--InteractionAffordance,not-impl,
238,td-vocab-description--SecurityScheme,not-impl,
239,td-vocab-description--Thing,not-impl,
240,td-vocab-descriptions--DataSchema,not-impl,
241,td-vocab-descriptions--InteractionAffordance,not-impl,
242,td-vocab-descriptions--SecurityScheme,not-impl,
243,td-vocab-descriptions--Thing,not-impl,
244,td-vocab-enum--DataSchema,not-impl,
245,td-vocab-events--Thing,pass,
246,td-vocab-flow--OAuth2SecurityScheme,not-impl,
247,td-vocab-format--BearerSecurityScheme,not-impl,
248,td-vocab-format--DataSchema,not-impl,
249,td-vocab-format--PoPSecurityScheme,not-impl,
250,td-vocab-forms--InteractionAffordance,pass,
251,td-vocab-forms--Thing,pass,
252,td-vocab-href--Form,pass,
253,td-vocab-href--Link,not-impl,
254,td-vocab-id--Thing,pass,
255,td-vocab-idempotent--ActionAffordance,not-impl,
256,td-vocab-identity--CertSecurityScheme,not-impl,
257,td-vocab-identity--PSKSecurityScheme,not-impl,
258,td-vocab-identity--PublicSecurityScheme,not-impl,
259,td-vocab-in--APIKeySecurityScheme,not-impl,
260,td-vocab-in--BasicSecurityScheme,not-impl,
261,td-vocab-in--BearerSecurityScheme,not-impl,
262,td-vocab-in--DigestSecurityScheme,not-impl,
263,td-vocab-in--PoPSecurityScheme,not-impl,
264,td-vocab-input--ActionAffordance,not-impl,
265,td-vocab-instance--VersionInfo,not-impl,
266,td-vocab-items--ArraySchema,not-impl,
267,td-vocab-links--Thing,not-impl,
268,td-vocab-maxItems--ArraySchema,not-impl,
269,td-vocab-maximum--IntegerSchema,not-impl,
270,td-vocab-maximum--NumberSchema,not-impl,
271,td-vocab-minItems--ArraySchema,not-impl,
272,td-vocab-minimum--IntegerSchema,not-impl,
273,td-vocab-minimum--NumberSchema,not-impl,
274,td-vocab-modified--Thing,not-impl,
275,td-vocab-name--APIKeySecurityScheme,not-impl,
276,td-vocab-name--BasicSecurityScheme,not-impl,
277,td-vocab-name--BearerSecurityScheme,not-impl,
278,td-vocab-name--DigestSecurityScheme,not-impl,
279,td-vocab-name--PoPSecurityScheme,not-impl,
280,td-vocab-observable--PropertyAffordance,not-impl,
281,td-vocab-oneOf--DataSchema,not-impl,
282,td-vocab-op--Form,not-impl,
283,td-vocab-op--Form_invokeaction,not-impl,
284,td-vocab-op--Form_observeproperty,not-impl,
285,td-vocab-op--Form_readallproperties,pass,
286,td-vocab-op--Form_readmultipleproperties,not-impl,
287,td-vocab-op--Form_readproperty,not-impl,
288,td-vocab-op--Form_subscribeevent,not-impl,
289,td-vocab-op--Form_unobserveproperty,not-impl,
290,td-vocab-op--Form_unsubscribeevent,not-impl,
291,td-vocab-op--Form_writeallproperties,not-impl,
292,td-vocab-op--Form_writemultipleproperties,not-impl,
293,td-vocab-op--Form_writeproperty,not-impl,
294,td-vocab-output--ActionAffordance,not-impl,
295,td-vocab-properties--ObjectSchema,not-impl,
296,td-vocab-properties--Thing,pass,
297,td-vocab-proxy--SecurityScheme,not-impl,
298,td-vocab-qop--DigestSecurityScheme,not-impl,
299,td-vocab-readOnly--DataSchema,pass,
300,td-vocab-refresh--OAuth2SecurityScheme,not-impl,
301,td-vocab-rel--Link,not-impl,
302,td-vocab-required--ObjectSchema,not-impl,
303,td-vocab-response--Form,not-impl,
304,td-vocab-safe--ActionAffordance,not-impl,
305,td-vocab-scheme--SecurityScheme,not-impl,
306,td-vocab-scheme--SecurityScheme_apikey,not-impl,
307,td-vocab-scheme--SecurityScheme_basic,pass,
308,td-vocab-scheme--SecurityScheme_bearer,not-impl,
309,td-vocab-scheme--SecurityScheme_cert,not-impl,
310,td-vocab-scheme--SecurityScheme_digest,not-impl,
311,td-vocab-scheme--SecurityScheme_nosec,pass,
312,td-vocab-scheme--SecurityScheme_oauth2,not-impl,
313,td-vocab-scheme--SecurityScheme_pop,not-impl,
314,td-vocab-scheme--SecurityScheme_psk,not-impl,
315,td-vocab-scheme--SecurityScheme_public,not-impl,
316,td-vocab-scopes--Form,not-impl,
317,td-vocab-scopes--OAuth2SecurityScheme,not-impl,
318,td-vocab-security--Form,not-impl,
319,td-vocab-security--Thing,pass,
320,td-vocab-securityDefinitions--Thing,pass,
321,td-vocab-subprotocol--Form,not-impl,
322,td-vocab-subprotocol--Form_longpoll,not-impl,
323,td-vocab-subprotocol--Form_sse,not-impl,
324,td-vocab-subprotocol--Form_websub,not-impl,
325,td-vocab-subscription--EventAffordance,not-impl,
326,td-vocab-support--Thing,not-impl,
327,td-vocab-title--DataSchema,not-impl,
328,td-vocab-title--InteractionAffordance,not-impl,
329,td-vocab-title--Thing,pass,
330,td-vocab-titles--DataSchema,not-impl,
331,td-vocab-titles--InteractionAffordance,not-impl,
332,td-vocab-titles--Thing,not-impl,
333,td-vocab-token--OAuth2SecurityScheme,not-impl,
334,td-vocab-type--DataSchema,not-impl,
335,td-vocab-type--DataSchema_array,not-impl,
336,td-vocab-type--DataSchema_boolean,not-impl,
337,td-vocab-type--DataSchema_integer,not-impl,
338,td-vocab-type--DataSchema_null,not-impl,
339,td-vocab-type--DataSchema_number,not-impl,
340,td-vocab-type--DataSchema_object,not-impl,
341,td-vocab-type--DataSchema_string,not-impl,
342,td-vocab-type--Link,not-impl,
343,td-vocab-unit--DataSchema,not-impl,
344,td-vocab-uriVariables--InteractionAffordance,not-impl,
345,td-vocab-version--Thing,not-impl,
346,td-vocab-writeOnly--DataSchema,not-impl,
347,td-vocabulary-defaults,,
348,well-known-operation-types-only,,
