,col0,col1,col2,col3
30,aa,A,"yeah/UH ,/,","yeah, /"
31,sv,A,I/PRP think/VBP so/RB too/RB ./.,I think so too. /
32,h,A,"But/CC ,/, you/PRP know/VBP ,/, it/PRP 's/BES one/CD of/IN those/DT things/NNS ./.","{C But, } {D you know, } it's one of those things. /"
33,%,B,"Well/UH ,/, it/PRP ,/, it/PRP is/VBZ ,/, it/PRP ,/, you/PRP know/VBP ,/,","{D Well, } [ [ it, + it is, ] + it, ] {D you know, } - /"
34,sv,B,"on/IN the/DT other/JJ hand/NN you/PRP ,/, you/PRP 've/VBP got/VBN ,/, uh/UH ,/, you/PRP 've/VBP got/VBN the/DT ,/, uh/UH ,/, the/DT possibility/NN of/IN people/NNS ,/, oh/UH ,/,","on the other hand [ [ you, + you've got, ] + {F uh, } you've got ] [ the, + {F uh, } the ] possibility of people, {F oh, } - /"
35,sv,B,"you/PRP 've/VBP got/VBN some/DT people/NNS could/MD be/VB arrested/VBN for/IN ,/, uh/UH ,/, drug/NN use/NN ,/, drug/NN dealings/NNS and/CC things/NNS like/IN that/DT ,/,","you've got some people could be arrested for, {F uh, } drug use, drug dealings and things like that, /"
36,sv,B,"and/CC ,/, uh/UH ,/, if/IN their/PRP$ ,/, if/IN their/PRP$ employers/NNS name/NN hits/VBZ the/DT papers/NNS and/CC that/DT it/PRP 's/BES ,/, it/PRP 's/BES ,/,","{C and, } {F uh, } [ if their, + if their ] employers name hits the papers and that [ [ it's, + it's, ] +"
37,b,A,Yeah/UH ./.,Yeah. /
38,+,B,"it/PRP 's/BES a/DT mark/NN against/IN them/PRP ,/,","it's ] a mark against them, /"
39,sv,B,"the/DT company/NN and/CC ,/, uh/UH ,/, you/PRP know/VBP ,/, what/WDT kind/NN of/IN people/NNS work/VBP there/RB ,/, what/WP ,/, uh/UH ,/,","the company and, {F uh, } {D you know, } what kind of people work there, what, {F uh, } -/"
40,sv,A,"Plus/CC ,/, I/PRP guess/VBP ,/, if/IN they/PRP are/VBP in/IN problem/NN enough/RB to/TO be/VB jailed/VBN or/CC something/NN of/IN that/DT nature/NN for/IN any/DT length/NN of/IN time/NN ,/, then/RB the/DT company/NN has/VBZ lost/VBN what/WP they/PRP 've/VBP put/VB into/IN that/DT employee/NN ,/,","{C Plus, } I guess, if they are in problem enough to be jailed or something of that nature for any length of time, then the company has lost what they've put into that employee,"
41,aa,B,That/DT 's/BES right/JJ ./.,That's right. /
42,aa,B,That/DT 's/BES right/JJ ./.,That's right. /
43,+,A,and/CC their/PRP$ expertise/NN or/CC whatever/WP ./.,and their expertise or whatever. /
44,b,B,Right/UH ./.,Right. /
45,sd,B,"E-/RB ,/, even/RB if/IN it/PRP is/VBZ ,/, you/PRP know/VBP ,/, a/DT company/NN policy/NN of/IN ,/, uh/UH ,/, immediate/JJ termination/NN or/CC whatever/WP ,/, they/PRP still/RB have/VBP to/TO replace/VB them/PRP ./.","[ E-, + even ] if it is, {D you know, } a company policy of, {F uh, } immediate termination or whatever, they still have to replace them. /"
46,b,A,Yeah/UH ./.,Yeah. /
47,sv,B,"And/CC ,/, uh/UH ,/, there/EX 's/BES ,/, there/EX 's/BES a/DT lot/NN involved/VBN there/RB ./.","{C And, } {F uh, } [ there's, + there's ] a lot involved there. /"
48,qy,A,"Well/UH ,/, do/VBP you/PRP think/VB that/IN ,/, um/UH ,/, it/PRP should/MD be/VB like/IN we/PRP have/VBP this/DT sort/RB of/RB random/JJ spot/NN testing/NN type/NN of/IN thing/NN","{D Well, } do you think that, {F um, } it should be like we have this sort of random spot testing type of thing /"
49,qrr,A,or/CC do/VBP you/PRP think/VB it/PRP would/MD be/VB more/RBR palatable/JJ if/IN we/PRP had/VBD some/DT sort/NN of/IN regular/JJ schedule/NN,{C or } do you think it would be more palatable if we had some sort of regular schedule /
50,qrr,A,or/CC would/MD that/DT just/RB allow/VB everybody/NN a/DT chance/NN to/TO get/VB out/IN of/IN it/PRP ?/.,{C or } would that just allow everybody a chance to get out of it? /
51,sv,B,"I/PRP think/VBP ,/, I/PRP think/VBP the/DT regular/JJ schedule/NN stuff/NN ,/, um/UH ,/, that/IN when/WRB you/PRP say/VBP everybody/NN get/VB out/IN of/IN it/PRP ,/, that/DT 's/BES a/DT good/JJ point/NN ,/,","[ I think, + I think ] the regular schedule stuff, {F um, } that when you say everybody get out of it, that's a good point, /"
52,sd,B,I/PRP never/RB really/RB thought/VBD of/IN it/PRP that/DT way/NN ./.,I never really thought of it that way. /
53,sd,A,"Well/UH ,/, you/PRP know/VBP ,/, if/IN ,/, if/IN they/PRP have/VBP time/NN enough/RB they/PRP can/MD ,/,","{D Well, } {D you know, } [ if, + if ] they have time enough they can,"
54,b,B,"Yeah/UH ,/,","Yeah, /"
55,sd,B,"if/IN they/PRP really/RB can/MD ,/,","if they really can, /"
56,+,A,stay/VB off/RP of/IN it/PRP ./.,stay off of it. /
57,sv,B,"um/UH ,/, I/PRP think/VBP the/DT big/JJS ,/, the/DT biggest/JJS problem/NN I/PRP 've/VBP got/VBN is/VBZ ,/, is/VBZ forcing/VBG it/PRP on/IN someone/NN after/IN they/PRP 've/VBP already/RB agreed/VBN to/IN the/DT terms/NNS of/IN employment/NN ./.","{F um, } I think [ the big-, + the biggest ] problem I've got [ is, + is ] forcing it on someone after they've already agreed to the terms of employment. /"
58,b,A,Yeah/UH ./.,Yeah. /
59,sd,B,"Um/UH ,/, as/RB far/RB as/IN the/DT new/JJ hires/NNS ,/, I/PRP ,/, I/PRP hired/VBD on/IN just/RB early/RB enough/RB that/IN I/PRP ,/, I/PRP missed/VBD it/PRP ./. Um/UH ,/, where/WRB the/DT new/JJ hires/NNS were/VBD concerned/VBN","{F Um, } as far as the new hires, [ I, + I ] hired on just early enough that [ I, + I ] missed it. {F Um, } where the new hires were concerned /"
60,%,B,"but/CC ,/, uh/UH ,/, not/RB ,/, nobody/NN ,/, no/UH ,/,","{C but, } {F uh, } [ [ not, + nobody, ] + no, ] /"
61,sv,B,"I/PRP do/VBP n't/RB think/VB anybody/NN questions/VBZ that/DT ,/, um/UH ,/, testing/VBG someone/NN as/IN a/DT ,/, as/IN a/DT precondition/NN to/IN being/VBG hired/VBN","I don't think anybody questions that, {F um, } testing someone [ as a, + as a ] precondition to being hired /"
62,sv,B,"but/CC ,/, um/UH ,/, for/IN the/DT conditions/NNS that/WDT ,/, for/IN our/PRP$ employment/NN to/TO change/VB while/IN you/PRP 're/VBP on/IN the/DT job/NN that/DT 's/BES ,/, I/PRP ,/, I/PRP do/VBP n't/RB know/VB ,/, that/DT ,/, that/DT 's/BES where/WRB I/PRP think/VBP that/IN most/JJS people/NNS get/VBP upset/JJ ./.","{C but, } {F um, } for the conditions that, for our employment to change while you're on the job [ [ that's, + [ I, + I ] don't know, that, ] + that's ] where I think that most people get upset. /"
63,sv,B,"It/PRP 's/BES ,/, uh/UH ,/, you/PRP know/VBP ,/, it/PRP ,/, it/PRP 's/BES changing/VBG the/DT rules/NNS in/IN the/DT middle/NN of/IN the/DT game/NN basically/RB","[ [ It's, + {F uh, } {D you know, } it, ] + it's ] changing the rules in the middle of the game basically /"
64,sv,B,"and/CC ,/, uh/UH ,/,","{C and, } {F uh, }"
65,b,A,Yeah/UH ./.,Yeah. /
66,+,B,"It/PRP 's/BES just/RB ,/, it/PRP ,/, it/PRP 's/BES a/DT really/RB tough/JJ question/NN","[ [ It's just, + it, ] + it's ] a really tough question /"
67,%,B,"and/CC it/PRP ,/, you/PRP know/VBP ,/, it/PRP ,/,","{C and } [ it, + {D you know, } it, ] - /"
68,sv,B,"people/NNS have/VBP ,/, have/VBP really/RB quieted/VBN down/RP after/IN everything/NN started/VBD","people [ have, + have ] really quieted down after everything started /"
69,sv,B,"but/CC I/PRP still/RB think/VBP there/EX 's/BES a/DT lot/NN of/IN ,/, there/EX 's/BES a/DT lot/NN of/IN resentment/NN ./.","{C but } I still think [ there's a lot of, + there's a lot of ] resentment. /"
70,aa,A,"I/PRP think/VBP so/RB too/RB ,/, uh/UH ,/,","I think so too, {F uh, } /"
71,sd,A,"I/PRP know/VBP the/DT ,/, the/DT group/NN I/PRP was/VBD in/IN at/IN the/DT time/NN this/DT all/DT came/VBD up/RP they/PRP ,/, uh/UH ,/, were/VBD quite/RB vocal/JJ about/IN it/PRP ,/, through/IN electronic/JJ mail/NN ,/,","I know [ the, + the ] group I was in at the time this all came up they, {F uh, } were quite vocal about it, through electronic mail, /"
72,sd,A,"boy/UH ,/, they/PRP just/RB really/RB ,/,","boy, they just really,"
73,b,B,Uh-huh/UH ./.,Uh-huh. /
74,+,A,"you/PRP know/VBP ,/, let/VB them/PRP have/VB it/PRP from/IN one/CD end/NN to/IN the/DT other/JJ ,/,","{D you know } <laughter>, let them have it from one end to the other,"
75,ba,B,You/PRP bet/VBP ./.,You bet. /
76,+,A,vehemently/RB,vehemently /
77,sd,A,"but/CC ,/, uh/UH ,/, it/PRP has/VBZ quieted/VBN down/RP ,/,","{C but, } {F uh, } it has quieted down, /"
78,sv,A,"but/CC I/PRP do/VBP n't/RB think/VB they/PRP probably/RB feel/VBP any/DT differently/RB ,/,","{C but } I don't think they probably feel any differently, /"
79,aa,B,"No/UH ,/,","No, /"
80,aa,B,that/DT 's/BES right/JJ ./.,that's right. /
81,sd,A,"and/CC some/DT ,/, some/DT of/IN them/PRP did/VBD quit/VBN the/DT company/NN ./.","{C and } [ some, + some ] of them did quit the company. /"
82,b,B,"Yeah/UH ,/,","Yeah, /"
83,sd,B,"I/PRP ,/, I/PRP know/VBP of/IN some/DT people/NNS who/WP did/VBD ,/, uh/UH ,/,","[ I, + I ] know of some people who did, {F uh, } /"
84,sd,B,"it/PRP was/VBD ,/, it/PRP was/VBD indirectly/RB related/JJ ,/, you/PRP know/VBP ,/,","[ it was, + it was ] indirectly related, {D you know, /"
85,sd,B,they/PRP could/MD always/RB come/VB up/RP with/IN other/JJ reasons/NNS,} they could always come up with other reasons /
86,sd,B,"but/CC it/PRP ,/, it/PRP had/VBD a/DT lot/NN to/TO do/VB with/IN it/PRP ./. Just/RB the/DT ,/, the/DT whole/JJ attitude/NN ,/,","{C but } [ it, + it ] had a lot to do with it. Just [ the, + the ] whole attitude, /"
87,%,B,"because/IN it/PRP 's/BES really/RB ,/, uh/UH ,/, it/PRP 's/BES just/RB really/RB ,/,","{C because } [ it's really, + {F uh, } it's just really, ] - /"
88,sv,B,"it/PRP ,/, it/PRP seems/VBZ so/RB un-/XX ,/,","[ it, + it ] seems so un-, - /"
89,sd,B,"T/NNP I/NNP ,/, you/PRP know/VBP ,/, with/IN the/DT ,/, the/DT whole/JJ relaxed/JJ atmosphere/NN that/WDT we/PRP have/VBP ,/,","T I, {D you know, } with [ the, + the ] whole relaxed atmosphere that we have,"
90,b,A,True/UH ./.,True. /
91,+,B,"um/UH ,/, to/IN all/DT of/IN a/DT sudden/JJ ,/, uh/UH ,/, search/VB for/IN MUMBLEx/XX attitudes/NNS and/CC whatnot/NN ./.","{F um, } to all of a sudden, {F uh, } search for (( )) attitudes and whatnot. /"
92,sv,B,"You/PRP know/VBP ,/, there/EX 's/BES not/RB a/DT lot/NN of/IN pressure/NN to/TO ,/, to/TO vote/VB the/DT right/JJ way/NN or/CC anything/NN else/RB around/IN T/NNP I/NNP ./.","{D You know, } there's not a lot of pressure [ to, + to ] vote the right way or anything else around T I. /"
93,sv,B,"Like/UH there/RB ,/, like/UH there/RB is/VBZ in/IN some/DT companies/NNS or/CC at/IN least/JJS ,/, you/PRP know/VBP ,/,","[ {D Like } there, + {D like } there ] is in some companies or at least, {D you know, } - /"
94,h,B,"from/IN what/WP I/PRP 've/VBP heard/VBN ,/,","from what I've heard, -/"
95,b,A,Uh-huh/UH ./.,Uh-huh. /
96,%,B,"but/CC ,/, uh/UH ,/,","{C but, } {F uh, } - /"
97,%,B,yeah/UH,yeah /
98,x,B,./.,<laughter>.
99,b,A,"Yeah/UH ,/,","Yeah, /"
100,sd,A,"I/PRP would/MD n't/RB like/VB anything/NN of/IN that/DT nature/NN ,/, you/PRP know/VBP ,/,","I wouldn't like anything of that nature, {D you know, } /"
101,b,B,Uh-huh/UH ./.,Uh-huh. /
102,b,B,"No/UH ,/,","No, /"
103,%,B,"I/PRP ,/,","I, -/"
104,ad,A,"do/VBP n't/RB tell/VB me/PRP what/WP to/TO do/VB ,/, you/PRP know/VBP ./.","don't tell me what to do, {D you know. } /"
105,aa,B,"Absolutely/RB not/RB ,/, you/PRP know/VBP ,/,","Absolutely not, {D you know, } /"
106,%,B,"it/PRP 's/BES ,/, it/PRP 's/BES ,/, it/PRP 's/BES ,/, you/PRP know/VBP ,/,","[ [ it's, + it's, ] + it's, ] {D you know, } - /"
107,sd,B,"if/IN you/PRP hired/VBD me/PRP I/PRP 'll/MD be/VB ,/, you/PRP know/VBP ,/,","if you hired me I'll be, {D you know, } - /"
108,sd,B,supposedly/RB your/PRP$ grade/NN was/VBD a/DT little/JJ majority/NN of/IN my/PRP$ views/NNS and/CC my/PRP$ qualifications/NNS to/TO begin/VB with/IN,supposedly your grade was a little majority of my views and my qualifications to begin with /
109,ad,B,"so/RB ,/, uh/UH ,/, you/PRP know/VBP ,/, let/VB 's/PRP ,/, let/NN 's/PRP stick/VB with/IN that/DT original/JJ trust/NN ,/, I/PRP guess/VBP ./.","{C so, } {F uh, } {D you know, } [ let's, + let's ] stick with that original trust, I guess. /"
110,b,A,Yeah/UH ./.,Yeah. /
111,sv,B,"But/CC ,/, uh/UH ,/, it/PRP 's/BES ,/, it/PRP 's/BES still/RB ,/, it/PRP ,/, it/PRP still/RB remains/VBZ a/DT tough/JJ question/NN","{C But, } {F uh, } [ [ it's, + it's still, ] + [ it, + it ] still ] remains a tough question /"
112,sd,B,"and/CC ,/, it/PRP 's/BES ,/, there/EX 's/BES a/DT lot/NN of/IN ,/, you/PRP know/VBP ,/, the/DT whole/NN ,/, the/DT whole/JJ department/NN of/IN defense/NN ,/, uh/UH ,/, reasoning/NN behind/IN the/DT original/JJ plan/NN and/CC whatnot/NN ./.","{C and, } [ it's, + there's ] a lot of, {D you know, } [ the whole, + the whole ] department of defense, {F uh, } reasoning behind the original plan and whatnot. /"
113,sv,B,"There/EX 's/BES a/DT lot/NN of/IN different/JJ things/NNS that/WDT ,/, uh/UH ,/, come/VBP into/IN play/NN","There's a lot of different things that, {F uh, } come into play /"
114,%,B,"but/CC that/DT was/VBD ,/,","{C but } that was, - /"
115,sv,B,"I/PRP think/VBP everybody/NN ,/, everybody/NN pretty/RB much/RB knows/VBZ that/IN that/DT was/VBD kind/RB of/RB a/DT smoke/NN screen/NN to/TO implement/VB it/PRP throughout/IN the/DT whole/JJ company/NN ./.","I think [ everybody, + everybody ] pretty much knows that that was kind of a smoke screen to implement it throughout the whole company. /"
116,b,A,Yeah/UH ./.,Yeah. /
117,sv,A,"Well/UH ,/, I/PRP guess/VBP too/RB if/IN I/PRP thought/VBD that/IN this/DT would/MD help/VB really/RB and/CC truly/RB do/VBP away/RP with/IN the/DT drug/NN problem/NN ,/, then/RB that/DT would/MD be/VB one/CD thing/NN ./.","{D Well, } I guess too if I thought that this would help really and truly do away with the drug problem, then that would be one thing."
118,b,B,Uh-huh/UH ./.,Uh-huh. /
119,+,A,"But/CC I/PRP think/VBP it/PRP 's/BES too/RB minor/JJ and/CC too/RB ,/, you/PRP know/VBP ,/,","{C But } I think it's too minor and too, {D you know, } - /"
120,sv,A,"in/IN ,/, in/IN the/DT whole/JJ scope/NN of/IN things/NNS this/DT is/VBZ n't/RB going/VBG to/TO ,/, to/TO have/VB any/DT real/JJ affect/NN on/IN ,/,","[ in, + in ] the whole scope of things this isn't going [ to, + to ] have any real affect on,"
121,sv,B,I/PRP really/RB do/VBP n't/RB think/VB so/RB ./.,I really don't think so. /
122,+,A,what/WP 's/BES going/VBG on/RP in/IN the/DT street/NN ./.,what's going on in the street. /
123,b,B,Yeah/UH ./.,Yeah. /
124,sv,B,"I/PRP really/RB do/VBP n't/RB because/IN ,/, some/DT people/NNS are/VBP going/VBG to/TO ,/, are/VBP ,/, are/VBP going/VBG to/TO risk/VB it/PRP ,/, um/UH ,/,","I really don't because, some people [ are going to, + [ are, + are ] going to ] risk it, {F um, } /"
125,sv,B,"it/PRP may/MD prevent/VB ,/, e-/XX ,/,","it may prevent, e-, - /"
126,sv,B,"I/PRP ,/, I/PRP guess/VBP ,/, I/PRP guess/VBP what/WP I/PRP 'm/VBP trying/VBG to/TO get/VB at/IN is/VBZ ,/, if/IN it/PRP ,/, if/IN it/PRP ,/, if/IN it/PRP does/VBZ help/VB a/DT few/JJ individuals/NNS maybe/RB ,/, maybe/RB it/PRP 's/BES worth/JJ it/PRP ./.","[ [ I, + I ] guess, + I guess ] what I'm trying to get at is, [ [ if it, + if it, ] + if it ] does help a few individuals [ maybe, + maybe ] it's worth it. /"
127,b,A,Yeah/UH ./.,Yeah. /
128,sv,B,"Um/UH ,/, you/PRP know/VBP ,/, it/PRP may/MD prevent/VB somebody/NN who/WP was/VBD ,/, was/VBD teetering/VBG on/IN the/DT edge/NN of/IN experimenting/NN or/CC whatnot/NN","{F Um, } {D you know, } it may prevent somebody who [ was, + was ] teetering on the edge of experimenting or whatnot /"
129,sv,B,"but/CC ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB if/IN ,/, you/PRP know/VBP ,/, the/DT ,/,","{C but, } {F uh, } I don't know if, {D you know, } the, - /"
130,sv,B,"it/PRP 's/BES ,/, it/PRP 's/BES a/DT needs/NNS of/IN the/DT few/JJ and/CC the/DT needs/NNS of/IN the/DT many/JJ type/NN situation/NN","[ it's, + it's ] a needs of the few and the needs of the many type situation /"
131,sv,B,I/PRP do/VBP n't/RB know/VB if/IN everybody/NN should/MD have/VB to/TO sacrifice/VB quite/RB as/RB much/JJ ./.,I don't know if everybody should have to sacrifice quite as much. /
132,sd,B,"There/EX ,/, there/EX 's/BES still/RB a/DT big/JJ question/NN in/IN my/PRP$ mind/NN","[ There, + there's ] still a big question in my mind /"
133,sv,B,"that/IN ,/, the/DT ,/, the/DT absolute/JJ refusal/NN to/TO accept/VB the/DT possibility/NN of/IN ,/, of/IN mistakes/NNS on/IN the/DT testing/NN ,/,","[ [ that, + the, ] + the ] absolute refusal to accept the possibility [ of, + of ] mistakes on the testing,"
134,b,A,"Well/UH ,/, yes/UH ./.","{D Well, } yes. /"
135,+,B,is/VBZ something/NN that/WDT still/RB bothers/VBZ me/PRP ./.,is something that still bothers me. /
136,%,B,"It/PRP ,/, it/PRP 's/BES ,/,","[ It, + it's, ] -/"
137,%,A,"That/DT ,/,","That, - /"
138,aa,A,yes/UH ./.,yes. /
139,sv,A,"I/PRP ,/, I/PRP think/VBP that/DT could/MD be/VB a/DT big/JJ problem/NN ,/, you/PRP know/VBP ,/,","[ I, + I ] think that could be a big problem, {D you know, } /"
140,sd,A,"I/PRP would/MD just/RB be/VB irate/JJ if/IN they/PRP said/VBD it/PRP was/VBD positive/JJ and/CC I/PRP knew/VBD it/PRP was/VBD n't/RB ,/,","I would just be irate if they said it was positive and I knew it wasn't, /"
141,b,B,Uh-huh/UH ./.,Uh-huh. /
142,sd,A,"you/PRP know/VBP ,/, that/DT just/RB really/RB rubbed/VBD me/PRP the/DT wrong/JJ way/NN ./.","{D you know, } that just really rubbed me the wrong way. /"
143,b,B,Uh-huh/UH ./.,Uh-huh. /
144,ba,B,Absolutely/UH ./.,Absolutely. /
145,%,B,"And/CC that/DT ,/,","{C And } that, - /"
146,sd,B,"I/PRP ,/, I/PRP do/VBP n't/RB know/VB if/IN ,/, uh/UH ,/, I/PRP do/VBP n't/RB know/VB if/IN everybody/NN understands/VBZ all/PDT the/DT implications/NNS on/IN that/DT too/RB ./. E-/RB ,/, even/RB if/IN you/PRP ,/, you/PRP know/VBP ,/, if/IN you/PRP take/VBP ,/, uh/UH ,/, a/DT ,/, a/DT drug/NN that/WDT was/VBD presc/VBN ,/, prescribed/VBN for/IN you/PRP","[ [ I, + I ] don't know if, + {F uh, } I don't know if ] everybody understands all the implications on that too. [ E-, + even ] [ if you, + {D you know, } if you ] take, {F uh, } [ a, + a ] drug that was [ presc-, + prescribed ] for you /"
147,sd,B,"but/CC the/DT ,/, the/DT prescription/NN has/VBZ run/VBN out/RP you/PRP still/RB had/VBD some/DT left/VBN","{C but } the, the prescription has run out you still had some left /"
148,sd,B,"and/CC you/PRP happen/VBP to/TO take/VB an/DT extra/JJ penicillin/NN ,/,","{C and } you happen to take an extra penicillin, - /"
149,h,B,"well/UH ,/, penicillin/NN 's/BES not/RB on/IN the/DT list/NN","{D well, } penicillin's not on the list /"
150,%,B,"but/CC ,/, you/PRP know/VBP ,/,","{C but, } {D you know, } -/"
151,b,A,Yeah/UH ./.,Yeah. /
152,b^m,B,"yeah/UH ,/,","yeah, /"
153,qy^d,B,"I/PRP ,/, I/PRP think/VBP you/PRP understand/VBP what/WP I/PRP 'm/VBP getting/VBG at/IN ,/,","[ I, + I ] think you understand what I'm getting at, /"
154,ny,A,Yeah/UH ./.,Yeah. /
155,sd,B,"it/PRP ,/, it/PRP can/MD still/RB show/VB up/RP","[ it, + it ] can still show up /"
156,sd,B,and/CC it/PRP can/MD still/RB flag/VB as/IN a/DT positive/JJ,{C and } it can still flag as a positive /
157,sv,B,"and/CC ,/,","[ {C and, } +"
158,b,A,Right/UH ./.,Right. /
159,+,B,"and/CC those/DT kinds/NNS of/IN things/NNS obviously/RB that/DT 's/BES not/RB the/DT intent/NN ,/,","{C and } ] those kinds of things obviously that's not the intent, /"
160,aa,A,No/UH ./.,No. /
