,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
11,11,21900014,1610612737,ATL,Atlanta,1629164,Brandon Goodwin,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21900014,1610612737,ATL,Atlanta,1627745,Damian Jones,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21900014,1610612765,DET,Detroit,203503,Tony Snell,F,,33:36,3.0,8.0,0.375,3.0,7.0,0.429,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,2.0,9.0,-17.0
14,14,21900014,1610612765,DET,Detroit,202693,Markieff Morris,F,,25:43,3.0,11.0,0.273,1.0,4.0,0.25,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,2.0,3.0,7.0,-14.0
15,15,21900014,1610612765,DET,Detroit,203083,Andre Drummond,C,,36:45,8.0,12.0,0.667,0.0,0.0,0.0,5.0,6.0,0.833,1.0,11.0,12.0,2.0,4.0,1.0,4.0,4.0,21.0,-15.0
16,16,21900014,1610612765,DET,Detroit,1628971,Bruce Brown,G,,17:24,1.0,3.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,5.0,2.0,-14.0
17,17,21900014,1610612765,DET,Detroit,202704,Reggie Jackson,G,,15:25,2.0,8.0,0.25,0.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,5.0,-1.0
18,18,21900014,1610612765,DET,Detroit,1628379,Luke Kennard,,,30:31,3.0,12.0,0.25,3.0,9.0,0.33299999999999996,4.0,4.0,1.0,1.0,3.0,4.0,3.0,1.0,0.0,1.0,0.0,13.0,-3.0
19,19,21900014,1610612765,DET,Detroit,1627748,Thon Maker,,,19:16,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,2.0,1.0,0.0,1.0,-1.0
20,20,21900014,1610612765,DET,Detroit,201565,Derrick Rose,,,25:16,11.0,16.0,0.688,0.0,1.0,0.0,5.0,5.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,27.0,-8.0
21,21,21900014,1610612765,DET,Detroit,204038,Langston Galloway,,,25:51,2.0,9.0,0.222,2.0,7.0,0.28600000000000003,2.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,-2.0
22,22,21900014,1610612765,DET,Detroit,204025,Tim Frazier,,,10:13,2.0,5.0,0.4,1.0,4.0,0.25,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,-10.0
23,23,21900014,1610612765,DET,Detroit,1629004,Svi Mykhailiuk,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,24,21900014,1610612765,DET,Detroit,1629017,Khyri Thomas,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
25,25,21900014,1610612765,DET,Detroit,1626174,Christian Wood,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
