,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
85,3424,8,7,4.0,6.0,,2.8,2.8,3,90
86,3551,10,10,10.0,,,3.98125,3.98125,3,60
87,3605,8,7,7.0,7.0,,3.4,3.4,3,90
88,3633,9,9,,,,3.2,3.2,3,30
89,3680,7,6,7.0,9.0,10.0,3.925,3.925,3,90
90,3787,7,10,10.0,10.0,,3.7375,3.7375,3,90
91,3794,10,8,10.0,10.0,,3.73125,3.73125,3,60
92,3801,0,3,7.0,7.0,,3.2903225810000003,3.133333333,3,80
93,3856,7,5,4.0,4.0,,2.5333333330000003,2.5333333330000003,3,120
94,3895,10,9,10.0,7.0,,3.75625,3.75625,3,90
95,3908,10,10,10.0,10.0,,4.0,4.0,3,60
96,3910,10,8,9.0,7.0,,3.4375,3.4375,3,90
97,3912,8,10,7.0,7.0,,3.428571429,3.428571429,3,90
98,4045,5,4,4.0,10.0,10.0,2.875,2.875,3,90
99,4076,9,6,5.0,5.0,,2.46,2.46,2,120
100,4116,10,7,10.0,,,3.2,3.2,3,120
101,4133,6,5,7.0,0.0,,2.925,2.925,2,60
102,4240,8,5,7.0,,,2.922033898,3.08,3,50
103,4260,10,10,10.0,10.0,,4.0,4.0,3,90
104,4277,10,10,,,,4.0,4.0,3,60
105,4366,10,10,,,,3.8125,3.8125,3,30
106,4368,9,4,5.0,4.0,,2.25,2.25,3,90
107,4392,9,7,7.0,10.0,,3.764705882,3.764705882,3,90
108,4440,9,4,4.0,,,1.9625,1.9625,2,60
109,4483,8,7,8.0,4.0,7.0,2.01754386,2.384615385,2,110
110,4506,6,5,9.0,4.0,,1.285185185,2.385714286,3,110
111,4508,1,5,7.0,10.0,,2.248275862,1.785714286,1,60
112,4522,9,9,7.0,7.0,,3.535294118,3.535294118,3,60
113,4602,4,6,7.0,7.0,7.0,2.923076923,2.923076923,3,90
114,4641,7,7,7.0,7.0,,3.466666667,3.466666667,3,60
115,4678,9,0,4.0,0.0,,2.285714286,2.285714286,2,150
116,4712,3,2,7.0,4.0,,2.428571429,2.428571429,3,120
117,4779,6,4,7.0,,,3.176470588,3.176470588,3,90
118,4785,7,7,7.0,1.0,,2.664285714,2.664285714,2,120
119,4814,8,0,9.0,10.0,10.0,3.275,3.275,3,120
120,4831,6,5,7.0,4.0,7.0,2.75,2.75,3,90
121,4864,6,3,3.0,8.0,,2.673913043,3.1125,3,120
122,4992,4,7,7.0,10.0,,3.583333333,3.583333333,3,90
123,5019,6,4,7.0,7.0,,2.887878788,3.1,3,80
124,5077,7,7,10.0,10.0,,3.5625,3.5625,3,90
125,5091,7,7,8.0,8.0,,3.84,3.78,3,80
126,5133,7,6,7.0,7.0,,3.625,3.625,3,60
127,5142,4,7,7.0,7.0,,2.933333333,2.933333333,3,120
128,5173,6,4,,,,2.833333333,2.833333333,3,120
129,5299,9,9,10.0,10.0,,3.466666667,3.466666667,3,60
130,5341,4,4,4.0,7.0,7.0,3.333333333,3.333333333,3,120
131,5357,10,7,9.0,7.0,,3.006666667,3.006666667,3,60
132,5370,7,4,4.0,4.0,,1.733333333,1.733333333,2,120
133,5435,6,4,7.0,7.0,,3.25,3.25,3,90
134,5498,7,9,7.0,5.0,,2.9125,2.9125,3,90
135,5563,4,3,6.0,4.0,4.0,2.625,2.625,3,150
136,5616,7,5,5.0,4.0,10.0,2.23,2.384615385,2,110
137,5629,8,7,5.0,9.0,,3.1375,3.1375,3,60
138,5676,9,6,1.0,7.0,,1.214285714,1.214285714,2,140
139,5726,10,10,10.0,10.0,,3.925,3.925,3,80
140,5734,9,4,10.0,7.0,,3.185714286,3.185714286,3,90
141,5822,2,3,7.0,4.0,10.0,3.176470588,3.176470588,3,180
142,5843,4,3,8.0,,,2.816666667,2.816666667,3,60
143,5987,10,4,10.0,,,2.5333333330000003,2.5333333330000003,2,90
144,6144,10,10,7.0,6.0,,3.144117647,3.194117647,3,80
145,6145,7,8,7.0,10.0,,3.73125,3.73125,3,90
146,6166,8,7,9.0,7.0,,3.066666667,3.066666667,3,90
147,6198,5,10,10.0,,,1.86875,1.86875,1,60
148,6205,8,9,9.0,10.0,,3.170588235,3.170588235,2,90
149,6208,6,0,4.0,1.0,,2.3125,2.3125,2,120
150,6304,8,7,5.0,7.0,,2.850666667,2.94,3,60
151,6308,7,7,7.0,7.0,,2.6875,2.6875,3,60
152,6319,7,3,4.0,6.0,,2.875,2.875,2,90
153,6332,6,3,2.0,1.0,,1.278571429,1.278571429,2,120
154,6368,4,6,3.0,10.0,,1.957142857,2.766666667,3,60
155,6388,6,7,9.0,,,2.773333333,2.773333333,2,60
156,6395,5,4,4.0,4.0,,1.7,1.4,2,120
157,6417,8,4,7.0,7.0,,2.95060241,3.04375,3,60
158,6449,4,4,7.0,7.0,,2.153846154,2.153846154,2,150
159,6464,10,7,6.0,10.0,,2.928888889,3.12,3,90
160,6577,8,7,9.0,10.0,,3.4711538460000004,3.635294118,3,60
161,6597,8,5,7.0,10.0,,3.38,3.38,3,90
162,6764,9,9,8.0,10.0,,3.451515152,3.7375,3,80
163,6765,3,4,0.0,4.0,10.0,3.083333333,3.083333333,3,90
164,6766,7,5,,,,2.575,2.575,3,30
165,6823,10,10,10.0,7.0,,3.333333333,3.333333333,3,60
166,6846,0,7,10.0,10.0,,3.535294118,3.535294118,3,60
167,6927,6,6,1.0,7.0,,3.003174603,2.88,3,80
168,6977,8,7,6.0,9.0,,3.042857143,3.042857143,3,60
169,7005,6,3,0.0,4.0,,2.125,2.125,2,120
170,7053,4,4,4.0,7.0,,2.68,2.68,3,60
171,7128,8,0,7.0,4.0,,1.571428571,1.571428571,2,120
172,7132,7,7,8.0,7.0,,2.370212766,2.48,3,60
173,7141,7,4,4.0,4.0,9.0,2.7625,2.7625,3,90
174,7158,6,4,4.0,7.0,,3.625,3.625,3,90
175,7244,10,10,10.0,10.0,,3.904761905,3.813333333,3,90
176,7270,10,6,7.0,,,3.0,3.0,3,60
177,7282,8,5,9.0,,,2.54,2.54,3,90
178,7341,0,1,5.0,0.0,,1.15,1.15,1,150
179,7364,7,5,5.0,7.0,,2.9806451610000004,3.023529412,3,80
180,7389,6,3,7.0,4.0,,1.777777778,1.416666667,2,110
181,7441,4,5,7.0,7.0,4.0,2.057142857,2.947368421,3,110
182,7563,10,8,10.0,10.0,,3.034482759,3.4,3,110
183,7585,6,0,7.0,4.0,,3.066666667,3.066666667,3,120
184,7651,9,7,9.0,,,3.413333333,3.413333333,3,60
185,7694,9,6,7.0,,,2.5,2.5,2,60
186,7721,6,5,4.0,8.0,,2.726666667,2.726666667,2,60
187,7798,6,7,7.0,7.0,,3.133333333,3.133333333,3,120
188,7841,10,9,8.0,7.0,10.0,3.44375,3.44375,3,90
189,7845,10,10,10.0,,,4.0,4.0,3,90
190,7871,10,8,9.0,10.0,10.0,3.175,3.175,3,80
191,7883,9,8,7.0,10.0,,3.5,3.5,3,90
192,7923,9,10,10.0,10.0,,4.0,4.0,3,120
193,7948,6,5,3.0,4.0,,2.029508197,1.875,2,80
194,7951,4,3,7.0,4.0,,2.1375,2.1375,3,90
195,7958,10,6,9.0,7.0,10.0,3.222222222,3.230769231,3,110
196,7970,7,6,6.0,0.0,10.0,2.528571429,3.225,3,110
197,7987,7,6,6.0,10.0,,2.335616438,2.357142857,2,60
198,8014,0,3,4.0,7.0,,2.1875,2.1875,2,120
199,8045,5,0,7.0,10.0,,2.15625,4.0,3,170
200,8086,0,2,4.0,0.0,,2.1875,2.1875,2,90
201,8106,10,10,10.0,9.0,,3.752941176,3.841176471,3,80
202,8133,9,6,6.0,8.0,10.0,3.449180328,3.66,3,80
203,8177,9,7,8.0,7.0,8.0,3.453846154,3.453846154,3,90
204,8248,0,0,5.0,7.0,10.0,3.214285714,3.214285714,3,140
205,8308,4,0,7.0,7.0,,1.133333333,1.133333333,1,150
206,8318,1,1,4.0,4.0,,1.5384615380000002,1.5384615380000002,2,120
207,8334,0,4,4.0,4.0,,2.133333333,2.133333333,2,120
208,8420,9,10,9.0,10.0,,2.903846154,3.553846154,3,80
209,8442,10,9,7.0,10.0,,3.8,3.8,3,90
210,8513,10,8,7.0,10.0,,3.553846154,3.553846154,3,60
211,8551,6,4,6.0,4.0,,2.375,2.375,2,80
212,8553,8,3,4.0,5.0,,2.836363636,3.3,3,60
213,8592,10,7,7.0,,,2.9857142860000003,2.9857142860000003,3,60
214,8661,7,7,7.0,4.0,,2.866666667,2.866666667,3,60
215,8700,5,4,4.0,10.0,,3.0,3.0,2,120
216,8765,9,7,8.0,4.0,10.0,3.1,2.8055555560000003,3,90
217,8771,10,10,10.0,10.0,,3.625,3.625,3,90
218,8788,10,10,10.0,,,3.853061224,3.9,3,50
219,8834,8,9,8.0,,,3.3117647060000004,3.3117647060000004,3,60
220,8915,7,7,7.0,4.0,10.0,3.0,3.0,3,140
221,9008,10,9,7.0,9.0,,3.5133333330000003,3.5133333330000003,3,60
222,9043,10,8,9.0,7.0,,3.13125,3.13125,3,90
223,9076,9,7,3.0,7.0,,2.954347826,2.364285714,3,60
224,9097,10,9,10.0,10.0,,3.777777778,3.777777778,3,60
225,9148,8,7,7.0,7.0,,3.123529412,3.123529412,3,80
226,9165,9,10,9.0,9.0,,3.4375,3.4375,3,90
227,9170,10,10,10.0,10.0,,4.0,4.0,3,90
228,9201,3,4,7.0,7.0,7.0,2.75,2.769230769,3,80
229,9234,7,3,7.0,4.0,4.0,1.4,1.4,2,150
230,9274,10,6,8.0,1.0,10.0,1.0,1.0,2,110
231,9304,9,7,3.0,4.0,,2.4,2.571428571,3,110
232,9330,6,7,10.0,7.0,10.0,3.3529411760000003,3.3529411760000003,3,150
233,9352,6,4,7.0,0.0,,1.8125,1.8125,2,120
234,9358,6,7,7.0,10.0,,3.25,3.25,3,60
235,9365,9,8,10.0,10.0,,3.594117647,3.594117647,3,90
236,9370,10,10,10.0,10.0,,4.0,4.0,3,90
237,9376,7,6,4.0,7.0,,3.246666667,3.246666667,3,90
238,9378,9,10,7.0,9.0,,3.3625,3.3625,3,60
239,9401,10,10,10.0,10.0,10.0,4.0,4.0,3,90
240,9405,9,7,6.0,7.0,10.0,3.50625,3.50625,3,90
241,9475,6,4,8.0,4.0,,2.186666667,2.186666667,2,120
242,9532,4,4,5.0,10.0,,3.4375,3.4375,3,60
243,9548,7,4,7.0,3.0,8.0,2.466666667,2.9,3,90
244,9764,7,6,10.0,10.0,,3.5333333330000003,3.5333333330000003,3,90
245,9767,8,8,,,,3.13125,3.13125,3,60
246,9789,8,5,0.0,4.0,,2.275862069,1.692307692,2,110
247,9866,10,7,10.0,,,3.7125,3.7125,3,60
248,9901,7,7,9.0,10.0,,3.588888889,3.164285714,3,90
249,9931,8,8,10.0,10.0,,3.929411765,3.929411765,3,60
250,9947,4,6,4.0,3.0,,1.823076923,2.525,3,110
251,9959,5,5,7.0,7.0,,3.428571429,3.428571429,3,90
252,10031,6,5,7.0,7.0,,2.91875,2.91875,3,60
253,10174,10,7,3.0,10.0,,3.208823529,3.466666667,3,80
254,10364,6,7,6.0,7.0,,2.95,2.95,3,120
255,10436,8,10,10.0,,,4.0,4.0,3,90
256,10518,0,0,4.0,7.0,10.0,2.307692308,2.307692308,2,120
257,10569,6,4,4.0,7.0,,2.0,2.0,2,90
258,10592,7,3,5.0,4.0,,1.7416666669999998,1.7416666669999998,2,60
259,10616,10,0,10.0,10.0,,2.529411765,2.529411765,2,120
260,10641,10,10,10.0,10.0,,4.0,4.0,3,90
261,10649,8,9,10.0,7.0,,3.076923077,3.076923077,3,120
262,10651,10,7,8.0,7.0,,3.233333333,3.233333333,3,60
263,10693,8,5,5.0,7.0,,3.19375,3.19375,3,60
