,col0,col1,col2,col3
50,T1078.001,Default Accounts,Defense Evasion|Persistence|Privilege Escalation|Initial Access,no
51,T1564.002,Hidden Users,Defense Evasion,no
52,T1574.006,LD_PRELOAD,Persistence|Privilege Escalation|Defense Evasion,Rocke
53,T1574.002,DLL Side-Loading,Persistence|Privilege Escalation|Defense Evasion,BRONZE BUTLER|Naikon|APT41|Soft Cell|Tropic Trooper|Patchwork|APT19|APT32|APT3|menuPass|Threat Group-3390
54,T1574.001,DLL Search Order Hijacking,Persistence|Privilege Escalation|Defense Evasion,Whitefly|RTM|Threat Group-3390|menuPass
55,T1574.008,Path Interception by Search Order Hijacking,Persistence|Privilege Escalation|Defense Evasion,no
56,T1574.007,Path Interception by PATH Environment Variable,Persistence|Privilege Escalation|Defense Evasion,no
57,T1574.009,Path Interception by Unquoted Path,Persistence|Privilege Escalation|Defense Evasion,no
58,T1574.011,Services Registry Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
59,T1574.005,Executable Installer File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
60,T1574.010,Services File Permissions Weakness,Persistence|Privilege Escalation|Defense Evasion,no
61,T1574,Hijack Execution Flow,Persistence|Privilege Escalation|Defense Evasion,no
62,T1069.001,Local Groups,Discovery,Turla|OilRig|admin@338
63,T1570,Lateral Tool Transfer,Lateral Movement,APT32|Wizard Spider|Turla|FIN10
64,T1568.003,DNS Calculation,Command And Control,APT12
65,T1204.002,Malicious File,Execution,Magic Hound|Windshift|APT33|Sandworm Team|Naikon|Whitefly|Tropic Trooper|Gamaredon Group|Sharpshooter|Molerats|Wizard Spider|Mofang|Frankenstein|RTM|Inception|BlackTech|APT-C-36|Machete|admin@338|APT12|TA505|Silence|The White Company|APT39|FIN4|Darkhotel|Gallmaker|APT19|Dragonfly 2.0|BRONZE BUTLER|Cobalt Group|DarkHydrus|Gorgon Group|Patchwork|OilRig|Dark Caracal|MuddyWater|Lazarus Group|FIN7|APT32|Rancor|APT37|FIN8|APT28|Elderwood|TA459|APT29|Leviathan|menuPass|PLATINUM
66,T1204.001,Malicious Link,Execution,Patchwork|Windshift|APT32|Molerats|Mofang|BlackTech|TA505|OilRig|Machete|Leviathan|FIN8|FIN4|Elderwood|Dragonfly 2.0|Cobalt Group|APT39|Night Dragon|APT33|Turla
67,T1195.003,Compromise Hardware Supply Chain,Initial Access,no
68,T1195.002,Compromise Software Supply Chain,Initial Access,Sandworm Team|APT41
69,T1195.001,Compromise Software Dependencies and Development Tools,Initial Access,no
70,T1568.001,Fast Flux DNS,Command And Control,TA505
71,T1052.001,Exfiltration over USB,Exfiltration,Tropic Trooper
72,T1569.002,Service Execution,Execution,Blue Mockingbird|APT39|APT41|Silence|FIN6|APT32|Honeybee|Ke3chang
73,T1569.001,Launchctl,Execution,no
74,T1569,System Services,Execution,no
75,T1568.002,Domain Generation Algorithms,Command And Control,APT41
76,T1568,Dynamic Resolution,Command And Control,no
77,T1011.001,Exfiltration Over Bluetooth,Exfiltration,no
78,T1567.002,Exfiltration to Cloud Storage,Exfiltration,Leviathan|Turla
79,T1567.001,Exfiltration to Code Repository,Exfiltration,no
80,T1059.006,Python,Execution,Rocke|BRONZE BUTLER|APT39|Dragonfly 2.0|Machete
81,T1059.005,Visual Basic,Execution,APT33|Sandworm Team|Gamaredon Group|Sharpshooter|Molerats|Frankenstein|Inception|APT-C-36|Rancor|Patchwork|MuddyWater|Honeybee|FIN7|APT37|BRONZE BUTLER|APT32|Turla|TA505|Silence|WIRTE|FIN4|Cobalt Group|Gorgon Group|Leviathan|TA459|Magic Hound
82,T1059.004,Unix Shell,Execution,Rocke|APT41
83,T1059.003,Windows Command Shell,Execution,TA505|Blue Mockingbird|Tropic Trooper|Frankenstein|OilRig|Lazarus Group|Honeybee|Cobalt Group|FIN7|APT41|Soft Cell|Turla|Silence|APT32|APT39|Darkhotel|MuddyWater|APT18|APT38|Dark Caracal|Gorgon Group|Dragonfly 2.0|Rancor|Ke3chang|APT37|Leviathan|FIN8|APT28|Magic Hound|Sowbug|BRONZE BUTLER|FIN10|Threat Group-3390|menuPass|Gamaredon Group|Suckfly|Patchwork|Threat Group-1314|APT3|admin@338|APT1
84,T1059.002,AppleScript,Execution,no
85,T1059.001,PowerShell,Execution,Blue Mockingbird|APT39|DarkVishnya|Molerats|Wizard Spider|Frankenstein|Inception|Silence|APT41|Kimsuky|Soft Cell|TA505|WIRTE|TEMP.Veles|APT33|Gallmaker|Turla|APT19|DarkHydrus|APT28|Thrip|Gorgon Group|Cobalt Group|Dragonfly 2.0|Leviathan|TA459|FIN8|MuddyWater|Magic Hound|OilRig|BRONZE BUTLER|CopyKittens|APT32|FIN7|FIN10|Threat Group-3390|menuPass|Patchwork|Stealth Falcon|FIN6|Poseidon Group|APT3|APT29|Deep Panda
86,T1567,Exfiltration Over Web Service,Exfiltration,no
87,T1497.003,Time Based Evasion,Defense Evasion|Discovery,no
88,T1497.002,User Activity Based Checks,Defense Evasion|Discovery,FIN7
89,T1497.001,System Checks,Defense Evasion|Discovery,Frankenstein
90,T1498.002,Reflection Amplification,Impact,no
91,T1498.001,Direct Network Flood,Impact,no
92,T1566.003,Spearphishing via Service,Initial Access,Magic Hound|Windshift|FIN6|OilRig|Dark Caracal
93,T1566.002,Spearphishing Link,Initial Access,Windshift|Molerats|Mofang|BlackTech|Machete|Kimsuky|TA505|Stolen Pencil|APT39|FIN4|APT32|Night Dragon|Turla|APT28|Cobalt Group|Dragonfly 2.0|OilRig|APT33|Elderwood|Leviathan|Magic Hound|Patchwork|APT29|FIN8
94,T1566.001,Spearphishing Attachment,Initial Access,Magic Hound|Windshift|APT33|Sandworm Team|Naikon|Gamaredon Group|Sharpshooter|Molerats|Mofang|Wizard Spider|RTM|Frankenstein|Inception|BlackTech|APT-C-36|APT41|Machete|admin@338|Kimsuky|APT12|TA505|Silence|The White Company|APT39|FIN4|Darkhotel|Gallmaker|Tropic Trooper|Turla|Gorgon Group|Rancor|DarkHydrus|Cobalt Group|FIN7|OilRig|Lazarus Group|APT19|Dragonfly 2.0|BRONZE BUTLER|APT32|FIN8|MuddyWater|APT28|TA459|Leviathan|Patchwork|PLATINUM|Elderwood|APT29|APT37|menuPass
95,T1566,Phishing,Initial Access,no
96,T1565.003,Runtime Data Manipulation,Impact,APT38
97,T1565.002,Transmitted Data Manipulation,Impact,APT38
98,T1565.001,Stored Data Manipulation,Impact,FIN4|APT38
99,T1565,Data Manipulation,Impact,no
100,T1564.001,Hidden Files and Directories,Defense Evasion,Rocke|APT32|Tropic Trooper|APT28|Lazarus Group
101,T1564,Hide Artifacts,Defense Evasion,no
102,T1563.002,RDP Hijacking,Lateral Movement,no
103,T1563.001,SSH Hijacking,Lateral Movement,no
104,T1563,Remote Service Session Hijacking,Lateral Movement,no
105,T1518.001,Security Software Discovery,Discovery,Turla|Rocke|Frankenstein|The White Company|Cobalt Group|Darkhotel|MuddyWater|Tropic Trooper|FIN8|Patchwork|Naikon
106,T1069.003,Cloud Groups,Discovery,no
107,T1069.002,Domain Groups,Discovery,Turla|Wizard Spider|Inception|OilRig|FIN6|Dragonfly 2.0|Ke3chang
108,T1087.004,Cloud Account,Discovery,no
109,T1087.003,Email Account,Discovery,Sandworm Team|TA505
110,T1087.002,Domain Account,Discovery,Turla|Sandworm Team|Dragonfly 2.0|OilRig|BRONZE BUTLER|menuPass|FIN6|Poseidon Group|Ke3chang
111,T1087.001,Local Account,Discovery,Turla|Poseidon Group|OilRig|Ke3chang|APT32|APT1|Threat Group-3390|APT3|admin@338
112,T1553.004,Install Root Certificate,Defense Evasion,no
113,T1562.004,Disable or Modify System Firewall,Defense Evasion,Rocke|Lazarus Group|Kimsuky|Dragonfly 2.0|Carbanak
114,T1562.003,HISTCONTROL,Defense Evasion,no
115,T1562.002,Disable Windows Event Logging,Defense Evasion,Threat Group-3390
116,T1562.001,Disable or Modify Tools,Defense Evasion,Gamaredon Group|BRONZE BUTLER|Rocke|Kimsuky|Turla|Night Dragon|Gorgon Group|Lazarus Group|Putter Panda
117,T1562,Impair Defenses,Defense Evasion,no
118,T1003.004,LSA Secrets,Credential Access,OilRig|MuddyWater|menuPass|Leafminer|Ke3chang|Dragonfly 2.0|APT33|Threat Group-3390
119,T1003.005,Cached Domain Credentials,Credential Access,OilRig|MuddyWater|Leafminer|APT33
120,T1561.002,Disk Structure Wipe,Impact,Sandworm Team|Lazarus Group|APT38|APT37
121,T1561.001,Disk Content Wipe,Impact,Lazarus Group
122,T1561,Disk Wipe,Impact,no
123,T1560.003,Archive via Custom Method,Collection,Lazarus Group|Kimsuky|CopyKittens|FIN6
124,T1560.002,Archive via Library,Collection,Lazarus Group|Threat Group-3390
125,T1560.001,Archive via Utility,Collection,APT41|Soft Cell|Turla|Gallmaker|APT33|APT39|MuddyWater|Magic Hound|FIN8|BRONZE BUTLER|CopyKittens|APT3|Sowbug|menuPass|APT1|Ke3chang
126,T1560,Archive Collected Data,Collection,menuPass|APT32|Honeybee|Patchwork|APT28|Dragonfly 2.0|FIN6|Lazarus Group|Ke3chang
127,T1499.004,Application or System Exploitation,Impact,no
128,T1499.003,Application Exhaustion Flood,Impact,no
129,T1499.002,Service Exhaustion Flood,Impact,no
130,T1499.001,OS Exhaustion Flood,Impact,no
131,T1491.002,External Defacement,Impact,no
132,T1491.001,Internal Defacement,Impact,Lazarus Group
133,T1114.003,Email Forwarding Rule,Collection,no
134,T1114.002,Remote Email Collection,Collection,APT1|FIN4|APT28|Dragonfly 2.0|Ke3chang|Leafminer
135,T1114.001,Local Email Collection,Collection,Magic Hound|APT1
136,T1134.005,SID-History Injection,Defense Evasion|Privilege Escalation,no
137,T1134.004,Parent PID Spoofing,Defense Evasion|Privilege Escalation,no
138,T1134.003,Make and Impersonate Token,Defense Evasion|Privilege Escalation,no
139,T1134.002,Create Process with Token,Defense Evasion|Privilege Escalation,Turla|Lazarus Group
140,T1134.001,Token Impersonation/Theft,Defense Evasion|Privilege Escalation,APT28
141,T1213.002,Sharepoint,Collection,Ke3chang|APT28
142,T1213.001,Confluence,Collection,no
143,T1555.003,Credentials from Web Browsers,Credential Access,Magic Hound|Sandworm Team|Inception|Stealth Falcon|OilRig|Leafminer|APT33|APT3|Kimsuky|TA505|Stolen Pencil|MuddyWater|APT37|Patchwork|Molerats
144,T1555.002,Securityd Memory,Credential Access,no
145,T1555.001,Keychain,Credential Access,no
146,T1559.002,Dynamic Data Exchange,Execution,Sharpshooter|TA505|MuddyWater|Gallmaker|Patchwork|Cobalt Group|APT37|APT28|FIN7
147,T1559.001,Component Object Model,Execution,Gamaredon Group|MuddyWater
148,T1559,Inter-Process Communication,Execution,no
149,T1558.002,Silver Ticket,Credential Access,no
150,T1558.001,Golden Ticket,Credential Access,Ke3chang
151,T1558,Steal or Forge Kerberos Tickets,Credential Access,no
152,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,Credential Access|Collection,no
153,T1557,Man-in-the-Middle,Credential Access|Collection,no
154,T1556.002,Password Filter DLL,Credential Access|Defense Evasion,Strider
155,T1556.001,Domain Controller Authentication,Credential Access|Defense Evasion,no
156,T1556,Modify Authentication Process,Credential Access|Defense Evasion,no
157,T1056.004,Credential API Hooking,Collection|Credential Access,PLATINUM
158,T1056.003,Web Portal Capture,Collection|Credential Access,no
159,T1056.002,GUI Input Capture,Collection|Credential Access,FIN4
160,T1056.001,Keylogging,Collection|Credential Access,APT32|Sandworm Team|APT39|APT41|Kimsuky|menuPass|Stolen Pencil|FIN4|APT38|Ke3chang|OilRig|PLATINUM|Sowbug|Magic Hound|Group5|Lazarus Group|Threat Group-3390|APT3|Darkhotel|APT28
161,T1555,Credentials from Password Stores,Credential Access,APT39|OilRig|MuddyWater|Leafminer|APT33|Turla|Stealth Falcon
162,T1552.005,Cloud Instance Metadata API,Credential Access,no
163,T1003.008,/etc/passwd and /etc/shadow,Credential Access,no
164,T1003.007,Proc Filesystem,Credential Access,no
165,T1003.006,DCSync,Credential Access,no
166,T1558.003,Kerberoasting,Credential Access,no
167,T1552.006,Group Policy Preferences,Credential Access,APT33
168,T1003.003,NTDS,Credential Access,FIN6|Dragonfly 2.0
169,T1003.002,Security Account Manager,Credential Access,Threat Group-3390|Ke3chang|Soft Cell|Night Dragon|Dragonfly 2.0|menuPass
170,T1003.001,LSASS Memory,Credential Access,Sandworm Team|Whitefly|Blue Mockingbird|Silence|Threat Group-3390|Leviathan|APT41|Soft Cell|TEMP.Veles|APT33|APT39|Stolen Pencil|APT32|Lazarus Group|Leafminer|Magic Hound|MuddyWater|PLATINUM|FIN8|BRONZE BUTLER|OilRig|FIN6|APT3|APT28|APT1|Ke3chang|Cleaver
171,T1110.004,Credential Stuffing,Credential Access,no
172,T1110.003,Password Spraying,Credential Access,APT33|Leafminer|Lazarus Group
173,T1110.002,Password Cracking,Credential Access,APT41|Dragonfly 2.0|APT3
174,T1110.001,Password Guessing,Credential Access,no
175,T1021.006,Windows Remote Management,Lateral Movement,Threat Group-3390
176,T1021.005,VNC,Lateral Movement,GCMAN
177,T1021.004,SSH,Lateral Movement,Rocke|TEMP.Veles|Leviathan|APT39|OilRig|menuPass|GCMAN
178,T1021.003,Distributed Component Object Model,Lateral Movement,no
179,T1021.002,SMB/Windows Admin Shares,Lateral Movement,Blue Mockingbird|APT39|APT32|Orangeworm|FIN8|APT3|Lazarus Group|Threat Group-1314|Turla|Deep Panda|Ke3chang
180,T1021.001,Remote Desktop Protocol,Lateral Movement,Blue Mockingbird|Wizard Spider|Silence|APT41|TEMP.Veles|Leviathan|APT39|Stolen Pencil|Cobalt Group|Dragonfly 2.0|FIN8|APT3|OilRig|menuPass|FIN10|Patchwork|FIN6|Lazarus Group|APT1|Axiom
181,T1554,Compromise Client Software Binary,Persistence,no
182,T1036.006,Space after Filename,Defense Evasion,no
183,T1036.005,Match Legitimate Name or Location,Defense Evasion,Rocke|Sandworm Team|APT39|Blue Mockingbird|Whitefly|Tropic Trooper|Silence|APT41|menuPass|TEMP.Veles|MuddyWater|BRONZE BUTLER|Sowbug|APT32|Patchwork|Poseidon Group|admin@338|Carbanak|APT1
184,T1036.004,Masquerade Task or Service,Defense Evasion,Wizard Spider|APT-C-36|Carbanak|APT32|FIN6|FIN7
185,T1036.003,Rename System Utilities,Defense Evasion,menuPass|APT32|Soft Cell|PLATINUM
186,T1036.002,Right-to-Left Override,Defense Evasion,BRONZE BUTLER|BlackTech|Ke3chang|Scarlet Mimic
187,T1036.001,Invalid Code Signature,Defense Evasion,Windshift
188,T1553.003,SIP and Trust Provider Hijacking,Defense Evasion,no
189,T1553.002,Code Signing,Defense Evasion,Patchwork|Silence|APT41|FIN6|TA505|FIN7|Honeybee|Leviathan|APT37|CopyKittens|Winnti Group|Suckfly|Molerats|Darkhotel
190,T1553.001,Gatekeeper Bypass,Defense Evasion,no
191,T1553,Subvert Trust Controls,Defense Evasion,no
192,T1027.003,Steganography,Defense Evasion,BRONZE BUTLER|Tropic Trooper|MuddyWater|APT37
193,T1027.002,Software Packing,Defense Evasion,TA505|Rocke|Soft Cell|The White Company|APT39|APT38|Dark Caracal|Elderwood|APT3|Patchwork|APT29|Night Dragon
194,T1027.001,Binary Padding,Defense Evasion,Gamaredon Group|Patchwork|APT32|Leviathan|BRONZE BUTLER|Moafee
195,T1222.002,Linux and Mac File and Directory Permissions Modification,Defense Evasion,Rocke|APT32
196,T1222.001,Windows File and Directory Permissions Modification,Defense Evasion,no
197,T1552.004,Private Keys,Credential Access,Rocke
198,T1552.003,Bash History,Credential Access,no
199,T1552.002,Credentials in Registry,Credential Access,APT32
200,T1552.001,Credentials In Files,Credential Access,Leafminer|APT33|OilRig|TA505|Stolen Pencil|MuddyWater|APT3
201,T1552,Unsecured Credentials,Credential Access,no
202,T1216.001,PubPrn,Defense Evasion,APT32
203,T1070.006,Timestomp,Defense Evasion,Rocke|TEMP.Veles|APT32|Lazarus Group|APT28
204,T1070.005,Network Share Connection Removal,Defense Evasion,Threat Group-3390
205,T1070.004,File Deletion,Defense Evasion,Sandworm Team|Rocke|Tropic Trooper|Gamaredon Group|Wizard Spider|APT41|Kimsuky|Silence|The White Company|TEMP.Veles|APT32|APT38|Patchwork|Honeybee|Cobalt Group|Dragonfly 2.0|menuPass|FIN8|OilRig|FIN5|BRONZE BUTLER|Magic Hound|APT3|FIN10|APT28|Threat Group-3390|Group5|Lazarus Group|APT18|APT29
206,T1070.003,Clear Command History,Defense Evasion,APT41
207,T1550.004,Web Session Cookie,Defense Evasion|Lateral Movement,no
208,T1550.001,Application Access Token,Defense Evasion|Lateral Movement,APT28
209,T1550.003,Pass the Ticket,Defense Evasion|Lateral Movement,APT32|BRONZE BUTLER|APT29
210,T1550.002,Pass the Hash,Defense Evasion|Lateral Movement,Soft Cell|APT32|Night Dragon|APT28|APT1
211,T1550,Use Alternate Authentication Material,Defense Evasion|Lateral Movement,no
212,T1548.004,Elevated Execution with Prompt,Privilege Escalation|Defense Evasion,no
213,T1548.003,Sudo and Sudo Caching,Privilege Escalation|Defense Evasion,no
214,T1548.002,Bypass User Access Control,Privilege Escalation|Defense Evasion,APT37|MuddyWater|Honeybee|Cobalt Group|Threat Group-3390|BRONZE BUTLER|Patchwork|APT29
215,T1548.001,Setuid and Setgid,Privilege Escalation|Defense Evasion,no
216,T1548,Abuse Elevation Control Mechanism,Privilege Escalation|Defense Evasion,no
217,T1136.003,Cloud Account,Persistence,no
218,T1070.002,Clear Linux or Mac System Logs,Defense Evasion,Rocke
219,T1070.001,Clear Windows Event Logs,Defense Evasion,APT41|APT38|Dragonfly 2.0|APT32|FIN8|FIN5|APT28
220,T1136.002,Domain Account,Persistence,Soft Cell
221,T1136.001,Local Account,Persistence,APT39|APT41|Dragonfly 2.0|Leafminer|APT3
222,T1547.011,Plist Modification,Persistence|Privilege Escalation,no
223,T1547.010,Port Monitors,Persistence|Privilege Escalation,no
224,T1547.009,Shortcut Modification,Persistence|Privilege Escalation,APT39|Darkhotel|APT29|Gorgon Group|Dragonfly 2.0|Leviathan|Lazarus Group
225,T1547.008,LSASS Driver,Persistence|Privilege Escalation,no
226,T1547.007,Re-opened Applications,Persistence|Privilege Escalation,no
227,T1547.006,Kernel Modules and Extensions,Persistence|Privilege Escalation,no
228,T1547.005,Security Support Provider,Persistence|Privilege Escalation,no
229,T1547.004,Winlogon Helper DLL,Persistence|Privilege Escalation,Tropic Trooper|Turla
230,T1547.003,Time Providers,Persistence|Privilege Escalation,no
231,T1546.014,Emond,Privilege Escalation|Persistence,no
232,T1546.013,PowerShell Profile,Privilege Escalation|Persistence,Turla
233,T1546.012,Image File Execution Options Injection,Privilege Escalation|Persistence,TEMP.Veles
234,T1218.008,Odbcconf,Defense Evasion,Cobalt Group
235,T1546.011,Application Shimming,Privilege Escalation|Persistence,FIN7
236,T1547.002,Authentication Package,Persistence|Privilege Escalation,no
237,T1546.010,AppInit DLLs,Privilege Escalation|Persistence,no
238,T1546.009,AppCert DLLs,Privilege Escalation|Persistence,Honeybee
239,T1218.007,Msiexec,Defense Evasion,TA505|Rancor
240,T1546.008,Accessibility Features,Privilege Escalation|Persistence,APT41|APT3|APT29|Deep Panda|Axiom
241,T1546.007,Netsh Helper DLL,Privilege Escalation|Persistence,no
242,T1546.006,LC_LOAD_DYLIB Addition,Privilege Escalation|Persistence,no
243,T1546.005,Trap,Privilege Escalation|Persistence,no
244,T1546.004,.bash_profile and .bashrc,Privilege Escalation|Persistence,no
245,T1546.003,Windows Management Instrumentation Event Subscription,Privilege Escalation|Persistence,APT33|Blue Mockingbird|Turla|Leviathan|APT29
246,T1546.002,Screensaver,Privilege Escalation|Persistence,no
247,T1546.001,Change Default File Association,Privilege Escalation|Persistence,Kimsuky
248,T1547.001,Registry Run Keys / Startup Folder,Persistence|Privilege Escalation,Rocke|Tropic Trooper|Gamaredon Group|Sharpshooter|Molerats|Silence|RTM|Inception|APT41|Machete|Kimsuky|APT33|APT39|APT32|APT18|Turla|Dark Caracal|Cobalt Group|Honeybee|Threat Group-3390|Dragonfly 2.0|Gorgon Group|Ke3chang|APT19|Leviathan|MuddyWater|APT37|BRONZE BUTLER|Magic Hound|APT3|FIN10|FIN7|Patchwork|FIN6|Lazarus Group|Putter Panda|APT29|Darkhotel
249,T1218.002,Control Panel,Defense Evasion,no
250,T1218.010,Regsvr32,Defense Evasion,Blue Mockingbird|Inception|WIRTE|Cobalt Group|APT19|Leviathan|APT32|Deep Panda
251,T1218.009,Regsvcs/Regasm,Defense Evasion,no
252,T1218.005,Mshta,Defense Evasion,Inception|Kimsuky|APT32|MuddyWater|FIN7
253,T1218.004,InstallUtil,Defense Evasion,no
254,T1218.001,Compiled HTML File,Defense Evasion,APT41|Silence|Lazarus Group|Dark Caracal|OilRig
255,T1218.003,CMSTP,Defense Evasion,Cobalt Group|MuddyWater
256,T1218.011,Rundll32,Defense Evasion,APT32|Sandworm Team|Blue Mockingbird|TA505|MuddyWater|APT29|APT19|CopyKittens|APT3|Carbanak|APT28
257,T1547,Boot or Logon Autostart Execution,Persistence|Privilege Escalation,no
258,T1546,Event Triggered Execution,Privilege Escalation|Persistence,no
259,T1098.003,Add Office 365 Global Administrator Role,Persistence,no
260,T1098.002,Exchange Email Delegate Permissions,Persistence,Magic Hound
261,T1098.001,Additional Azure Service Principal Credentials,Persistence,no
262,T1543.004,Launch Daemon,Persistence|Privilege Escalation,no
263,T1543.003,Windows Service,Persistence|Privilege Escalation,Blue Mockingbird|DarkVishnya|Wizard Spider|APT32|APT41|Kimsuky|Tropic Trooper|Cobalt Group|Ke3chang|Honeybee|FIN7|Threat Group-3390|APT19|APT3|Lazarus Group|Carbanak
264,T1543.002,Systemd Service,Persistence|Privilege Escalation,Rocke
265,T1543.001,Launch Agent,Persistence|Privilege Escalation,no
266,T1037.005,Startup Items,Persistence|Privilege Escalation,no
267,T1037.004,Rc.common,Persistence|Privilege Escalation,no
268,T1055.012,Process Hollowing,Defense Evasion|Privilege Escalation,Threat Group-3390|menuPass|Gorgon Group|Patchwork
269,T1055.013,Process Doppelgänging,Defense Evasion|Privilege Escalation,Leafminer
270,T1055.011,Extra Window Memory Injection,Defense Evasion|Privilege Escalation,no
271,T1055.014,VDSO Hijacking,Defense Evasion|Privilege Escalation,no
272,T1055.009,Proc Memory,Defense Evasion|Privilege Escalation,no
273,T1055.008,Ptrace System Calls,Defense Evasion|Privilege Escalation,no
274,T1055.005,Thread Local Storage,Defense Evasion|Privilege Escalation,no
275,T1055.004,Asynchronous Procedure Call,Defense Evasion|Privilege Escalation,no
276,T1055.003,Thread Execution Hijacking,Defense Evasion|Privilege Escalation,no
277,T1055.002,Portable Executable Injection,Defense Evasion|Privilege Escalation,Rocke|Gorgon Group
