,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9
49,Res_434113,1.11439,43.044,CR/LFINF+CDM/H:2,3.8,1552503.68,Taurignan-Vieux,9308,RES,RURAL
50,Res_434542,1.3785399999999999,43.20567,MUR+CL/LWAL+CDM/H:2,0.025,9428.16,Sainte-Suzanne,9342,RES,RURAL
51,Res_445926,-1.10271,49.30591,CR+PC/LWAL+CDM/HBET:3-5,0.591666667,736443.24,Isigny-sur-Mer,14342,RES,URBAN
52,Res_450277,-1.0277100000000001,45.94339,MUR+CL/LWAL+CDN/H:2,25.95,10317984.69,Saint-Nazaire-sur-Charente,17375,RES,URBAN
53,Res_475016,1.50335,43.51367,W/LWAL+CDN/H:2,48.2,19164811.64,Castanet-Tolosan,31113,RES,URBAN
54,Res_495073,5.5511099999999995,45.36123,CR/LFINF+CDM/H:2,0.05,20744.88,Saint-Cassien,38373,RES,URBAN
55,Res_501113,1.16365,47.54971,CR/LWAL+CDH/H:2,2.8,1432779.7119999996,Seillac,41240,RES,URBAN
56,Res_503112,4.50204,45.47006,W/LWAL+CDM/H:1,152.4,34249796.88,Saint-Chamond,42207,RES,URBAN
57,Res_511884,3.7916300000000014,44.76741,CR/LWAL+CDH/HBET:3-5,3.15,3223754.352,Naussac-Fontanes,48105,RES,URBAN
58,Res_525025,6.15899,49.24593,MUR+ST/LWAL+CDN/H:2,135.6,53915943.12,Hagondange,57283,RES,URBAN
59,Res_527213,6.93209,49.20213,CR/LFINF+CDH/H:1,18.6,4758875.472,Stiring-Wendel,57660,RES,URBAN
60,Res_551887,-0.5693,43.37423,W/LWAL+CDM/H:1,2.3,516893.26,BÃÂ©singrand,64117,RES,URBAN
61,Res_561176,7.41021,48.48984,W/LWAL+CDN/H:2,76.45,30397299.79,Rosheim,67411,RES,URBAN
62,Res_564121,7.2724199999999986,47.76125,CR+PC/LWAL+CDM/HBET:3-5,12.925,16087654.44,Lutterbach,68195,RES,URBAN
63,Res_574000,4.890619999999998,46.636829999999996,CR/LFINF+CDH/H:2,14.0,7163898.56,Sennecey-le-Grand,71512,RES,URBAN
64,Res_591230,3.17457,49.00322,CR/LWAL+CDH/HBET:3-5,0.025,41489.76,Sainte-Aulde,77401,RES,URBAN
65,Res_599800,1.71495,43.84835,CR/LFINF+CDM/HBET:3-5,18.95,17035003.96,Rabastens,81220,RES,URBAN
