,col0,col1,col2
48,49,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - InsertUnaryOp IINC 1 series
49,50,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - InsertUnaryOp IINC -1 series
50,51,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - InsertUnaryOp Negation of listCount
51,52,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - InsertUnaryOp IINC 1 listCount
52,53,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - InsertUnaryOp IINC -1 listCount
53,54,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - ReplaceComparisonOperator >= -> -1
54,55,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - ReplaceComparisonOperator >= -> >
55,56,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - ReplaceComparisonOperator >= -> ==
56,57,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:162 - InsertUnaryOp Negation of series
57,58,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:162 - InsertUnaryOp IINC 1 series
58,59,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:162 - InsertUnaryOp IINC -1 series
59,60,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp Negation of urlCount
60,61,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp IINC 1 urlCount
61,62,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp IINC -1 urlCount
62,63,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp Negation of series
63,64,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp IINC 1 series
64,65,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - InsertUnaryOp IINC -1 series
65,66,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - ReplaceComparisonOperator == -> -2
66,67,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - ReplaceComparisonOperator == -> >=
67,68,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:163 - ReplaceComparisonOperator == -> <=
68,69,ReplaceConstant,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:164 - ReplaceConstant - 0 -> 1
69,70,ReplaceConstant,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceConstant - 0 -> 1
70,71,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp Negation of item
71,72,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp IINC 1 item
72,73,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp IINC -1 item
73,74,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp Negation of urlCount
74,75,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp IINC 1 urlCount
75,76,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - InsertUnaryOp IINC -1 urlCount
76,77,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceComparisonOperator >= -> -1
77,78,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceComparisonOperator >= -> >
78,79,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceComparisonOperator >= -> ==
79,80,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp Negation of series
80,81,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp IINC 1 series
81,82,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp IINC -1 series
82,83,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp Negation of item
83,84,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp IINC 1 item
84,85,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:168 - InsertUnaryOp IINC -1 item
85,86,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp Negation of series
86,87,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp IINC 1 series
87,88,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp IINC -1 series
88,89,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp Negation of item
89,90,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp IINC 1 item
90,91,InsertUnaryOp,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:169 - InsertUnaryOp IINC -1 item
91,92,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:170 - ReplaceComparisonOperator = null -> != null
92,93,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:171 - ReplaceComparisonOperator != -> -1
93,94,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:171 - ReplaceComparisonOperator != -> <
94,95,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:171 - ReplaceComparisonOperator != -> >
95,96,ReplaceConstant,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:172 - ReplaceConstant - 0 -> 1
96,97,ReplaceComparisonOperator,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:175 - ReplaceComparisonOperator = null -> != null
97,98,ReplaceConstant,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:176 - ReplaceConstant - 0 -> 1
98,99,ReplaceVariable,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceVariable item -> listCount
99,100,ReplaceVariable,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceVariable item -> series
100,101,ReplaceVariable,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:167 - ReplaceVariable item -> urlCount
101,102,ReplaceVariable,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:161 - ReplaceVariable series -> listCount
102,103,ReplaceConstant,org.jfree.chart.urls.CustomCategoryURLGenerator.equals(Ljava/lang/Object;)Z:181 - ReplaceConstant - 1 -> 0
