,col0,col1,col2,col3,col4,col5,col6,col7
29,ChIJX3RbTI5t5kcREA5cgdeTjtQ,Lourdin Jean-Pierre,48.8635151,2.3982881000000003,,,,point_of_interest establishment
30,ChIJNeXHNo5t5kcRyFortFdudtw,Annuaire Inverse Telecom,48.8642093,2.3981141,,1.0,3.0,point_of_interest establishment
31,ChIJH70qMY5t5kcRcmpZ6_6EkcE,Joly Aline,48.8642093,2.3981141,,,,point_of_interest establishment
32,ChIJvX29y49t5kcRALzO28HZvLA,KNIT IN PARIS,48.864157899999995,2.3987813,,,,point_of_interest establishment
33,ChIJAc0myI9t5kcRzAsFnRJOZg8,Les Caves Des Grands Crus,48.8638781,2.3990123,,,,restaurant bar food point_of_interest establishment
34,ChIJAc0myI9t5kcRneWYwyo0-Vo,Zuba Suleyman,48.8638781,2.3990123,,1.0,2.0,point_of_interest store establishment
35,ChIJhwezTY5t5kcRkIzq4uXaqF4,CLUB 22301,48.86345120000001,2.3982595,,,,point_of_interest establishment
36,ChIJIYb_yI9t5kcRhERJS5YQozU,Royal Fata,48.864174,2.398875,2.0,4.1,221.0,restaurant food point_of_interest establishment
37,ChIJVd9OMY5t5kcRLtBAIgmxf7s,CONCOURS DE LA FONCTION PUBLIQUE,48.864279499999995,2.398149,,,,point_of_interest establishment
38,ChIJd7Os6UZt5kcRn4ofPxZWxq8,Isabelle DEBERNARD - Gestalt Thérapie - Membre de la Fédération de Psychothérapie et de Psychanalyse,48.8636782,2.3977535,,5.0,7.0,health point_of_interest establishment
39,ChIJc4YNRo5t5kcRX47Wq18aHpE,Vassallo Odile,48.8636782,2.3977535,,,,point_of_interest establishment
40,ChIJL2Diy49t5kcRTMUNEoGJmZA,Griffe-Priv,48.8641851,2.3989013999999997,,,,point_of_interest establishment
