,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
15,15,21600575,1610612759,SAS,San Antonio,2200,Pau Gasol,C,,28:02,3.0,9.0,0.33299999999999996,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,11.0,4.0,0.0,0.0,2.0,0.0,6.0,2.0
16,16,21600575,1610612759,SAS,San Antonio,201980,Danny Green,G,,26:02,5.0,12.0,0.41700000000000004,4.0,9.0,0.444,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,3.0,14.0,-2.0
17,17,21600575,1610612759,SAS,San Antonio,2225,Tony Parker,G,,32:32,7.0,15.0,0.467,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,0.0,2.0,1.0,14.0,-5.0
18,18,21600575,1610612759,SAS,San Antonio,1938,Manu Ginobili,,,14:49,1.0,6.0,0.16699999999999998,1.0,5.0,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,-12.0
19,19,21600575,1610612759,SAS,San Antonio,201988,Patty Mills,,,15:28,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,0.0,0.0,3.0
20,20,21600575,1610612759,SAS,San Antonio,202722,Davis Bertans,,,18:54,4.0,7.0,0.5710000000000001,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,2.0,11.0,8.0
21,21,21600575,1610612759,SAS,San Antonio,203613,Jonathon Simmons,,,22:43,5.0,8.0,0.625,2.0,4.0,0.5,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,-2.0
22,22,21600575,1610612759,SAS,San Antonio,203473,Dewayne Dedmon,,,19:51,2.0,6.0,0.33299999999999996,0.0,0.0,0.0,1.0,2.0,0.5,4.0,3.0,7.0,0.0,1.0,1.0,0.0,0.0,5.0,-3.0
23,23,21600575,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,,DND -                                   ,,,,,,,,,,,,,,,,,,,,
24,24,21600575,1610612759,SAS,San Antonio,203937,Kyle Anderson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
25,25,21600575,1610612759,SAS,San Antonio,1627749,Dejounte Murray,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
