,col0,col1,col2,col3
279,whatsnew/2.3,,:Problem,
280,whatsnew/2.3,,:root,
281,whatsnew/2.3,,:Warning,
282,whatsnew/2.4,,::,
283,whatsnew/2.4,,:System,
284,whatsnew/2.5,,:memory,:memory:
285,whatsnew/2.5,,:step,[start:stop:step]
286,whatsnew/2.5,,:stop,[start:stop:step]
287,whatsnew/2.7,,::,"ParseResult(scheme='http', netloc='[1080::8:800:200C:417A]',"
288,whatsnew/2.7,,::,>>> urlparse.urlparse('http://[1080::8:800:200C:417A]/foo')
289,whatsnew/2.7,,:Sunday,'2009:4:Sunday'
290,whatsnew/2.7,,:Cookie,"export PYTHONWARNINGS=all,error:::Cookie:0"
291,whatsnew/2.7,,::,"export PYTHONWARNINGS=all,error:::Cookie:0"
292,whatsnew/3.2,,:affe,"netloc='[dead:beef:cafe:5417:affe:8FA3:deaf:feed]',"
293,whatsnew/3.2,,:affe,>>> urllib.parse.urlparse('http://[dead:beef:cafe:5417:affe:8FA3:deaf:feed]/foo/')
294,whatsnew/3.2,,:beef,"netloc='[dead:beef:cafe:5417:affe:8FA3:deaf:feed]',"
295,whatsnew/3.2,,:beef,>>> urllib.parse.urlparse('http://[dead:beef:cafe:5417:affe:8FA3:deaf:feed]/foo/')
296,whatsnew/3.2,,:cafe,"netloc='[dead:beef:cafe:5417:affe:8FA3:deaf:feed]',"
297,whatsnew/3.2,,:cafe,>>> urllib.parse.urlparse('http://[dead:beef:cafe:5417:affe:8FA3:deaf:feed]/foo/')
298,whatsnew/3.2,,:deaf,"netloc='[dead:beef:cafe:5417:affe:8FA3:deaf:feed]',"
299,whatsnew/3.2,,:deaf,>>> urllib.parse.urlparse('http://[dead:beef:cafe:5417:affe:8FA3:deaf:feed]/foo/')
300,whatsnew/3.2,,:directory,${buildout:directory}/downloads/dist
301,whatsnew/3.2,,::,"$ export PYTHONWARNINGS='ignore::RuntimeWarning::,once::UnicodeWarning::'"
302,whatsnew/3.2,,:feed,"netloc='[dead:beef:cafe:5417:affe:8FA3:deaf:feed]',"
303,whatsnew/3.2,,:feed,>>> urllib.parse.urlparse('http://[dead:beef:cafe:5417:affe:8FA3:deaf:feed]/foo/')
304,whatsnew/3.2,,:gz,">>> with tarfile.open(name='myarchive.tar.gz', mode='w:gz') as tf:"
305,whatsnew/3.2,,:location,zope9-location = ${zope9:location}
306,whatsnew/3.2,,:prefix,zope-conf = ${custom:prefix}/etc/zope.conf
307,library/re,,`,!#$%&'*+-.^_`|~:
308,library/re,,`,!\#\$%\&'\*\+\-\.\^_`\|\~:
309,library/tarfile,,:xz,'x:xz'
310,library/warnings,,:message,action:message:category:module:line
311,library/warnings,,:category,action:message:category:module:line
312,library/warnings,,:module,action:message:category:module:line
313,library/warnings,,:line,action:message:category:module:line
314,library/warnings,,::,error::ResourceWarning
315,library/warnings,,::,default::DeprecationWarning
316,library/warnings,,::,default:::mymodule
317,library/warnings,,:mymodule,default:::mymodule
318,library/warnings,,::,error:::mymodule
319,library/warnings,,:mymodule,error:::mymodule
320,library/warnings,,::,ignore::DeprecationWarning
321,library/warnings,,::,ignore::PendingDeprecationWarning
322,library/warnings,,::,ignore::ImportWarning
323,library/warnings,,::,ignore::ResourceWarning
324,library/xml.etree.elementtree,,:sometag,prefix:sometag
325,library/xml.etree.elementtree,,:fictional,"<actors xmlns:fictional=""http://characters.example.com"""
326,library/xml.etree.elementtree,,:character,<fictional:character>Lancelot</fictional:character>
327,library/xml.etree.elementtree,,:character,<fictional:character>Archie Leach</fictional:character>
328,library/xml.etree.elementtree,,:character,<fictional:character>Sir Robin</fictional:character>
329,library/xml.etree.elementtree,,:character,<fictional:character>Gunther</fictional:character>
330,library/xml.etree.elementtree,,:character,<fictional:character>Commander Clement</fictional:character>
331,library/xml.etree.elementtree,,:actor,"for actor in root.findall('real_person:actor', ns):"
332,library/xml.etree.elementtree,,:name,"name = actor.find('real_person:name', ns)"
333,library/xml.etree.elementtree,,:character,"for char in actor.findall('role:character', ns):"
334,library/zipapp,,:main,"$ python -m zipapp myapp -m ""myapp:main"""
335,library/zipapp,,:fn,pkg.mod:fn
336,library/zipapp,,:callable,pkg.module:callable
337,library/stdtypes,,::,>>> m[::2].tolist()
338,whatsnew/3.5,,:root,'WARNING:root:warning\n'
339,whatsnew/3.5,,:warning,'WARNING:root:warning\n'
340,whatsnew/3.5,,::,>>> addr6 = ipaddress.IPv6Address('::1')
341,whatsnew/3.5,,:root,ERROR:root:exception
342,whatsnew/3.5,,:exception,ERROR:root:exception
343,whatsnew/changelog,,`,'`'
344,whatsnew/changelog,,:end,str[start:end]
345,library/binascii,,`,'`'
346,library/uu,,`,'`'
347,whatsnew/3.7,,`,'`'
348,whatsnew/3.7,,::,error::BytesWarning
349,whatsnew/changelog,,::,error::BytesWarning
350,whatsnew/changelog,,::,default::BytesWarning
351,whatsnew/changelog,,::,default::DeprecationWarning
352,library/importlib.metadata,,:main,"EntryPoint(name='wheel', value='wheel.cli:main', group='console_scripts')"
353,library/importlib.metadata,,`,of directories ``path`` (defaults to sys.path).
