,col0,col1,col2
37,"org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303",(getCumPct((Comparable<?>)v))>= 0,1
38,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386",(getCumFreq(((Integer)v).longValue()))>= 0,0
39,"org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495",((double)getCumFreq(v) / (double)sumFreq)> 0,0
40,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444",(getCumFreq(Long.valueOf(v)))>= 0,0
41,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256",(result)> 0,0
42,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320",((double)getCount(v) / (double)sumFreq)!= 0,0
43,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#407","c.compare(v,freqTable.lastKey()) >= 0",0
44,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))== 0,0
45,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#385",v instanceof Integer,0
46,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#244",!(v instanceof Integer),0
47,"org.apache.commons.math.stat.Frequency#double#getPct#?,int#331",(getPct(Long.valueOf(v)))!= 0,0
48,"org.apache.commons.math.stat.Frequency#double#getPct#?,long#342",(getPct(Long.valueOf(v)))< 0,1
49,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))!= 0,0
50,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320",((double)getCount(v) / (double)sumFreq)== 0,1
51,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#217,!(iterator.hasNext()),0
52,"org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#139",count == null,0
53,"org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495",((double)getCumFreq(v) / (double)sumFreq)<= 0,1
54,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408",(getSumFreq())>= 0,0
55,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))> 0,0
56,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#244",v instanceof Integer,1
57,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386",(getCumFreq(((Integer)v).longValue()))< 0,1
58,"org.apache.commons.math.stat.Frequency#double#getPct#?,int#331",(getPct(Long.valueOf(v)))>= 0,0
59,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320",((double)getCount(v) / (double)sumFreq)> 0,0
60,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#385",!(v instanceof Integer),0
61,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386",(getCumFreq(((Integer)v).longValue()))<= 0,1
62,"org.apache.commons.math.stat.Frequency#double#getPct#?,int#331",(getPct(Long.valueOf(v)))> 0,0
63,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#389",c == null,0
64,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220,(result)<= 0,1
65,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#250",!(count != null),1
66,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,long#444",(getCumFreq(Long.valueOf(v)))!= 0,0
67,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#396",!(value != null),1
68,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220,(result)> 0,0
69,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408",(getSumFreq())< 0,1
70,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))<= 0,0
71,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220,(result)< 0,1
72,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#389",!(c == null),1
73,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))>= 0,0
74,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#220,(result)!= 0,0
75,"org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303",(getCumPct((Comparable<?>)v))<= 0,0
76,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320",((double)getCount(v) / (double)sumFreq)>= 0,0
77,"org.apache.commons.math.stat.Frequency$NaturalComparator#int#compare#?,Comparable<T>,Comparable<T>#561",(o1.compareTo((T)o2))< 0,1
78,"org.apache.commons.math.stat.Frequency#double#getCumPct#?,Comparable<?>#495",((double)getCumFreq(v) / (double)sumFreq)== 0,1
79,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#407","!(c.compare(v,freqTable.lastKey()) >= 0)",1
80,org.apache.commons.math.stat.Frequency#long#getSumFreq#?#217,iterator.hasNext(),0
81,"org.apache.commons.math.stat.Frequency#double#getPct#?,long#342",(getPct(Long.valueOf(v)))>= 0,0
82,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#317",sumFreq == 0,1
83,"org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#134",!(v instanceof Integer),0
84,"org.apache.commons.math.stat.Frequency#double#getPct#?,Comparable<?>#320",((double)getCount(v) / (double)sumFreq)<= 0,1
85,"org.apache.commons.math.stat.Frequency#void#addValue#?,Comparable<?>#134",v instanceof Integer,1
86,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256",(result)== 0,1
87,"org.apache.commons.math.stat.Frequency#double#getPct#?,long#342",(getPct(Long.valueOf(v)))> 0,0
88,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#408",(getSumFreq())== 0,1
89,"org.apache.commons.math.stat.Frequency#long#getCount#?,Comparable<?>#256",(result)>= 0,0
90,"org.apache.commons.math.stat.Frequency#long#getCumFreq#?,Comparable<?>#386",(getCumFreq(((Integer)v).longValue()))!= 0,0
91,"org.apache.commons.math.stat.Frequency#double#getPct#?,Object#303",(getCumPct((Comparable<?>)v))< 0,0
