,col0,col1,col2,col3,col4
23,Unnecessary Abstraction,OrchardCore.Tests.Data,MyPart,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Data\ContentItemTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Text
24,Unnecessary Abstraction,OrchardCore.Tests.Data,MyField,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Data\ContentItemTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Value
25,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,CompositeTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\CompositeTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
26,Unnecessary Abstraction,OrchardCore.Tests.DisplayManagement,Animal,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\CompositeTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Kind' Color
27,Unnecessary Abstraction,OrchardCore.Tests.DisplayManagement,ISized,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\CompositeTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Size
28,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,ISized,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\CompositeTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
29,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,DefaultDisplayManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\DefaultDisplayManagerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
30,Duplicate Abstraction,OrchardCore.Tests.DisplayManagement,DefaultDisplayManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\DefaultDisplayManagerTests.cs,The tool detected the smell in this class because a set of code clones has been found and at least one of the clones found in this class. List of code clones with start and end line numbers are:  DefaultDisplayManagerTests (C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\DefaultDisplayManagerTests.cs' [228' 251])' DefaultDisplayManagerTests (C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\DefaultDisplayManagerTests.cs' [263' 286])
31,Feature Envy,OrchardCore.Tests.DisplayManagement,DefaultDisplayManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\DefaultDisplayManagerTests.cs,The tool detected the smell because a method in this type accesses members from another type more than the members from its own type. The method causing this smell is: AddShapeDescriptor which is more interested in members of the type: TestShapeTable
32,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,NilTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\NilTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
33,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,ShapeFactoryTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\ShapeFactoryTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
34,Unnecessary Abstraction,OrchardCore.Tests.DisplayManagement,SubShape,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\ShapeFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
35,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement,ShapeHelperTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\ShapeHelperTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
36,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement.Decriptors,BasicShapeTemplateHarvesterTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\Decriptors\BasicShapeTemplateHarvesterTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
37,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement.Decriptors,DefaultShapeTableManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\Decriptors\DefaultShapeTableManagerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
38,Unutilized Abstraction,OrchardCore.Tests.DisplayManagement.Decriptors,LocationParserTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\DisplayManagement\Decriptors\LocationParserTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
39,Unutilized Abstraction,OrchardCore.Tests.Extensions,ExtensionManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Extensions\ExtensionManagerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
40,Unutilized Abstraction,OrchardCore.Tests.Hosting.Console,CommandParserTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Hosting\Console\CommandParserTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
41,Unutilized Abstraction,OrchardCore.Tests.Localization,CultureDictionaryTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\CultureDictionaryTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
42,Unutilized Abstraction,OrchardCore.Tests.Localization,DefaultPluralRuleProviderTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\DefaultPluralRuleProviderTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
43,Unutilized Abstraction,OrchardCore.Tests.Localization,LocalizationManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\LocalizationManagerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
44,Unutilized Abstraction,OrchardCore.Tests.Localization,NullStringLocalizerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\NullStringLocalizerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
45,Unutilized Abstraction,OrchardCore.Tests.Localization,PoParserTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\PoParserTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
46,Unutilized Abstraction,OrchardCore.Tests.Localization,PortableObjectStringLocalizerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Localization\PortableObjectStringLocalizerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
47,Unutilized Abstraction,OrchardCore.Tests.Modules.OrchardCore.Email,EmailTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Modules\OrchardCore.Email\EmailTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
48,Unutilized Abstraction,OrchardCore.Tests.Modules.OrchardCore.OpenId,ApplicationControllerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Modules\OrchardCore.OpenId\ApplicationControllerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
49,Unutilized Abstraction,OrchardCore.Tests.Modules.OrchardCore.Twitter,TwitterClientTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Modules\OrchardCore.Twitter\TwitterClientTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
50,Unutilized Abstraction,OrchardCore.Tests.Modules,PoweredByMiddlewareTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Modules\PoweredByMiddlewareTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
51,Unutilized Abstraction,OrchardCore.Tests.OrchardCore.Queries,SqlParserTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Orchard.Queries\SqlParserTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
52,Unutilized Abstraction,OrchardCore.Tests.Environment.Cache,CacheScopeManagerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\OrchardCore.Environment.Cache\CacheScopeManagerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
53,Unutilized Abstraction,OrchardCore.Tests.OrchardCore.Users,RegistrationControllerTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\OrchardCore.Users\RegistrationControllerTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
54,Unutilized Abstraction,OrchardCore.Tests.Parser,TestStreamHelpers,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Parser\TestStreamHelpers.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
55,Unutilized Abstraction,OrchardCore.Tests.Shell,RunningShellTableTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\RunningShellTableTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
56,Unutilized Abstraction,OrchardCore.Tests.Shell,ShellContainerFactoryTests,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
57,Unnecessary Abstraction,OrchardCore.Tests.Shell,ITestService,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
58,Unnecessary Abstraction,OrchardCore.Tests.Shell,TestService,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
59,Unnecessary Abstraction,OrchardCore.Tests.Shell,CustomTestService,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
60,Unnecessary Abstraction,OrchardCore.Tests.Shell,ITestSingleton,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
61,Unnecessary Abstraction,OrchardCore.Tests.Shell,ITestTransient,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
62,Unnecessary Abstraction,OrchardCore.Tests.Shell,ITestScoped,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
63,Unnecessary Abstraction,OrchardCore.Tests.Shell,TestSingleton,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
64,Unnecessary Abstraction,OrchardCore.Tests.Shell,TestTransient,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
65,Unnecessary Abstraction,OrchardCore.Tests.Shell,TestScoped,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
66,Unnecessary Abstraction,OrchardCore.Tests.Shell,ITwoHostSingletonsOfTheSameType,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
67,Unnecessary Abstraction,OrchardCore.Tests.Shell,FirstHostSingletonsOfTheSameType,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
68,Unnecessary Abstraction,OrchardCore.Tests.Shell,SecondHostSingletonsOfTheSameType,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
69,Unnecessary Abstraction,OrchardCore.Tests.Shell,ShellSingletonOfTheSametype,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
70,Unnecessary Abstraction,OrchardCore.Tests.Shell,ShellTransientOfTheSametype,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
71,Unnecessary Abstraction,OrchardCore.Tests.Shell,ShellScopedOfTheSametype,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
72,Unnecessary Abstraction,OrchardCore.Tests.Shell,IHostSingletonAndScopedOfTheSameType,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
73,Unnecessary Abstraction,OrchardCore.Tests.Shell,HostSingletonOfTheSameTypeAsScoped,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
74,Unnecessary Abstraction,OrchardCore.Tests.Shell,HostScopedOfTheSameTypeAsSingleton,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Shell\ShellContainerFactoryTests.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
75,Unnecessary Abstraction,OrchardCore.Tests.Stubs,NullStringLocalizer<T>,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Stubs\NullLocalizer.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: 
76,Unnecessary Abstraction,OrchardCore.Tests.Stubs,StubHttpContextAccessor,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Stubs\StubHttpContextAccessor.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: HttpContext
77,Unutilized Abstraction,OrchardCore.Tests.Stubs,StubHttpContextAccessor,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Stubs\StubHttpContextAccessor.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
78,Unnecessary Abstraction,OrchardCore.Tests.Stubs,TestShapeTable,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Stubs\TestShapeTableManager.cs,The tool detected the smell in this class because the class contains only a few data members without any method implementation' that indicates that the abstraction might not be required. Following fields and properties are declared in this class: Bindings
79,Unutilized Abstraction,OrchardCore.Tests.Stubs,MockThemeManager,C:\research\architectureSmells\repos\OrchardCMS_Brochard\test\OrchardCore.Tests\Stubs\TestShapeTableManager.cs,The tool detected the smell in this class because this class is potentially unused.   (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
