,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
53,MimeKit.Tnef,TnefPropertyId,0,0,0,0,0,1986,0,0,0,-1.0,0,4,,MimeKit.Tnef.TnefAttachMethod' MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefPart' MimeKit.Tnef.TnefPropertyTag
54,MimeKit.Tnef,TnefPropertyReader,13,50,16,0,20,1332,239,0,0,0.0,0,2,,MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefReader
55,MimeKit.Tnef,TnefPropertyTag,683,7,6,678,6,4945,8,0,0,0.71,0,2,,MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefPropertyTag
56,MimeKit.Tnef,TnefPropertyType,0,0,0,0,0,74,0,0,0,-1.0,0,3,,MimeKit.Tnef.TnefPart' MimeKit.Tnef.TnefPropertyReader' MimeKit.Tnef.TnefPropertyTag
57,MimeKit.Tnef,TnefReader,14,26,13,0,7,639,80,0,0,0.15,0,4,,MimeKit.Tnef.TnefReader' MimeKit.Tnef.TnefPart' MimeKit.Tnef.TnefReaderStream' MimeKit.Tnef.TnefPropertyReader
58,MimeKit.Tnef,TnefReaderStream,3,9,5,0,6,201,13,0,0,0.56,0,2,,MimeKit.Tnef.TnefReaderStream' MimeKit.Tnef.TnefPropertyReader
59,MimeKit.Utils,CharType,0,0,0,0,0,19,0,0,0,-1.0,0,2,,MimeKit.Encodings.QEncoder' MimeKit.Utils.ByteExtensions
60,MimeKit.Utils,ByteExtensions,10,19,0,0,16,151,42,0,0,0.21,0,0,,
61,MimeKit.Utils,CharsetUtils,3,17,0,2,9,393,72,0,0,0.12,0,12,,MimeKit.Parameter' MimeKit.MimeEntity' MimeKit.Utils.CharsetUtils' MimeKit.Utils.ParseUtils' MimeKit.Multipart' MimeKit.Tnef.TnefPart' MimeKit.InternetAddress' MimeKit.Header' MimeKit.MimeMessage' MimeKit.TextPart' MimeKit.ParameterList' MimeKit.Utils.Rfc2047
62,MimeKit.Utils,InvalidByteCountFallback,0,3,2,0,3,63,3,0,0,-1.0,0,1,,MimeKit.Utils.CharsetUtils
63,MimeKit.Utils,InvalidByteCountFallbackBuffer,4,5,1,0,5,42,8,0,0,0.4,0,1,,MimeKit.Utils.CharsetUtils
64,MimeKit.Utils,Crc32,3,6,1,0,5,128,10,0,0,0.0,0,4,,MimeKit.Encodings.YDecoder' MimeKit.Encodings.YEncoder' MimeKit.Utils.Crc32' MimeKit.Tnef.RtfCompressedToRtf
65,MimeKit.Utils,DateTokenFlags,0,0,0,0,0,13,0,0,0,-1.0,0,2,,MimeKit.Utils.DateToken' MimeKit.Utils.DateUtils
66,MimeKit.Utils,DateToken,0,1,10,0,1,33,1,0,0,-1.0,0,1,,MimeKit.Utils.DateUtils
67,MimeKit.Utils,DateUtils,11,21,0,0,9,566,116,0,0,0.1,0,2,,MimeKit.ContentDisposition' MimeKit.MimeMessage
68,MimeKit.Utils,MimeUtils,2,12,0,0,11,415,47,0,0,0.5,0,13,,MimeKit.Multipart' MimeKit.BodyBuilder' MimeKit.MimePart' MimeKit.ParserOptions' MimeKit.MailboxAddress' MimeKit.MessagePartial' MimeKit.MimeEntity' MimeKit.ParameterList' MimeKit.MultipartRelated' MimeKit.InternetAddress' MimeKit.Parameter' MimeKit.Header' MimeKit.MimeMessage
69,MimeKit.Utils,PackedByteArray,4,12,2,0,10,186,34,0,0,0.17,0,1,,MimeKit.IO.Filters.TrailingWhitespaceFilter
70,MimeKit.Utils,ParseUtils,0,12,0,0,9,196,37,0,0,-1.0,0,10,,MimeKit.InternetAddressList' MimeKit.DomainList' MimeKit.ContentDisposition' MimeKit.MimeParser' MimeKit.ContentType' MimeKit.Utils.DateUtils' MimeKit.Utils.MimeUtils' MimeKit.ParameterList' MimeKit.Header' MimeKit.InternetAddress
71,MimeKit.Utils,Rfc2047,0,39,0,0,12,1212,176,0,0,-1.0,0,6,,MimeKit.ParserOptions' MimeKit.GroupAddress' MimeKit.MailboxAddress' MimeKit.ParameterList' MimeKit.InternetAddress' MimeKit.Header
72,MimeKit.Utils,Token,7,2,1,7,2,31,2,0,0,0.0,0,1,,MimeKit.Utils.Rfc2047
73,MimeKit.Utils,WordType,0,0,0,0,0,5,0,0,0,-1.0,0,1,,MimeKit.Utils.Rfc2047
74,MimeKit.Utils,Word,7,2,0,7,2,23,2,0,0,0.0,0,1,,MimeKit.Utils.Rfc2047
75,MimeKit.Utils,StringBuilderExtensions,0,4,0,0,4,81,24,0,0,-1.0,0,0,,
76,MimeKit,AttachmentCollection,2,19,2,0,15,512,48,0,0,0.11,0,2,,MimeKit.AttachmentCollection' MimeKit.BodyBuilder
77,MimeKit,BodyBuilder,0,2,4,0,2,108,11,0,0,-1.0,0,3,,MimeKit.BodyBuilder' MimeKit.Tnef.TnefPart' MimeKit.MimeMessage
78,MimeKit,ContentDisposition,6,25,8,3,19,729,62,0,0,0.4,0,5,,MimeKit.MimeEntity' MimeKit.Header' MimeKit.MimePart' MimeKit.Tnef.TnefPart' MimeKit.ContentDisposition
79,MimeKit,ContentEncoding,0,0,0,0,0,62,0,0,0,-1.0,0,25,,MimeKit.Encodings.IMimeDecoder' MimeKit.Encodings.IMimeEncoder' MimeKit.Encodings.PassThroughDecoder' MimeKit.Encodings.HexEncoder' MimeKit.Encodings.HexDecoder' MimeKit.Encodings.PassThroughEncoder' MimeKit.Encodings.QuotedPrintableEncoder' MimeKit.Encodings.QuotedPrintableDecoder' MimeKit.Encodings.UUDecoder' MimeKit.Encodings.UUEncoder' MimeKit.Encodings.YEncoder' MimeKit.Encodings.YDecoder' MimeKit.IContentObject' MimeKit.ContentObject' MimeKit.IO.Filters.BestEncodingFilter' MimeKit.ParserOptions' MimeKit.IO.Filters.EncoderFilter' MimeKit.IO.Filters.DecoderFilter' MimeKit.Encodings.Base64Encoder' MimeKit.Encodings.Base64Decoder' MimeKit.Utils.MimeUtils' MimeKit.Encodings.QEncoder' MimeKit.MimeMessage' MimeKit.MimePart' MimeKit.Utils.Rfc2047
80,MimeKit,ContentObject,1,4,1,0,4,144,9,0,1,0.0,0,8,,MimeKit.ContentObject' MimeKit.AttachmentCollection' MimeKit.Tnef.TnefPart' MimeKit.TextPart' MimeKit.MessagePartial' MimeKit.MimeParser' MimeKit.MessageDispositionNotification' MimeKit.MimePart
81,MimeKit,ContentType,3,26,7,0,19,732,78,0,0,0.27,0,9,,MimeKit.Header' MimeKit.MimeEntityConstructorInfo' MimeKit.AttachmentCollection' MimeKit.MimePart' MimeKit.ParserOptions' MimeKit.MimeEntity' MimeKit.TextPart' MimeKit.MimeParser' MimeKit.ContentType
82,MimeKit,DomainList,2,17,2,0,13,352,33,0,0,0.18,0,3,,MimeKit.MailboxAddress' MimeKit.InternetAddress' MimeKit.DomainList
83,MimeKit,EncodingConstraint,0,0,0,0,0,14,0,0,0,-1.0,0,4,,MimeKit.Tnef.TnefPart' MimeKit.AttachmentCollection' MimeKit.MimePart' MimeKit.IO.Filters.BestEncodingFilter
84,MimeKit,NewLineFormat,0,0,0,0,0,10,0,0,0,-1.0,0,2,,MimeKit.MimeEntity' MimeKit.FormatOptions
85,MimeKit,FormatOptions,5,5,8,1,2,171,7,0,0,0.4,0,19,,MimeKit.Utils.StringBuilderExtensions' MimeKit.ContentType' MimeKit.GroupAddress' MimeKit.MessageDispositionNotification' MimeKit.MailboxAddress' MimeKit.InternetAddressList' MimeKit.InternetAddress' MimeKit.MessagePart' MimeKit.HeaderList' MimeKit.ParameterList' MimeKit.ContentDisposition' MimeKit.MimePart' MimeKit.FormatOptions' MimeKit.Parameter' MimeKit.MimeEntity' MimeKit.Multipart' MimeKit.Utils.Rfc2047' MimeKit.Header' MimeKit.MimeMessage
86,MimeKit,GroupAddress,0,16,1,0,14,354,32,0,1,-1.0,0,3,,MimeKit.InternetAddressList' MimeKit.InternetAddress' MimeKit.GroupAddress
87,MimeKit,Header,5,45,6,0,21,1035,139,0,0,0.2,0,9,,MimeKit.HeaderListChangedEventArgs' MimeKit.MimePart' MimeKit.ParserOptions' MimeKit.MimeEntityConstructorInfo' MimeKit.MimeParser' MimeKit.MimeEntity' MimeKit.MimeMessage' MimeKit.Header' MimeKit.HeaderList
88,MimeKit,ReceivedToken,2,1,0,2,1,9,1,0,0,0.0,0,1,,MimeKit.Header
89,MimeKit,ReceivedTokenValue,2,1,0,2,1,10,1,0,0,0.0,0,1,,MimeKit.Header
90,MimeKit,BrokenWord,3,1,0,3,1,12,1,0,0,0.0,0,1,,MimeKit.Header
91,MimeKit,HeaderId,0,0,0,0,0,306,0,0,0,-1.0,0,8,,MimeKit.ParserOptions' MimeKit.FormatOptions' MimeKit.MimePart' MimeKit.MimeEntity' MimeKit.HeaderIdExtensions' MimeKit.HeaderList' MimeKit.Header' MimeKit.MimeMessage
92,MimeKit,HeaderNameAttribute,0,1,1,0,1,10,1,0,0,-1.0,0,2,,MimeKit.HeaderIdExtensions' MimeKit.HeaderId
93,MimeKit,HeaderIdExtensions,1,3,0,0,1,45,8,0,0,0.0,0,0,,
94,MimeKit,HeaderList,4,38,2,0,33,1074,105,0,0,0.08,0,5,,MimeKit.MimeEntity' MimeKit.MessageDispositionNotification' MimeKit.HeaderList' MimeKit.MimeMessage' MimeKit.MimeParser
95,MimeKit,HeaderListChangedAction,0,0,0,0,0,18,0,0,0,-1.0,0,5,,MimeKit.HeaderListChangedEventArgs' MimeKit.MimePart' MimeKit.HeaderList' MimeKit.MimeMessage' MimeKit.MimeEntity
96,MimeKit,HeaderListChangedEventArgs,0,1,2,0,0,14,1,0,0,-1.0,0,4,,MimeKit.MimeMessage' MimeKit.MimeEntity' MimeKit.MessageDispositionNotification' MimeKit.HeaderList
97,MimeKit,IContentObject,0,3,1,0,0,59,3,1,0,-1.0,0,2,,MimeKit.ContentObject' MimeKit.MimePart
98,MimeKit,InternetAddress,3,29,2,0,20,897,129,2,0,0.34,0,9,,MimeKit.Utils.MimeUtils' MimeKit.MessageIdList' MimeKit.MimeEntity' MimeKit.GroupAddress' MimeKit.Header' MimeKit.MailboxAddress' MimeKit.InternetAddress' MimeKit.MimeMessage' MimeKit.InternetAddressList
99,MimeKit,InternetAddressList,1,37,3,0,32,906,94,0,0,0.11,0,6,,MimeKit.Tnef.TnefPart' MimeKit.InternetAddress' MimeKit.GroupAddress' MimeKit.Header' MimeKit.MimeMessage' MimeKit.InternetAddressList
100,MimeKit,MailboxAddress,1,16,3,0,14,483,38,0,1,0.69,0,8,,MimeKit.GroupAddress' MimeKit.Tnef.TnefPart' MimeKit.MessageIdList' MimeKit.MimeEntity' MimeKit.InternetAddressList' MimeKit.MailboxAddress' MimeKit.InternetAddress' MimeKit.MimeMessage
101,MimeKit,MessageDispositionNotification,1,3,1,0,2,53,3,0,1,1.0,0,2,,MimeKit.MessageDispositionNotification' MimeKit.ParserOptions
102,MimeKit,MessageIdList,1,15,2,0,12,287,26,0,0,0.0,0,2,,MimeKit.MessageIdList' MimeKit.MimeMessage
103,MimeKit,MessagePart,0,5,1,0,5,107,12,0,1,-1.0,0,5,,MimeKit.MessagePart' MimeKit.MimeIterator' MimeKit.MimeMessage' MimeKit.ParserOptions' MimeKit.MimeParser
104,MimeKit,MessagePartial,0,7,3,0,5,231,27,0,1,-1.0,0,2,,MimeKit.ParserOptions' MimeKit.MessagePartial
105,MimeKit,MimeEntity,4,22,6,0,9,830,54,3,0,0.5,0,14,,MimeKit.IO.ICancellableStream' MimeKit.MessagePart' MimeKit.MimePart' MimeKit.BodyBuilder' MimeKit.ContentType' MimeKit.MimeIterator' MimeKit.MimeParser' MimeKit.MultipartRelated' MimeKit.TextPart' MimeKit.ParserOptions' MimeKit.MimeEntity' MimeKit.MimeMessage' MimeKit.Multipart' MimeKit.AttachmentCollection
106,MimeKit,MimeEntityConstructorInfo,0,2,4,0,0,25,2,0,0,-1.0,0,10,,MimeKit.MessageDispositionNotification' MimeKit.MultipartRelated' MimeKit.Tnef.TnefPart' MimeKit.MessagePartial' MimeKit.Multipart' MimeKit.MessagePart' MimeKit.MimeEntity' MimeKit.TextPart' MimeKit.MimePart' MimeKit.ParserOptions
107,MimeKit,MimeFormat,0,0,0,0,0,15,0,0,0,-1.0,0,4,,MimeKit.HeaderList' MimeKit.MimeEntity' MimeKit.MimeMessage' MimeKit.MimeParser
108,MimeKit,MimeIterator,5,9,6,0,5,348,30,0,0,0.33,0,1,,MimeKit.MimeIterator
109,MimeKit,MimeNode,2,1,0,2,1,10,1,0,0,0.0,0,1,,MimeKit.MimeIterator
110,MimeKit,MimeMessage,12,28,26,0,10,1815,154,0,0,0.39,0,9,,MimeKit.IO.ICancellableStream' MimeKit.MimeIterator' MimeKit.InternetAddress' MimeKit.MessagePart' MimeKit.FormatOptions' MimeKit.Tnef.TnefPart' MimeKit.MessagePartial' MimeKit.MimeMessage' MimeKit.MimeParser
111,MimeKit,BoundaryType,0,0,0,0,0,9,0,0,0,-1.0,0,1,,MimeKit.MimeParser
112,MimeKit,Boundary,1,4,5,1,3,32,4,0,0,1.0,0,2,,MimeKit.Boundary' MimeKit.MimeParser
113,MimeKit,MimeParserState,0,0,0,0,0,11,0,0,0,-1.0,0,1,,MimeKit.MimeParser
114,MimeKit,MimeParser,24,56,4,0,20,1303,134,0,0,0.16,0,14,,MimeKit.Tnef.TnefPart' MimeKit.MessageDispositionNotification' MimeKit.MessagePart' MimeKit.MimePart' MimeKit.MultipartRelated' MimeKit.ParserOptions' MimeKit.Multipart' MimeKit.MessagePartial' MimeKit.TextPart' MimeKit.HeaderList' MimeKit.MimeEntity' MimeKit.IO.ICancellableStream' MimeKit.MimeParser' MimeKit.MimeMessage
115,MimeKit,MimePart,4,14,6,0,11,503,46,4,1,0.64,0,14,,MimeKit.ContentType' MimeKit.ContentObject' MimeKit.ContentDisposition' MimeKit.MessagePartial' MimeKit.MimeEntity' MimeKit.MessageDispositionNotification' MimeKit.TextPart' MimeKit.MultipartRelated' MimeKit.MimePart' MimeKit.Tnef.TnefPart' MimeKit.AttachmentCollection' MimeKit.ParserOptions' MimeKit.MimeParser' MimeKit.MimeMessage
116,MimeKit,MimeTypes,1,2,0,0,1,583,5,0,0,0.0,0,1,,MimeKit.AttachmentCollection
117,MimeKit,Multipart,3,18,7,0,14,480,45,1,1,0.17,0,8,,MimeKit.ContentType' MimeKit.ParserOptions' MimeKit.MultipartRelated' MimeKit.Multipart' MimeKit.MimeIterator' MimeKit.BodyBuilder' MimeKit.MimeMessage' MimeKit.MimeParser
118,MimeKit,MultipartRelated,0,8,1,0,7,216,27,0,2,-1.0,0,4,,MimeKit.MultipartRelated' MimeKit.BodyBuilder' MimeKit.ParserOptions' MimeKit.MimeMessage
119,MimeKit,Parameter,1,11,2,0,2,315,44,0,0,0.45,0,3,,MimeKit.Parameter' MimeKit.MessagePartial' MimeKit.ParameterList
120,MimeKit,EncodeMethod,0,0,0,0,0,5,0,0,0,-1.0,0,1,,MimeKit.Parameter
121,MimeKit,ParameterList,3,25,2,0,16,726,94,0,0,0.0,0,3,,MimeKit.ContentDisposition' MimeKit.ContentType' MimeKit.ParameterList
122,MimeKit,NameValuePair,5,1,0,5,1,18,3,0,0,0.0,0,1,,MimeKit.ParameterList
123,MimeKit,ParseException,0,2,2,0,2,90,2,0,0,-1.0,0,9,,MimeKit.ParseException' MimeKit.MimePart' MimeKit.DomainList' MimeKit.ContentDisposition' MimeKit.InternetAddressList' MimeKit.ContentType' MimeKit.Utils.ParseUtils' MimeKit.ParameterList' MimeKit.InternetAddress
124,MimeKit,ParserOptions,3,6,5,1,3,263,28,0,0,0.33,0,18,,MimeKit.MessagePartial' MimeKit.Utils.CharsetUtils' MimeKit.MessageIdList' MimeKit.MimeEntityConstructorInfo' MimeKit.ParameterList' MimeKit.MimeEntity' MimeKit.ParserOptions' MimeKit.Utils.Rfc2047' MimeKit.HeaderList' MimeKit.MailboxAddress' MimeKit.GroupAddress' MimeKit.ContentType' MimeKit.MimeParser' MimeKit.InternetAddressList' MimeKit.InternetAddress' MimeKit.MimeMessage' MimeKit.ContentDisposition' MimeKit.Header
125,MimeKit,RfcComplianceMode,0,0,0,0,0,10,0,0,0,-1.0,0,4,,MimeKit.InternetAddress' MimeKit.ParameterList' MimeKit.ParserOptions' MimeKit.Utils.Rfc2047
126,MimeKit,TextPart,0,8,3,0,8,257,23,0,2,-1.0,0,6,,MimeKit.AttachmentCollection' MimeKit.TextPart' MimeKit.ParserOptions' MimeKit.Tnef.TnefPart' MimeKit.BodyBuilder' MimeKit.MimeMessage
