,col0,col1,col2
198,"7030, ""CompareChecksums - sizes do not match: local checksum size is {0}, while remote checksum size is {1}"", 0-myChecksumsSize 1-otherChecksumsSize",,
199,"7031, ""CompareChecksums - names differ:  local checksum name is {0}, while remote checksum name is {1}"", 0-myElemName 1-otherElemName",,
200,"7032, ""CompareChecksums - values differ for {0}, local checksum is {1}, while remote checksum is {2}"", 0-name 1-myChecksum 2-otherChecksum",,
201,"7036, ""EarlyCompareChecksums - no remote checksums found in cluster"",",,
202,"7037, ""EarlyCompareChecksums - component {0} has checksum mismatch"",",,
203,"7320, ""Invalid Reference {0}"", 0-class",,
204,753,", ""IOException during IOException in ASM Status Check: {0}"", 0-exception message",
205,"7600, ""LogPrinterWriter got {0}. Will retry with {1}"", 0-exception message 1-encoding to retry",,
206,"7611, ""LogPrinterWriter cannot be created with the last attempt using system default encoding {0}. Returning null"", 0-system default encoding",,
207,761,", ""Ignore attempt to set {0} to {1} because {0} already exists as {2}"",  0-field 1-new value 2-current value",
208,"7619, ""AlogAppender.mapToCategory Cannot find the message category {0} from {1}"", 0-category 1-log class name",,
209,"7650, ""The category {0} is not an instance of LogMessageCategoryForLog4j. You will not be able to enable the logging dynamically."", 0-name of Log message category to map to  log4j logger",,
210,"7651, ""Logger {0} is unregistered--no description or PrivateLoggers entry."", 0-logger name",,
211,7,"01, ""List content changed while performing ListUtil.listEquals()"",",
212,,"076, ""Caught an exception while processing XML: {0}\n{1}"", 0-error text 1-stack trace",
213,,"077, ""XMLProcessor failed while processing {0}"", 0-filename",
214,,0,"0, ""XML parsing error at line {0} of {1}: {2}\n{3}"", 0-line number 1-url 2-error message 3-stack trace"
215,,"379, ""Exception during reading line {0} of {1}, perhaps the wrong encoding is used to read the resource"", 0-line number 1-location",
216,,41,", ""safeWriteObject: the file {0} is not writable"", 0-file name"
217,,49,", ""Attempted to delete file ''{0}'' but could not; there is perhaps an existing unclosed stream on this file; scheduling this file for deletion upon server shutdown"", 0-file name"
218,,"499, ""Could not rename file ''{0}'' to ''{1}''"", 0-source file 1-target file",
219,,50,", ""Attempted to delete file ''{0}'' but could not; there is perhaps an existing unclosed stream on this file"", 0-file name"
220,,"510, ""Caught exception trying to close input stream: {0}"", 0-exception",
221,,"511, ""Cannot find resource with id ''{0}'' in string table ''{1}''"", 0-resource/message ID 1-stringTable name",
222,,"512, ""Caught exception trying to close output stream: {0}"", 0-exception",
223,,"515, ""Could not rename file ''{0}'' to ''{1}''; attempting to back up file from ''{2}''"", 0-from file 1-to file 2-backup file",
224,,"777, ""{0} messages are not allowed for the Audit Logger, original message: ''{1}''"", 0-log level 1-original debug message",
225,,77,", ""Audit appenders do not process Strings, string: ''{0}''"", 0-string message"
226,,"779, ""Audit appenders do not process {0} classes"", 0-class name",
227,,7,"0, ""Error committing transaction to database, AuditLoggerMessage is {0}, stack trace: {1}"", 0-auditLoggerMessage 1-stack trace"
228,,7,"5, ""AuditLogger: Too many arguments specified, all but the first {0} elements are ignored in this array: {1}"", 0-number not ignored 1-args array"
229,,7,"6, ""Cannot set DEBUG level for audit logger {0}, use INFO level instead"", 0-audit logger name"
230,,7,"7, ""Unexpected exception logging message id {0} for logger {1}, stack trace: {2}"", 0-messageId 1-logger name 2-stacktrace"
231,,"797, ""Problem sending notification message for audit logger message id {0}, messageId: {1}, mesage: {2}, stackTrace: {3}"", 0-id 1-messageId 2-message 3-stacktrace",
232,,79,", ""AuditNotifier Error: unexpected class type: {0}, no notification sent"", 0-class name"
233,,,"06, ""File ''{0}'' is deleted, but still exists."", 0-file"
234,,,"31, ""Unknown CSV format error code {0} in """"{1}"""", line {2}"", 0-error code 1-path 2-lineNumber"
235,,,"32, ""Unbalanced quotes in """"{0}"""", line {1}"", 0-path 1-lineNumber"
236,,,"96, ""Error while writing to {0}: {1}"", 0-file name 1-stack trace"
237,,"905, ""Error while creating temp directory: {0}"", 0-stack trace",
238,"9066, ""Error while persisting string resources: {0}"", 0-exception",,
239,"9042, ""Attempting to back up file ''{0}'' from ''{1}' failed'"", 0-file to back up 1-file to back up from",,
240,"9043, ""File replacement for file ''{0}'' is in a bad state, backup file is: ''{1}'', temp file is: ''{2}''"", 0-base file 1-back up 2-temp file",,
241,"9157, ""Unable to instantiate the SignalHandler implementation {0}."", 0-class name",,
242,915,", ""Unable to register the SignalHandler {0} for the signal {1} as this handler has already been registered for another signal"", 0-handler 1-signal",
243,"9159, ""Unable to register the SignalHandler {0} for the signal {1}: {2}"", 0-handler 1-signal 2-reason",,
244,"9160, ""Unable to raise the signal {0}: {1}"", 0-signal 1-reason",,
245,"9161, ""Received signal {0}"", 0-signal",,
246,"9316, ""Caught exception while updating the {0} metrics: {1}"", 0-name 1-exception",,
247,9,"91, ""Exception occurred while batch deleting persisted tokens: {1} {2}"", 0-baseids 1-exception stack",
248,102,"0, ""Generated string exceeded max length of {0}"", 0-max length",
249,"10371, ""Error deserializing list: {0}"",",,
250,"10405, ""safeWriteObject: The file {0} does not exists. Creating new file."", 0-file name",,
251,"10410, ""The file {0} will be deleted when the virtual machine terminates."", 0-file name",,
252,10,"43, ""cXML date format does not allow milliseconds. Ignoring milliseconds in a date string = """"{0}"""""", 0-date string",
253,10,,"6, ""Can not create directory """"{0}"""" path=""""{1}"""" stack trace: {2}"", 0 - directory name 1 - directory path 2 - stack trace"
254,10,,"7, ""File """"{0}"""" path=""""{1}"""" is not a directory. Stack trace: {2}"", 0 - directory name 1 - directory path 2 - stack trace"
255,"11772, ""Caught exception while trying to close {0} : {1}"", 0-object to be closed 1-exception",,
256,"11773, ""Exception thrown while getting the content of URL: {0} Exception : {1}"", 0-url 1-exception",,
