,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
12,12,21401137,1610612755,PHI,Philadelphia,203080,Thomas Robinson,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21401137,1610612766,CHA,Charlotte,203106,Jeffery Taylor,F,,26:02,2.0,4.0,0.5,0.0,0.0,0.0,3.0,3.0,1.0,3.0,1.0,4.0,3.0,1.0,0.0,1.0,0.0,7.0,4.0
14,14,21401137,1610612766,CHA,Charlotte,101107,Marvin Williams,F,,33:48,3.0,7.0,0.429,0.0,2.0,0.0,5.0,6.0,0.833,1.0,6.0,7.0,0.0,1.0,0.0,1.0,3.0,11.0,5.0
15,15,21401137,1610612766,CHA,Charlotte,202687,Bismack Biyombo,C,,31:59,3.0,4.0,0.75,0.0,0.0,0.0,3.0,4.0,0.75,3.0,6.0,9.0,0.0,0.0,3.0,1.0,3.0,9.0,8.0
16,16,21401137,1610612766,CHA,Charlotte,201945,Gerald Henderson,G,,29:48,3.0,12.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,1.0,0.0,0.0,3.0,7.0,5.0
17,17,21401137,1610612766,CHA,Charlotte,202689,Kemba Walker,G,,34:05,11.0,21.0,0.524,0.0,1.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,2.0,0.0,24.0,10.0
18,18,21401137,1610612766,CHA,Charlotte,2590,Mo Williams,,,30:44,5.0,17.0,0.294,0.0,6.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,5.0,0.0,1.0,3.0,3.0,18.0,-4.0
19,19,21401137,1610612766,CHA,Charlotte,203798,PJ Hairston,,,16:50,3.0,10.0,0.3,0.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,6.0,-3.0
20,20,21401137,1610612766,CHA,Charlotte,203943,Noah Vonleh,,,14:12,3.0,6.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,1.0,1.0,0.0,0.0,3.0,6.0,-4.0
21,21,21401137,1610612766,CHA,Charlotte,202362,Lance Stephenson,,,6:35,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,-9.0
22,22,21401137,1610612766,CHA,Charlotte,101131,Jason Maxiell,,,15:57,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,1.0,1.0,2.0,4.0,-7.0
23,23,21401137,1610612766,CHA,Charlotte,203584,Troy Daniels,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,24,21401137,1610612766,CHA,Charlotte,2744,Al Jefferson,,DND - Right Knee Soreness               ,,,,,,,,,,,,,,,,,,,,
25,25,21401137,1610612766,CHA,Charlotte,203148,Brian Roberts,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
