,col0,col1,col2,col3,col4,col5,col6
42,B9/B10,"Must be a valid program activity name and code for the corresponding TAS/TAFS as defined in Section 82 of OMB Circular A-11. If the program activity is unknown, enter ""0000"" and ""Unknown/Other"" as your code and name, respectively.",n,award_financial,warning,,b9_award_financial
43,B11.1,"Must be valid 3-digit object class as defined in OMB Circular A-11 Section 83.6, or a 4-digit code which includes a 1-digit prefix that distinguishes direct, reimbursable, and allocation obligations. Do not include decimal points when reporting in the Schema.",n,award_financial,fatal,,b11_award_financial_1
44,B11.2,"Must be valid 3-digit object class as defined in OMB Circular A-11 Section 83.6, or a 4-digit code which includes a 1-digit prefix that distinguishes direct, reimbursable, and allocation obligations. Do not include decimal points when reporting in the Schema. Object Class Codes of 000 will prompt a warning.",n,award_financial,warning,,b11_award_financial_2
45,B11.3,"Must be valid 3-digit object class as defined in OMB Circular A-11 Section 83.6, or a 4-digit code which includes a 1-digit prefix that distinguishes direct, reimbursable, and allocation obligations. Do not include decimal points when reporting in the Schema.",n,program_activity,fatal,,b11_object_class_program_activity_1
46,B11.4,"Must be valid 3-digit object class as defined in OMB Circular A-11 Section 83.6, or a 4-digit code which includes a 1-digit prefix that distinguishes direct, reimbursable, and allocation obligations. Do not include decimal points when reporting in the Schema. Object Class Codes of 000 will prompt a warning.",n,program_activity,warning,,b11_object_class_program_activity_2
47,B12.1,"Reimbursable flag indicator is required when reporting obligation or outlay USSGL account balances (excluding downward adjustments SGL accounts). Valid values are ""R"" for ""ReimbursableFundingSource"" and ""D"" for ""DirectFundingSource"".",n,award_financial,warning,,b12_award_financial_1
48,B12.2,"The reimbursable flag indicator (bydirectreimbursablefundingsource) must be empty, R, or D",n,award_financial,warning,,b12_award_financial_2
49,B12.3,"Reimbursable flag indicator is required when reporting obligation or outlay USSGL account balances (excluding downward adjustments SGL accounts). Valid values are ""R"" for ""ReimbursableFundingSource"" and ""D"" for ""DirectFundingSource"".",n,program_activity,warning,,b12_object_class_program_activity_1
50,B12.4,"The reimbursable flag indicator (bydirectreimbursablefundingsource) must be empty, R, or D",n,program_activity,warning,,b12_object_class_program_activity_2
51,B13,DeobligationsRecoveriesRefundsdOfPriorYearByProgramObjectClass_CPE = USSGL(4871+ 4872 + 4971 + 4972),n,program_activity,warning,,b13_object_class_program_activity
52,B14,"All the Direct Appropriation (D) amounts reported for (4801_CPE less 4801_FYB) + (4802_CPE less 4802_FYB) + 4881_CPE + 4882_CPE + (4901_CPE less 4901_FYB) + 4902_CPE + (4908_CPE less 4908_FYB) + 4981_CPE + 4982_CPE = the opposite sign of SF 133 line 2004 per TAS, for the same reporting period",n,program_activity,warning,,b14_object_class_program_activity
53,B15,"All the Reimbursable (R) amounts reported for (4801_CPE less 4801_FYB) + (4802_CPE less 4802_FYB) + 4881_CPE + 4882_CPE + (4901_CPE less 4901_FYB) + 4902_CPE + (4908_CPE less 4908_FYB) + 4981_CPE + 4982_CPE = the opposite sign of SF 133 line 2104 per TAS, for the same reporting period",n,program_activity,warning,,b15_object_class_program_activity
54,B18,"If object class is four digits and bydirectreimbursablefundingsource is provided, the object class prefix must be consistent with the value provided for bydirectreimbursablefundingsource",n,program_activity,warning,,b18_object_class_program_activity
55,B19,The combination of TAS/object class/program activity code/reimbursable flag in File B (object class program activity) should be unique,n,program_activity,fatal,,b19_object_class_program_activity
56,B20,All combinations of TAS/program activity code/object class in File C (award financial) should exist in File B (object class program activity).,y,award_financial,fatal,program_activity,b20_object_class_program_activity
57,C3.1,ObligationsUndeliveredOrdersUnpaidTotalCPE = USSGL(4801 + 4881). This applies to the award level.,n,award_financial,warning,,c3_award_financial_1
58,C3.2,ObligationsUndeliveredOrdersUnpaidTotalFYB = USSGL4801. This applies to the award level.,n,award_financial,warning,,c3_award_financial_2
59,C4.1,ObligationsDeliveredOrdersUnpaidTotalCPE = USSGL(4901 + 4981). This applies to the award level.,n,award_financial,warning,,c4_award_financial_1
60,C4.2,ObligationsDeliveredOrdersUnpaidTotalFYB = USSGL4901. This applies to the award level.,n,award_financial,warning,,c4_award_financial_2
61,C5.1,GrossOutlayAmountByAwardCPE = GrossOutlaysUndeliveredOrdersPrepaidTotalCPE + GrossOutlaysDeliveredOrdersPaidTotalCPE,n,award_financial,warning,,c5_award_financial_1
62,C5.2,GrossOutlayAmountByAwardFYB = GrossOutlaysUndeliveredOrdersPrepaidTotalFYB + GrossOutlaysDeliveredOrdersPaidTotalFYB,n,award_financial,warning,,c5_award_financial_2
63,C6.1,GrossOutlaysUndeliveredOrdersPrepaidTotalCPE = USSGL(4802 + 4882). This applies to the award level.,n,award_financial,warning,,c6_award_financial_1
64,C6.2,GrossOutlaysUndeliveredOrdersPrepaidTotalFYB = USSGL4802. This applies to the award level.,n,award_financial,warning,,c6_award_financial_2
65,C7.1,GrossOutlaysDeliveredOrdersPaidTotalCPE = USSGL(4902 + 4908 + 4982). This applies to the award level.,n,award_financial,warning,,c7_award_financial_1
66,C7.2,GrossOutlaysDeliveredOrdersPaidTotalFYB = USSGL4908. This applies to the award level.,n,award_financial,warning,,c7_award_financial_2
67,C8,Unique FAIN/URI from file C exists in file D2. FAIN may be null for aggregated records. URI may be null for non-aggregated records.,y,award_financial,warning,award,c8_award_financial
68,C9,"Unique FAIN/URI from file D2 exists in file C, except D2 records where FederalActionObligation and OriginalLoanSubsidyCost = 0. FAIN may be null for aggregated records. URI may be null for non-aggregated records.",y,award,warning,award_financial,c9_award_financial
69,C11,Each unique PIID (or combination of PIID/ParentAwardId) from file C should exist in file D1.,y,award_financial,warning,award_procurement,c11_cross_file
70,C12,"Each unique PIID (or combination of PIID/ParentAwardId) from file D1 should exist in file C during the same reporting period, except D1 records where FederalActionObligation = 0.",y,award_procurement,warning,award_financial,c12_cross_file
71,C14.1,"Must provide either FAIN, URI, or PIID",n,award_financial,fatal,,c14_award_financial_1
72,C14.2,PIID may not be provided if FAIN or URI are present,n,award_financial,fatal,,c14_award_financial_2
73,C17,TransactionObligatedAmount required on rows that do not include values for USSGL accounts balances or subtotals,n,award_financial,warning,,c17_award_financial
74,C18,DeobligationsRecoveriesRefundsOfPriorYearByAward_CPE = USSGL(4871+ 4872 + 4971 + 4972). This applies to the award level.,n,award_financial,warning,,c18_award_financial
75,C20,"The totals by combination of TAS/object class provided in File C must be a subset of, or equal to, the same combinations in File B.",y,award_financial,warning,program_activity,c20_award_financial
76,C21,"The totals by combination of TAS/program activity code provided in File C must be a subset of, or equal to, the same combinations in File B.",y,award_financial,warning,program_activity,c21_award_financial
77,C23.1,"For each unique PIID in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation reported in D1.",y,award_financial,warning,award_procurement,c23_award_financial_1
78,C23.2,"For each unique combination of PIID/ParentAwardId in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation reported in D1.",y,award_financial,warning,award_procurement,c23_award_financial_2
79,C23.3,"For each unique FAIN in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation or OriginalLoanSubsidyCost amounts reported in D2.",y,award_financial,warning,award,c23_award_financial_3
80,C23.4,"For each unique URI in File C, the sum of each TransactionObligatedAmount should match (but with opposite signs) the sum of the FederalActionObligation or OriginalLoanSubsidyCost amounts reported in D2.",y,award_financial,warning,award,c23_award_financial_4
81,FABS1,"FAIN is required for non-aggregate records (i.e., when RecordType = 2).",n,detached_award,fatal,,fabs1_detached_award_financial_assistance
82,FABS2.1,"The combination of FAIN, AwardModificationAmendmentNumber, URI, and AwardingSubTierAgencyCode must be unique within the submission file.",n,detached_award,fatal,,fabs2_detached_award_financial_assistance_1
83,FABS2.2,"The combination of FAIN, AwardModificationAmendmentNumber, URI, and AwardingSubTierAgencyCode must be unique when compared to currently published data--unless the record is a correction or deletion (i.e., if CorrectionLateDeleteIndicator = C or D). In this particular case, the combination of these four fields in this transaction has already been published in USAspending, making this second attempt a duplicate.",n,detached_award,fatal,,fabs2_detached_award_financial_assistance_2
84,FABS2.3,"The unique combination of FAIN, AwardModificationAmendmentNumber, URI, and AwardingSubTierAgencyCode must exist as a currently published record when the record is a correction (i.e., if CorrectionLateDeleteIndicator = C).",n,detached_award,fatal,,fabs2_detached_award_financial_assistance_3
85,FABS2.4,"The unique combination of FAIN, AwardModificationAmendmentNumber, URI, and AwardingSubTierAgencyCode must exist as a currently published record when the record is a deletion (i.e., if CorrectionLateDeleteIndicator = D).",n,detached_award,fatal,,fabs2_detached_award_financial_assistance_4
86,FABS3.1,"ActionType is required for non-aggregate records (i.e., when RecordType = 2).",n,detached_award,fatal,,fabs3_detached_award_financial_assistance_1
87,FABS3.2,"ActionType must contain one of the following values: ""A"", ""B"", ""C"", ""D"", or blank.",n,detached_award,fatal,,fabs3_detached_award_financial_assistance_2
88,FABS4.1,"ActionDate must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,detached_award,fatal,,fabs4_detached_award_financial_assistance_1
89,FABS4.2,"Value of ActionDate must be between 19991001 and 20991231 (i.e., a date between 10/01/1999 and 12/31/2099).",n,detached_award,fatal,,fabs4_detached_award_financial_assistance_2
90,FABS4.3,A future ActionDate is valid only if it occurs within the current fiscal year,n,detached_award,fatal,,fabs4_detached_award_financial_assistance_3
91,FABS5,"AssistanceType field must contain one of the following values: ""02"", ""03"", ""04"", ""05"", ""06"", ""07"", ""08"", ""09"", ""10"", or ""11"".",n,detached_award,fatal,,fabs5_detached_award_financial_assistance
92,FABS6,"RecordType field must contain one of the following values: ""1"" or ""2"".",n,detached_award,fatal,,fabs6_detached_award_financial_assistance
93,FABS7,"URI is a required field for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs7_detached_award_financial_assistance
94,FABS8.1,"FiscalYearAndQuarterCorrection is an optional field, but when provided must follow YYYYQ format, where YYYY is a year and Q represents fiscal quarter and takes value 1, 2, 3, or 4.",n,detached_award,fatal,,fabs8_detached_award_financial_assistance_1
95,FABS8.2,Year provided in FiscalYearQuarterCorrection must be in current or directly previous fiscal year (as compared to the date of submission).,n,detached_award,fatal,,fabs8_detached_award_financial_assistance_2
96,FABS9,"AwardeeOrRecipientLegalEntityName must contain ""MULTIPLE RECIPIENTS"" for aggregate records (i.e., when RecordType = 1).",n,detached_award,fatal,,fabs9_detached_award_financial_assistance
97,FABS10.1,"LegalEntityAddressLine1 is required for non-aggregate records (i.e., when RecordType = 2)",n,detached_award,fatal,,fabs10_detached_award_financial_assistance_1
98,FABS10.2,"LegalEntityAddressLine1 must be blank for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs10_detached_award_financial_assistance_2
99,FABS11,"LegalEntityAddressLine2 is optional, but must be blank for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs11_detached_award_financial_assistance
100,FABS12,"LegalEntityAddressLine3 is optional, but must be blank for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs12_detached_award_financial_assistance
101,FABS13.1,"LegalEntityZIP5 must be blank for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs13_detached_award_financial_assistance_1
102,FABS13.2,"LegalEntityZIP5 must be blank for foreign recipients (i.e., when LegalEntityCountryCode is not USA)",n,detached_award,fatal,,fabs13_detached_award_financial_assistance_2
103,FABS13.3,"LegalEntityZIP5 is required for domestic recipients (i.e., when LegalEntityCountryCode = USA) for non-aggregate records (i.e., when RecordType = 2)",n,detached_award,fatal,,fabs13_detached_award_financial_assistance_3
104,FABS14.1,"LegalEntityZIPLast4 must be blank for aggregate records (i.e., when RecordType = 1)",n,detached_award,fatal,,fabs14_detached_award_financial_assistance_1
105,FABS14.2,"LegalEntityZIPLast4 must be blank for foreign recipients (i.e., when LegalEntityCountryCode is not USA)",n,detached_award,fatal,,fabs14_detached_award_financial_assistance_2
106,FABS14.3,"When it exists, LegalEntityZIPLast4 should be provided for domestic recipients (i.e., when LegalEntityCountryCode = USA) for non-aggregate records (i.e., when RecordType = 2). A warning will be triggered when it is not provided.",n,detached_award,warning,,fabs14_detached_award_financial_assistance_3
107,FABS15.1,"LegalEntityForeignCityName is required for foreign recipients (i.e., when LegalEntityCountryCode is not USA)",n,detached_award,fatal,,fabs15_detached_award_financial_assistance_1
108,FABS15.2,"LegalEntityForeignCityName must be blank for domestic recipients (i.e., when LegalEntityCountryCode = USA)",n,detached_award,fatal,,fabs15_detached_award_financial_assistance_2
109,FABS16,"LegalEntityForeignProvinceName must be blank for domestic recipients (i.e., when LegalEntityCountryCode = USA)",n,detached_award,fatal,,fabs16_detached_award_financial_assistance
110,FABS17,"LegalEntityForeignPostalCode must be blank for domestic recipients (i.e., when LegalEntityCountryCode = USA)",n,detached_award,fatal,,fabs17_detached_award_financial_assistance
111,FABS18,BusinessTypes must be one to three letters in length. BusinessTypes values must be non-repeated letters from A to X.,n,detached_award,fatal,,fabs18_detached_award_financial_assistance
112,FABS19,LegalEntityCountryCode Field must contain a valid three character GENC Standard Edition 3.0 (Update 4) country code.,n,detached_award,fatal,,fabs19_detached_award_financial_assistance
113,FABS21,"FundingSubTierAgencyCode is an optional field, but when provided must be a valid 4-digit sub-tier agency code.",n,detached_award,fatal,,fabs21_detached_award_financial_assistance
114,FABS22,"When provided, CorrectionLateDeleteIndicator must contain one of the following values: ""C"", ""D"", or ""L"".",n,detached_award,fatal,,fabs22_detached_award_financial_assistance
115,FABS23,AwardingSubTierAgencyCode must be a valid 4-digit sub-tier agency code.,n,detached_award,fatal,,fabs23_detached_award_financial_assistance
116,FABS24,PrimaryPlaceOfPerformanceCountryCode must contain a valid three character GENC Standard Edition 3.0 (Update 4) country code.,n,detached_award,fatal,,fabs24_detached_award_financial_assistance
117,FABS25,"AwardDescription is required for non-aggregate records (i.e., when RecordType = 2).",n,detached_award,fatal,,fabs25_detached_award_financial_assistance
118,FABS26.1,"FederalActionObligation must be blank or 0 for loans (i.e., when AssistanceType = 07 or 08).",n,detached_award,fatal,,fabs26_detached_award_financial_assistance_1
119,FABS26.2,"FederalActionObligation is required for non-loans (i.e., when AssistanceType is not 07 or 08).",n,detached_award,fatal,,fabs26_detached_award_financial_assistance_2
120,FABS27,"NonFederalFundingAmount must be blank or 0 or for loans (i.e., when AssistanceType = 07 or 08).",n,detached_award,fatal,,fabs27_detached_award_financial_assistance
121,FABS28.1,"FaceValueOfDirectLoanOrLoanGuarantee is required for loans (i.e., when AssistanceType = 07 or 08).",n,detached_award,fatal,,fabs28_detached_award_financial_assistance_1
122,FABS28.2,"FaceValueOfDirectLoanOrLoanGuarantee must be blank or 0 for non-loans (i.e., when AssistanceType is not 07 or 08).",n,detached_award,fatal,,fabs28_detached_award_financial_assistance_2
123,FABS29.1,"OriginalLoanSubsidyCost is required for loans (i.e., when AssistanceType = 07 or 08).",n,detached_award,fatal,,fabs29_detached_award_financial_assistance_1
124,FABS29.2,"OriginalLoanSubsidyCost must be blank or 0 for non-loans (i.e., when AssistanceType is not 07 or 08).",n,detached_award,fatal,,fabs29_detached_award_financial_assistance_2
125,FABS30,"BusinessFundsIndicator must contain one of the following values: ""REC"" or ""NON"".",n,detached_award,fatal,,fabs30_detached_award_financial_assistance
126,FABS31.1,"AwardeeOrRecipientUniqueIdentifier Field must be blank for aggregate records (RecordType=1, regardless of the BusinessTypes value) and individual recipients (BusinessTypes includes 'P', regardless of the RecordType value).",n,detached_award,fatal,,fabs31_detached_award_financial_assistance_1
127,FABS31.2,"AwardeeOrRecipientUniqueIdentifier is required for AssistanceType of 02, 03, 04, or 05 whose ActionDate after October 1, 2010, unless the record is an aggregate record (RecordType=1) or individual recipient (BusinessTypes includes 'P').",n,detached_award,fatal,,fabs31_detached_award_financial_assistance_2
128,FABS31.3,"When AwardeeOrRecipientUniqueIdentifier is provided, it must be nine digits.",n,detached_award,fatal,,fabs31_detached_award_financial_assistance_3
129,FABS31.4,"For AssistanceType of 02, 03, 04, or 05 whose ActionDate is after October 1, 2010, AwardeeOrRecipientUniqueIdentifier must be registered (not necessarily active) in SAM, unless the record is an aggregate record (RecordType=1) or individual recipient (BusinessTypes includes 'P').",n,detached_award,fatal,,fabs31_detached_award_financial_assistance_4
130,FABS31.5,"For AssistanceType of 02, 03, 04, or 05 whose ActionDate is after October 1, 2010 and ActionType = A, AwardeeOrRecipientUniqueIdentifier must be active as of the ActionDate, unless the record is an aggregate record (RecordType=1) or individual recipient (BusinessTypes includes 'P'). This is an error because CorrectionLateDeleteIndicator is not C or the action date is after January 1, 2017.",n,detached_award,fatal,,fabs31_detached_award_financial_assistance_5
131,FABS31.6,"For AssistanceType of 02, 03, 04, or 05 whose ActionDate is after October 1, 2010 and ActionType = A, AwardeeOrRecipientUniqueIdentifier should be active as of the ActionDate, unless the record is an aggregate record (RecordType=1) or individual recipient (BusinessTypes includes 'P'). This is a warning because CorrectionLateDeleteIndicator is C and the action date is before January 1, 2017.",n,detached_award,warning,,fabs31_detached_award_financial_assistance_6
132,FABS31.7,"For AssistanceType of 02, 03, 04, or 05 whose ActionDate is after October 1, 2010 and ActionType = B, C, or D, AwardeeOrRecipientUniqueIdentifier should be active on the ActionDate, unless the record is an aggregate record (RecordType=1) or individual recipient (BusinessTypes includes 'P').",n,detached_award,warning,,fabs31_detached_award_financial_assistance_7
133,FABS32.1,"PeriodOfPerformanceStartDate is an optional field, but when provided, must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,detached_award,fatal,,fabs32_detached_award_financial_assistance_1
134,FABS32.2,"When provided, PeriodOfPerformanceStartDate must be a valid date between 19991001 and 20991231.",n,detached_award,fatal,,fabs32_detached_award_financial_assistance_2
135,FABS33.1,"PeriodOfPerformanceCurrentEndDate is an optional field, but when provided, must follow YYYYMMDD format, where YYYY is the year, MM the month and DD the day.",n,detached_award,fatal,,fabs33_detached_award_financial_assistance_1
136,FABS33.2,"When provided, PeriodOfPerformanceCurrentEndDate must be a valid date between 19991001 and 20991231.",n,detached_award,fatal,,fabs33_detached_award_financial_assistance_2
137,FABS34.1,"When both are provided, PeriodOfPerformanceStartDate must occur on or before PeriodOfPerformanceCurrentEndDate.",n,detached_award,fatal,,fabs34_detached_award_financial_assistance_1
138,FABS34.2,"While they are optional fields, if either PeriodOfPerformanceCurrentEndDate or PeriodOfPerformanceStartDate is provided, both fields should be provided.",n,detached_award,warning,,fabs34_detached_award_financial_assistance_2
139,FABS35.1,"When provided, LegalEntityZIPLast4 must be in the #### format.",n,detached_award,fatal,,fabs35_detached_award_financial_assistance_1
140,FABS35.2,LegalEntityZIP5 must be a valid 5-digit USPS ZIP code.,n,detached_award,fatal,,fabs35_detached_award_financial_assistance_2
141,FABS35.3,The combination of LegalEntityZIP5 and LegalEntityZIPLast4 should be a valid 9-digit USPS ZIP+4 code.,n,detached_award,warning,,fabs35_detached_award_financial_assistance_3
142,FABS36,"CFDA_Number must be in XX.XXX format, where # represents a number from 0 to 9.",n,detached_award,fatal,,fabs36_detached_award_financial_assistance
143,FABS37.1,"For new assistance awards (ActionType = A) specifically, the CFDA_Number must be active as of the ActionDate. This does not apply to correction records (those with CorrectionLateDeleteIndicator = C).",n,detached_award,fatal,,fabs37_detached_award_financial_assistance_1
144,FABS37.2,"For non-new assistance awards (ActionType = B, C, or D), the CFDA_Number need not be active as of the ActionDate, but a warning will trigger in this case. This warning will not trigger for correction records (those with CorrectionLateDeleteIndicator = C).",n,detached_award,warning,,fabs37_detached_award_financial_assistance_2
145,FABS37.3,"For all records, CFDA_Number must have existed at some point in time.",n,detached_award,fatal,,fabs37_detached_award_financial_assistance_3
146,FABS38.1,FundingOfficeCode must be six characters long.,n,detached_award,fatal,,fabs38_detached_award_financial_assistance_1
147,FABS38.2,AwardingOfficeCode must be six characters long.,n,detached_award,fatal,,fabs38_detached_award_financial_assistance_2
148,FABS39.1,"PrimaryPlaceOfPerformanceCode must be 00*****, 00FORGN, or start with a valid 2-character state code.",n,detached_award,fatal,,fabs39_detached_award_financial_assistance_1
