,col0,col1,col2,col3
63,Datetime,Fecha y hora,,
64,Day,Día,,
65,Decimal,Decimal,,
66,Default Value,Valor de propuesta,,
67,Depends on,Depende de,,
68,Description,Descripción,,
69,Display,Pantalla,,
70,Display message,Mostrar mensaje,,
71,Display type,Tipo de pantalla,,
72,Do you want to reset workflow ?,,,
73,Domain,Dominio,,
74,Donut,Donut,,
75,Dummy,Maniquí,,
76,Edit Node,Tratar nodo,,
77,Edit Transition,Editar transición,,
78,Edit before send,Modificar antes de enviar,,
79,Email,Correo electrónico,,
80,End node,Nodo final,,
81,Existing menu,Menú existente,,
82,Export,Exportación,,
83,Extra,Extra,,
84,Field,Campo,,
85,Field for 'My menu',Campo para `Mi menú'.,,
86,Field options,,,
87,Fields,Campos,,
88,Filter,Filtro,,
89,Filters,Filtros,,
90,First group by,Primer grupo por,,
91,From,Desde,,
92,Funnel,Embudo,,
93,Gauge,Calibrador,,
94,Generated Actions,Acciones generadas,,
95,Generated app,Generado app,,
96,Groovy,Groovy,,
97,Group By,Agrupar por,,
98,Group date type,Clase de fecha de grupo,,
99,Group on type,Grupo sobre el tipo,,
100,Groups,Grupos,,
101,Help,Ayuda,,
102,Hidden In Grid,Oculto en la cuadrícula,,
103,Hidden menu,Menú oculto,,
104,Horizontal bar,Barra horizontal,,
105,Icon,Icono,,
106,If,Si,,
107,If-module,Módulo If,,
108,Image,Imagen,,
109,Import,Importar,,
110,Import BPM,Importación BPM,,
111,Import log,Log de importación,,
112,Incoming,Entrante,,
113,Integer,Entero,,
114,Is Json Relational Field,,,
115,Is json,Es json,,
116,Is parameter,Es parámetro,,
117,Is wkf,Es wkf,,
118,Javascript,Javascript,,
119,Json,Json,,
120,Json Field,Campo Json,,
121,Json Many To Many,Json Many To Many,,
122,Json Many To One,Json Muchos a Uno,,
123,Json One To Many,Json One to Many,,
124,Left menu,Menú de la izquierda,,
125,Line,Línea,,
126,Link,Enlace,,
127,Logic operator,Operador lógico,,
128,Many To Many,Muchos a muchos,,
129,Many To One,Muchos a uno,,
130,Max Size,Tamaño Máximo,,
131,Menu action,Acción del menú,,
132,Menu builder,Constructor de menús,,
133,Menu builders,Constructores de menús,,
134,MenuBuilder.Order,Orden,,
135,Message,Mensaje,,
136,Message on alert or blocking,Mensaje de alerta o bloqueo,,
137,Message on success,Mensaje sobre el éxito,,
138,Meta Model,Meta Modelo,,
139,Meta module,Meta módulo,,
140,MetaMenu,MetaMenú,,
141,Min Size,Tamaño mínimo,,
142,Mobile menu,Menú Móvil,,
143,Model,Modelo,,
144,Module,Módulo,,
145,Month,Mes,,
146,Name,Nombre,,
147,Name Column,,,
148,Name Field,Nombre Campo,,
149,Name must not contains space,El nombre no debe contener espacio,,
150,Nav Select,Selección de Navegación,,
151,Nb of passes,Número de pases,,
152,Nb of passes per status,Número de pases por estado,,
153,Node,Nodo,,
154,Node type,Type de nœud,,
155,Nodes,Nodos,,
156,None,,,
157,OR,O,,
158,Object,Objeto,,
159,On Change,Sobre el cambio,,
160,On Click,En Click,,
161,On New,En Nuevo,,
162,On Save,En Guardar,,
163,One To Many,Uno a muchos,,
164,Only use this menu-item if the given expression is true.,Utilice este elemento de menú sólo si la expresión dada es verdadera.,,
165,Only use this menu-item if the given module is installed.,Utilice este elemento de menú sólo si el módulo está instalado.,,
166,Open record,Registro abierto,,
167,Open workflow,Flujo de trabajo abierto,,
168,Operator,Operador,,
169,Outgoing,Saliente,,
170,Overview,Panorama general,,
171,Pagination limit,Límite de paginación,,
172,Panel,Panel,,
173,Parent,Padre,,
174,Percentage(%),Porcentaje (%),,
175,Permissions,Permisos,,
176,Pie Chart,Gráfico de tarta,,
177,Please correct the workflow diagram.,"Por favor, corrija el diagrama de flujo de trabajo.",,
178,Please input value bind with single quotation.,"Por favor, introduzca el valor de encuadernar con una sola cita.",,
179,Please provide unique code. The code '%s' is already used,"Por favor, proporcione un código único. El código '%s' ya se utiliza",,
180,Process,,,
181,Process display type,Tipo de visualización del proceso,,
182,Process studio,Estudio de procesos,,
183,Process tracking,Seguimiento del proceso,,
184,Properties,Propiedades,,
185,Radar,Radar,,
186,ReadOnly for,Lecture seule pour,,
187,Record Id,Id. de registro,,
188,Record model,Modelo de registro,,
189,Record name,Nombre del registro,,
190,Regex,Regex,,
191,Report,Informe,,
192,Reporting,,,
193,Required,Requerido,,
194,Required If,Requerido Si,,
195,Roles,Roles,,
196,Scatter,Esparcir,,
197,Script,Guión,,
198,Script type,Tipo de guión,,
199,Second group by,Segundo grupo por,,
200,Select Option,Seleccione la opción,,
201,Selection,Selección,,
202,Selections,,,
203,Send directly,Enviar directamente,,
204,Send option,Opción de envío,,
205,Separator,Separador,,
206,Sequence,Secuencia,,
207,Show If,Mostrar Si,,
208,Show Title,,,
209,Show process tracking,Mostrar seguimiento de procesos,,
210,Simple Select,Selección simple,,
211,Source field,Campo fuente,,
212,Start node,Nodo de inicio,,
213,Status,Estado,,
214,Status per day,Estado por día,,
215,Status per month,Estado por mes,,
216,Status time(days),Tiempo de status (días),,
217,Status time(hours),Tiempo de estado (horas),,
218,String,Cadena,,
219,Studio,,,
220,Sub lines,Líneas secundarias,,
221,Tag count,Conteo de etiquetas,,
222,Tag label,Etiqueta,,
223,Tag method,Método de la etiqueta,,
224,Tag style,Estilo de etiqueta,,
225,Target,Objetivo,,
226,Target Json Model,Modelo Json objetivo,,
227,Target field,Campo de destino,,
228,Target json,Objetivo json,,
229,Target object,Objeto de destino,,
230,Target title,,,
231,Target type,Clase de destino,,
232,Task node,Noeud intermédiaire,,
233,Template,Plantilla,,
234,Text,Texto,,
235,Time,Tiempo,,
236,Time spent,Tiempo de permanencia,,
237,Time spent (hours/days),Tiempo empleado (horas/días),,
238,Time spent per status (hours),Tiempo empleado por estado (horas),,
239,Time spent per status per user (hours),Tiempo empleado por estado por usuario (horas),,
240,Title,Título,,
241,To,Para,,
242,Top menu,Menú principal,,
243,Total time per status,Tiempo total por status,,
244,Track flow,Flujo de la pista,,
245,Track workflow,Seguimiento del flujo de trabajo,,
246,Tracking line,Línea de seguimiento,,
247,Tracking lines,Líneas de seguimiento,,
248,Transactional,Transaccional,,
249,Transition,Transición,,
250,Transitions,Transiciones,,
251,Type,Tipo,,
252,UI options,,,
253,Update,Actualización,,
254,User,Usuario,,
255,Validation type,Tipo de validación,,
256,Value,Valor,,
257,Value expr,Valor Expr,,
258,View,Ver,,
259,View generated,Vista generada,,
260,View params,Ver parámetros,,
261,Views,Vistas,,
262,Widget,Widget,,
263,Wkf,Wkf,,
264,Wkf field,Campo Wkf,,
265,Wkf sequence,,,
266,Wkf tracking,Seguimiento de Wkf,,
267,Wkf trackings,Seguimiento de Wkf,,
268,Wkf transition,Transición Wkf,,
269,Workflow dashboard,Panel de control del flujo de trabajo,,
270,Workflow is not saved,No se graba el workflow,,
271,Year,Año,,
272,contains,contiene,,
273,doesn't contains,no contiene,,
274,equal,idénticas,,
275,greater or equal,mayor o igual,,
276,greater than,mayor que,,
277,in,en,,
278,include,contener,,
279,is false,es falso,,
280,is not null,no es nula,,
281,is null,es nulo,,
282,is true,es cierto,,
283,less or equal,menor o igual,,
284,less than,menos de,,
285,not equal,no es igual,,
286,not in,no en,,
287,not include,no incluye,,
288,value:BPM,valor:BPM,,
289,value:Product App,valor:Producto App,,
290,xmlId,xmlId,,
