,col0,col1,col2,col3,col4,col5
45,Arthur Wirtz,wirtzar01h,Patrick,1984,NHL,
46,Jack Butterfield,butteja01h,Patrick,1984,NHL,
47,Jack Riley,rileyja01,Patrick,1985,NHL,
48,John MacInnes,,Patrick,1985,NHL,
49,Frank Mathers,mathefr01,Patrick,1986,NHL,
50,Hoby Baker,bakerho01h,Patrick,1986,NHL,posthumous
51,Bob Johnson,johnsbo02c,Patrick,1987,NHL,
52,Fred Cusick,,Patrick,1987,NHL,
53,Keith Allen,allenke01,Patrick,1987,NHL,
54,Bud Poile,poilebu01,Patrick,1988,NHL,
55,Dan Kelly,kellyda01,Patrick,1988,NHL,
56,Lou Nanne,nannelo01,Patrick,1988,NHL,
57,Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
58,Len Ceglarski,,Patrick,1989,NHL,
59,Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
60,Rod Gilbert,gilbero01,Patrick,1990,NHL,
61,Al Arbour,arboual01,Patrick,1991,NHL,
62,Art Berglund,,Patrick,1991,NHL,
63,Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
64,Bruce McNall,,Patrick,1992,NHL,
65,Frank Boucher,bouchfr01,Patrick,1992,NHL,
66,Gil Stein,,Patrick,1992,NHL,
67,Red Dutton,duttore01,Patrick,1992,NHL,
68,Robert Ridder,,Patrick,1993,NHL,
69,Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
70,Bob Fleming,,Patrick,1994,NHL,
71,Brian Mullen,mullebr01,Patrick,1994,NHL,
72,Joe Mullen,mullejo01,Patrick,1994,NHL,
73,George Gund,,Patrick,1995,NHL,
74,Ken Morrow,morroke01,Patrick,1995,NHL,
75,Milt Schmidt,schmimi01,Patrick,1995,NHL,
76,Bill Cleary,,Patrick,1996,NHL,
77,Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
78,Seymour H. Knox III,,Patrick,1996,NHL,posthumous
79,John Mayasich,,Patrick,1997,NHL,
80,Max McNab,mcnabma01,Patrick,1997,NHL,
81,Neal Broten,brotene01,Patrick,1997,NHL,
82,Peter Karmanos,,Patrick,1997,NHL,
83,1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
84,Harry Sinden,sindeha01c,Patrick,1998,NHL,
85,Craig Patrick,patricr01,Patrick,1999,NHL,
86,Lou Vairo,,Patrick,1999,NHL,
87,Mario Lemieux,lemiema01,Patrick,1999,NHL,
88,David Poile,,Patrick,2000,NHL,
89,Gary Bettman,,Patrick,2000,NHL,
90,Scotty Bowman,bowmasc01c,Patrick,2000,NHL,
91,1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
92,Herb Brooks,brookhe01c,Patrick,2001,NHL,
93,Larry Pleau,pleaula01,Patrick,2001,NHL,
94,Raymond Bourque,bourqra01,Patrick,2002,NHL,
95,Ron DeGregorio,,Patrick,2002,NHL,
96,Willie O'Ree,oreewi01,Patrick,2002,NHL,
97,John Davidson,davidjo01,Patrick,2003,NHL,
98,Mike Emrick,,Patrick,2003,NHL,
99,Ray Miron,,Patrick,2003,NHL,
100,Glen Sonmor,sonmogl01,Patrick,2005,NHL,
101,Marcel Dionne,dionnma01,Patrick,2005,NHL,
102,Red Berenson,berenre01,Patrick,2005,NHL,
103,Reed Larson,larsore01,Patrick,2005,NHL,
104,Steve Yzerman,yzermst01,Patrick,2005,NHL,
105,Stan Fischler,,Patrick,2006,NHL,
106,Cammi Granato,,Patrick,2006,NHL,
107,John Halligan,,Patrick,2006,NHL,
108,Brian Leetch,leetcbr01,Patrick,2006,NHL,
109,Brian Burke,,Patrick,2007,NHL,
110,Phil Housley,houslph01,Patrick,2007,NHL,
111,Ted Lindsay,lindste01,Patrick,2007,NHL,
112,Bob Naegele,,Patrick,2007,NHL,
113,Mark Messier,messima01,Patrick,2008,NHL,
114,Mike Richter,richtmi01,Patrick,2008,NHL,
115,Jim Devellano,,Patrick,2008,NHL,
116,Dave Andrews,,Patrick,2009,NHL,
117,Cam Neely,neelyca01,Patrick,2009,NHL,
118,Jack Parker,,Patrick,2009,NHL,
119,Jerry York,,Patrick,2009,NHL,
120,Mark Johnson,johnsma02,Patrick,2010,NHL,
121,Bob Pulford,pulfobo01,Patrick,2010,NHL,
122,Tony Rossi,,Patrick,2010,NHL,
123,Jeff Sauer,,Patrick,2010,NHL,
