,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
15,15,21601044,1610612766,CHA,Charlotte,203469,Cody Zeller,C,,21:49,4.0,6.0,0.667,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,5.0,0.0,2.0,0.0,0.0,5.0,8.0,-7.0
16,16,21601044,1610612766,CHA,Charlotte,201587,Nicolas Batum,G,,31:16,5.0,8.0,0.625,1.0,2.0,0.5,5.0,7.0,0.7140000000000001,0.0,1.0,1.0,6.0,1.0,0.0,1.0,0.0,16.0,-1.0
17,17,21601044,1610612766,CHA,Charlotte,202689,Kemba Walker,G,,29:12,6.0,16.0,0.375,4.0,8.0,0.5,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,16.0,-2.0
18,18,21601044,1610612766,CHA,Charlotte,1626163,Frank Kaminsky,,,36:11,5.0,11.0,0.455,3.0,6.0,0.5,1.0,1.0,1.0,0.0,3.0,3.0,5.0,0.0,2.0,2.0,2.0,14.0,22.0
19,19,21601044,1610612766,CHA,Charlotte,201158,Marco Belinelli,,,21:09,1.0,5.0,0.2,1.0,4.0,0.25,3.0,4.0,0.75,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,31.0
20,20,21601044,1610612766,CHA,Charlotte,1627362,Briante Weber,,,18:48,4.0,5.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,8.0,17.0
21,21,21601044,1610612766,CHA,Charlotte,203087,Jeremy Lamb,,,17:23,5.0,9.0,0.556,2.0,4.0,0.5,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,12.0,16.0
22,22,21601044,1610612766,CHA,Charlotte,1626203,Treveon Graham,,,2:29,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-4.0
23,23,21601044,1610612766,CHA,Charlotte,203148,Brian Roberts,,,2:29,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-4.0
24,24,21601044,1610612766,CHA,Charlotte,1626174,Christian Wood,,,2:29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-4.0
25,25,21601044,1610612766,CHA,Charlotte,203948,Johnny O'Bryant III,,DND - Right Ankle Sprain                ,,,,,,,,,,,,,,,,,,,,
